국가별,항목,단위,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
아르헨티나,원자력[exajoules],exajoules,0.07218,0.07619,0.08132,0.07613,0.07259,0.0631,0.07164,0.05869,0.0758,0.07833,0.06799,0.07589,0.07086,0.07178,0.07895,0.06913,0.06099,0.06064,0.05844,0.0516,0.06548,0.07662,0.05597,0.06281,0.07687,0.09083,0.09193,0.06727,0.08043
브라질,전체[exajoules],exajoules,6.88605,7.29126,7.75171,8.0249,8.11662,8.48435,8.2722,8.46047,8.62064,9.0398,9.27502,9.53062,10.14437,10.58124,10.50692,11.46613,11.86484,12.21235,12.50618,12.83191,12.66105,12.3558,12.46678,12.51349,12.71862,12.21973,12.85441,13.43592,13.87337
브라질,석탄[exajoules],exajoules,0.49583,0.51163,0.5147,0.50414,0.51051,0.54425,0.53564,0.51844,0.53791,0.56396,0.5439,0.53631,0.56834,0.57648,0.46515,0.60551,0.64682,0.64008,0.68993,0.73357,0.73793,0.66654,0.70299,0.68752,0.64624,0.58728,0.71247,0.58558,0.57274
브라질,석유[100만 톤],100만 톤,71.31633,76.48687,83.31616,86.69022,87.10282,91.35598,92.30464,90.45965,87.8399,90.76326,92.47909,94.59294,99.53409,103.73814,102.62065,109.68623,113.3652,119.82581,123.17232,128.14753,120.22022,113.49949,114.50995,108.97625,108.42734,102.61021,110.71942,115.97239,118.36812
브라질,천연가스[exajoules],exajoules,0.1883,0.20746,0.22545,0.23627,0.28037,0.34936,0.4423,0.52259,0.5849,0.69561,0.72458,0.76211,0.78486,0.92379,0.74407,0.99276,0.9894,1.17276,1.38178,1.4636,1.54572,1.33516,1.35475,1.29207,1.2864,1.13125,1.45607,1.15155,1.07957
브라질,수력[exajoules],exajoules,2.70286,2.8288,2.96971,3.10274,3.11903,3.24042,2.83307,3.0062,3.19077,3.32793,3.4786,3.57297,3.80726,3.73851,3.9309,4.02971,4.25384,4.09983,3.83622,3.64206,3.4876,3.67097,3.55352,3.7048,3.77565,3.74764,3.41776,4.00875,4.00859
브라질,원자력[exajoules],exajoules,0.02573,0.02479,0.03237,0.03335,0.04063,0.06176,0.14491,0.13951,0.13383,0.11559,0.09748,0.1352,0.12063,0.1356,0.125,0.13925,0.14923,0.15192,0.14546,0.14392,0.13707,0.14671,0.1447,0.14326,0.14687,0.12749,0.13292,0.13113,0.13021
칠레,전체[exajoules],exajoules,0.83605,0.88504,1.01181,1.01331,1.05521,1.10661,1.12804,1.15489,1.16096,1.23948,1.28638,1.33086,1.32947,1.3295,1.27574,1.31021,1.38856,1.44989,1.48953,1.47432,1.49123,1.56205,1.62125,1.6858,1.70632,1.59292,1.71669,1.81262,1.81464
칠레,석탄[exajoules],exajoules,0.09938,0.13771,0.17927,0.16867,0.17406,0.13451,0.10553,0.10637,0.1017,0.1178,0.11545,0.14414,0.17108,0.18294,0.16725,0.18802,0.24115,0.28116,0.31604,0.31881,0.3062,0.31054,0.32288,0.31162,0.3135,0.26332,0.292,0.23847,0.17561
칠레,석유[100만 톤],100만 톤,10.25719,10.89374,11.69919,11.96667,12.08594,11.52149,11.22354,11.41214,11.32073,12.72481,13.10315,13.43047,16.77944,17.71988,16.71205,15.17833,15.79082,16.41169,16.31791,16.10583,15.81809,16.70251,16.92791,17.56769,17.48269,16.00149,17.54342,18.93897,19.31529
칠레,천연가스[exajoules],exajoules,0.07498,0.0762,0.10368,0.14318,0.19558,0.25251,0.28621,0.28864,0.31226,0.33894,0.32788,0.30342,0.17885,0.09955,0.10062,0.20663,0.21011,0.19083,0.19125,0.15836,0.17367,0.21299,0.20213,0.20292,0.23447,0.22448,0.24563,0.26156,0.25252
칠레,수력[exajoules],exajoules,0.19602,0.17962,0.20165,0.16965,0.14453,0.20312,0.22929,0.24364,0.23599,0.21753,0.26364,0.28902,0.22736,0.24548,0.25315,0.21742,0.20369,0.19902,0.19532,0.22475,0.229,0.18977,0.20431,0.22256,0.20346,0.20536,0.17024,0.19135,0.22472
콜롬비아,전체[exajoules],exajoules,1.16541,1.21176,1.23181,1.24748,1.16235,1.13106,1.14071,1.14097,1.16231,1.22231,1.20349,1.38955,1.41218,1.47053,1.45362,1.52856,1.59767,1.69896,1.74614,1.83811,1.74025,1.96062,1.97893,2.01031,2.02749,1.84531,2.06908,2.19624,2.25535
콜롬비아,석탄[exajoules],exajoules,0.15112,0.11715,0.13875,0.13195,0.10538,0.11318,0.11145,0.09166,0.10161,0.08892,0.05602,0.15959,0.14051,0.18591,0.171,0.20127,0.16296,0.19642,0.21128,0.2238,0.20801,0.22877,0.17434,0.16367,0.19311,0.17093,0.11325,0.10207,0.15607
콜롬비아,석유[100만 톤],100만 톤,11.87545,12.59826,12.52914,12.44625,11.15291,10.8827,10.82724,10.72414,10.72477,11.62118,11.52125,12.30539,12.58664,12.41155,12.49058,13.18664,13.90568,14.87547,15.51644,16.40886,14.69291,18.15227,17.77129,18.0491,18.00466,15.20928,19.5947,21.91023,22.2784
콜롬비아,천연가스[exajoules],exajoules,0.1493,0.16237,0.20426,0.23719,0.20487,0.20649,0.2138,0.21595,0.207,0.22085,0.23207,0.24353,0.25782,0.2619,0.30166,0.31482,0.30654,0.34077,0.37718,0.40983,0.40362,0.43447,0.4259,0.45828,0.46335,0.47242,0.45456,0.45306,0.46996
콜롬비아,수력[exajoules],exajoules,0.34053,0.37564,0.33506,0.32768,0.35875,0.32804,0.33455,0.35693,0.3777,0.39763,0.4043,0.43594,0.45036,0.46697,0.41057,0.40525,0.48094,0.46968,0.43527,0.43636,0.43318,0.45091,0.54924,0.53958,0.51658,0.47119,0.56988,0.60385,0.55955
에콰도르,전체[exajoules],exajoules,0.34135,0.38849,0.4328,0.43504,0.39683,0.37486,0.37974,0.37479,0.38379,0.4106,0.43461,0.45967,0.48331,0.51583,0.5033,0.5587,0.59272,0.62616,0.64623,0.67883,0.67697,0.67465,0.70239,0.74297,0.7608,0.6583,0.76535,0.80182,0.84352
에콰도르,석탄[exajoules],exajoules,0.00001,0.00002,0.00002,0.00003,0.00004,0.00006,0.00008,0.00008,0.00317,0.00008,0.00009,0.00023,0.00009,0.00104,0.00025,0.00042,0.00039,0.00047,0.00053,0.0005,0.00054,0.00032,0.00034,0.00117,0.00036,0.00101,0.00198,0.00288,0.00248
에콰도르,석유[100만 톤],100만 톤,6.388,7.191,8.215,8.268,7.226,6.511,6.771,6.723,6.879,7.23141,7.87697,8.34157,8.4802,8.73351,8.89831,10.27268,10.53579,10.91262,11.55905,12.17643,11.78523,11.05023,10.75939,11.66715,11.28438,9.08811,11.27657,12.41147,13.26698
에콰도르,천연가스[exajoules],exajoules,0.01164,0.01235,0.01126,0.01147,0.0108,0.01176,0.01197,0.00477,0.00832,0.01936,0.01988,0.02172,0.01969,0.01796,0.02116,0.02228,0.02019,0.02696,0.03064,0.03141,0.02956,0.03191,0.03127,0.02795,0.02492,0.02125,0.02246,0.01933,0.01779
에콰도르,수력[exajoules],exajoules,0.05493,0.06753,0.06956,0.06926,0.0764,0.08102,0.07478,0.07906,0.07497,0.07689,0.07095,0.07303,0.092,0.11425,0.09275,0.0863,0.11056,0.1208,0.10831,0.11175,0.12696,0.1526,0.19246,0.19695,0.23383,0.23006,0.24091,0.23122,0.23705
페루,전체[exajoules],exajoules,0.47996,0.49478,0.48517,0.50056,0.51348,0.53049,0.52587,0.53848,0.53162,0.56663,0.58943,0.59613,0.64902,0.70072,0.71438,0.81103,0.8948,0.92421,0.94529,0.96778,1.01401,1.07618,1.09293,1.14633,1.17571,1.03631,1.17867,1.21667,1.23776
페루,석탄[exajoules],exajoules,0.01565,0.0164,0.01707,0.01871,0.01697,0.02637,0.02392,0.03276,0.03516,0.03801,0.03858,0.03283,0.04334,0.03864,0.03472,0.03405,0.03424,0.03655,0.03686,0.0364,0.03393,0.03617,0.03137,0.02832,0.02947,0.0214,0.02806,0.03033,0.02929
페루,석유[100만 톤],100만 톤,7.213,7.434,7.347,7.389,7.541,7.373,6.974,6.89998,6.51256,7.29646,7.13087,6.7825,7.04223,7.88629,7.98754,8.39282,9.24556,9.17267,9.59635,9.42853,10.06025,10.67281,10.85627,11.18601,11.52019,8.73956,10.83559,11.46572,11.77798
페루,천연가스[exajoules],exajoules,0.01389,0.0141,0.00835,0.01417,0.01424,0.01197,0.01282,0.01532,0.01812,0.0298,0.05256,0.06151,0.09271,0.1177,0.12037,0.19526,0.22654,0.24703,0.2413,0.26754,0.27515,0.30576,0.26971,0.28891,0.29561,0.29412,0.32189,0.35373,0.36352
페루,수력[exajoules],exajoules,0.13772,0.14183,0.14067,0.14699,0.15479,0.1722,0.18629,0.18956,0.1935,0.18181,0.18531,0.20071,0.199,0.19281,0.20011,0.20036,0.21409,0.21748,0.21899,0.21662,0.22964,0.23261,0.27855,0.29276,0.29856,0.28846,0.30074,0.27917,0.27169
트리니다드토바고,전체[exajoules],exajoules,0.3203,0.36288,0.36279,0.36825,0.40928,0.4162,0.45713,0.49265,0.55722,0.61121,0.67403,0.781,0.79695,0.78511,0.77937,0.84068,0.82994,0.81331,0.82288,0.8238,0.79789,0.70478,0.74544,0.69854,0.70273,0.60964,0.62325,0.623,0.58986
트리니다드토바고,석유[100만 톤],100만 톤,1.283,1.493,0.848,0.98,1.774,1.45156,1.4995,1.63228,1.63835,1.76106,1.96622,2.01824,2.08211,2.2153,2.13752,2.18947,2.15731,1.97276,2.09077,1.98301,2.13297,2.19511,1.96731,1.6959,1.69374,1.44693,1.41319,1.52044,1.55692
트리니다드토바고,천연가스[exajoules],exajoules,0.26573,0.30004,0.3256,0.3256,0.334,0.35327,0.3922,0.42231,0.48672,0.53534,0.58951,0.69394,0.70722,0.68969,0.68718,0.74664,0.73733,0.7285,0.7328,0.73836,0.70577,0.61,0.66058,0.62549,0.62904,0.54668,0.5618,0.55692,0.52214
베네수엘라,전체[exajoules],exajoules,2.61863,2.55191,2.69768,2.70633,2.63467,2.77924,2.94121,2.93703,2.64245,2.94107,3.05707,3.36228,3.51238,3.60116,3.63882,3.44523,3.63571,3.79774,3.73323,3.64766,3.48948,3.2043,3.14271,2.62034,2.36508,1.9003,2.17471,2.341,2.53142
베네수엘라,석탄[exajoules],exajoules,0.00021,0.00067,0.00144,0.0015,0.00153,0.00553,0.00205,0.00076,0.0018,,0.00156,0.01036,0.00581,0.0059,0.00993,0.00834,0.00859,0.00883,0.0088,0.00825,0.00773,0.00642,0.00541,0.00435,0.00315,0.0022,0.00198,0.00674,0.00674
베네수엘라,석유[100만 톤],100만 톤,22.61424,18.15292,19.66549,18.26138,20.60913,22.9126,25.96729,27.19787,23.22969,24.96182,26.81139,29.04996,30.44425,33.84682,35.5904,35.86881,37.09622,40.17011,40.64227,37.48246,32.62787,28.64815,24.58888,19.61616,19.46535,11.36848,12.23471,15.02261,19.77805
베네수엘라,천연가스[exajoules],exajoules,1.09894,1.18805,1.23197,1.29213,1.0953,1.11584,1.18254,1.13548,1.00795,1.13506,1.09566,1.25802,1.34161,1.25638,1.23181,1.12561,1.19975,1.24606,1.16301,1.22496,1.33338,1.34059,1.38979,1.13829,0.92074,0.7762,1.01013,1.046,1.0686
베네수엘라,수력[exajoules],exajoules,0.54769,0.57321,0.60963,0.6166,0.6451,0.66943,0.63923,0.62557,0.63198,0.72695,0.79465,0.83395,0.84524,0.87721,0.86301,0.76599,0.82582,0.80681,0.7996,0.78377,0.72454,0.60675,0.67099,0.62179,0.59584,0.63526,0.63911,0.64303,0.61339
오스트리아,전체[exajoules],exajoules,1.32358,1.35251,1.37005,1.40129,1.41409,1.42261,1.46374,1.46458,1.46773,1.52085,1.55286,1.53311,1.51224,1.52842,1.47518,1.51761,1.42513,1.49185,1.47907,1.4216,1.42698,1.47474,1.50325,1.47025,1.54066,1.44052,1.46172,1.36717,1.38532
오스트리아,석탄[exajoules],exajoules,0.14522,0.14584,0.15468,0.13619,0.13567,0.15289,0.15796,0.16049,0.17117,0.16767,0.16823,0.16803,0.16216,0.16029,0.12046,0.14164,0.14548,0.13544,0.13727,0.12608,0.1368,0.12761,0.13163,0.11623,0.1222,0.10451,0.10858,0.1031,0.09625
오스트리아,석유[100만 톤],100만 톤,11.321,12.338,12.292,12.978,12.321,12.15,12.951,13.17,13.983,14.192,14.23504,14.16314,13.58648,13.22111,12.45293,12.83596,12.08327,11.83061,12.11042,11.75695,11.86447,12.12336,12.14682,12.33512,12.70305,11.03271,11.62259,11.22339,11.22295
오스트리아,천연가스[exajoules],exajoules,0.27417,0.29182,0.28125,0.28875,0.29494,0.28154,0.29838,0.29335,0.32267,0.32577,0.343,0.32232,0.30495,0.32647,0.31795,0.34606,0.32551,0.31047,0.29522,0.2704,0.28685,0.30032,0.32651,0.31273,0.32042,0.30698,0.32456,0.28486,0.24773
오스트리아,수력[exajoules],exajoules,0.39459,0.36424,0.38435,0.39561,0.43325,0.44535,0.42786,0.4227,0.34678,0.38137,0.38239,0.36524,0.37719,0.38775,0.41116,0.38333,0.34001,0.43282,0.41225,0.39993,0.36022,0.38522,0.36688,0.35849,0.38742,0.39708,0.36504,0.31891,0.36336
벨라루스,전체[exajoules],exajoules,0.90254,0.9257,0.93636,0.91566,0.8907,0.918,0.89248,0.92331,0.91639,1.02612,1.02278,1.0876,1.06102,1.07501,1.01706,1.10232,1.08246,1.17085,1.05914,1.06151,0.96106,0.98207,1.00022,1.10597,1.11165,1.03156,1.1018,1.0596,1.06584
벨라루스,석탄[exajoules],exajoules,0.03985,0.04836,0.05097,0.04523,0.04196,0.04166,0.02991,0.02821,0.02656,0.02601,0.02873,0.02572,0.02909,0.02712,0.02584,0.02703,0.03247,0.03312,0.03515,0.03487,0.03101,0.03408,0.03525,0.05288,0.05568,0.03504,0.03563,0.03916,0.04053
벨라루스,석유[100만 톤],100만 톤,10.566,10.377,9.07,8.55,7.806,7.747,7.509,7.915,8.02,7.849,7.261,8.547,7.748,7.664,8.898,7.616,8.319,10.304,7.602,7.816,6.543,7.07652,7.03344,8.23159,8.38169,8.07315,7.60584,7.01364,7.09494
벨라루스,천연가스[exajoules],exajoules,0.41494,0.43698,0.49983,0.50613,0.51556,0.54697,0.54384,0.55954,0.5501,0.66724,0.6841,0.69821,0.70098,0.71789,0.60955,0.74622,0.69214,0.69876,0.69373,0.68837,0.64436,0.64035,0.65552,0.69531,0.68992,0.63904,0.67542,0.66465,0.60423
벨라루스,수력[exajoules],exajoules,0.00021,0.00017,0.00022,0.0003,0.0002,0.00029,0.00032,0.0003,0.00029,0.00034,0.00037,0.00036,0.00036,0.00039,0.00045,0.00045,0.00042,0.00071,0.00135,0.00118,0.00108,0.00137,0.00389,0.00309,0.00333,0.00378,0.00349,0.00347,0.00281
벨라루스,원자력[exajoules],exajoules,,,,,,,,,,,,,,,,,,,,,,,,,,0.00307,0.05225,0.0422,0.10531
벨기에,전체[exajoules],exajoules,2.41963,2.56997,2.59654,2.64739,2.62851,2.67605,2.65269,2.64051,2.74209,2.75263,2.72202,2.72967,2.74849,2.79264,2.57706,2.753,2.56893,2.46573,2.52695,2.34314,2.36682,2.55422,2.57781,2.57121,2.65836,2.39044,2.65804,2.50015,2.31143
벨기에,석탄[exajoules],exajoules,0.37055,0.35463,0.33106,0.32932,0.28855,0.31926,0.30411,0.2607,0.25218,0.23456,0.21552,0.21268,0.19435,0.19194,0.12364,0.15696,0.14778,0.13919,0.14727,0.14282,0.13947,0.13255,0.12985,0.12914,0.12946,0.10055,0.11121,0.11592,0.09862
벨기에,석유[100만 톤],100만 톤,27.1924,29.5215,30.2535,30.6581,29.6228,30.184,30.5981,30.7913,32.5848,32.9216,32.7424,32.7322,33.09,34.6013,30.14347,31.30453,29.24418,28.10759,28.73252,28.10671,28.80805,29.26312,29.69325,31.86338,29.82915,25.418,28.24153,27.50134,26.0837
벨기에,천연가스[exajoules],exajoules,0.44829,0.49831,0.47536,0.52072,0.55606,0.55895,0.55215,0.56997,0.6072,0.61877,0.60817,0.626,0.63068,0.62645,0.63267,0.69854,0.59486,0.60264,0.59519,0.52067,0.5706,0.58281,0.59081,0.60747,0.62593,0.61193,0.61058,0.52392,0.49342
벨기에,수력[exajoules],exajoules,0.0036,0.00254,0.00325,0.00414,0.00363,0.0049,0.00466,0.00378,0.00258,0.00329,0.00297,0.00368,0.00396,0.00415,0.0033,0.00312,0.00195,0.00352,0.00373,0.00285,0.00309,0.00357,0.00259,0.00278,0.00287,0.00252,0.00394,0.00254,0.00367
벨기에,원자력[exajoules],exajoules,0.42245,0.44268,0.48428,0.47158,0.50071,0.49193,0.47038,0.47754,0.47467,0.47098,0.4708,0.4585,0.47109,0.44235,0.45558,0.4597,0.45967,0.38168,0.4015,0.31542,0.24284,0.4025,0.38821,0.26137,0.39633,0.31241,0.45492,0.3952,0.29549
불가리아,전체[exajoules],exajoules,0.98157,0.97886,0.92572,0.89014,0.78212,0.78256,0.80844,0.78422,0.81127,0.78449,0.84991,0.86652,0.8375,0.82881,0.72758,0.7613,0.80858,0.76834,0.71319,0.76158,0.80885,0.76722,0.78543,0.78773,0.76159,0.70335,0.79882,0.82611,0.71736
불가리아,석탄[exajoules],exajoules,0.32041,0.31904,0.3638,0.3465,0.28531,0.2635,0.30034,0.27659,0.30967,0.29591,0.28984,0.2943,0.33109,0.31559,0.26566,0.28817,0.33892,0.28954,0.24885,0.26587,0.27445,0.23841,0.2556,0.2284,0.21297,0.17403,0.21948,0.26175,0.16046
불가리아,석유[100만 톤],100만 톤,6.338,5.823,4.567,4.832,4.485,4.255,4.401,4.457,4.694,4.535,5.021,5.074,4.983,4.86,4.447,4.111,3.874,4.053,3.782,4.073,4.537,4.621,4.86903,4.84401,5.07793,4.5401,4.75841,5.08701,4.99419
불가리아,천연가스[exajoules],exajoules,0.19058,0.1947,0.15533,0.12997,0.1126,0.12265,0.1031,0.09141,0.0966,0.09432,0.11759,0.12117,0.12211,0.12212,0.08735,0.0962,0.11014,0.10264,0.09916,0.0985,0.10801,0.1125,0.11569,0.10883,0.10191,0.10514,0.11887,0.09732,0.09094
불가리아,수력[exajoules],exajoules,0.02314,0.03074,0.029,0.03266,0.02908,0.02801,0.01746,0.02223,0.03127,0.03256,0.0443,0.04316,0.02881,0.02825,0.0345,0.05027,0.02852,0.03137,0.0396,0.04488,0.05482,0.03739,0.0271,0.04902,0.0278,0.02667,0.0454,0.0357,0.02927
불가리아,원자력[exajoules],exajoules,0.17632,0.18471,0.18133,0.17262,0.16154,0.18569,0.19844,0.2039,0.17312,0.16739,0.18451,0.19161,0.14303,0.15304,0.14718,0.14621,0.15547,0.14952,0.13342,0.14849,0.14311,0.1459,0.14292,0.14738,0.15075,0.15084,0.14903,0.14826,0.14515
크로아티아,전체[exajoules],exajoules,0.31626,0.33927,0.33609,0.35543,0.36761,0.34758,0.36546,0.36584,0.38275,0.39795,0.39343,0.38862,0.39044,0.38831,0.38336,0.38975,0.34001,0.31534,0.34586,0.34563,0.32767,0.34103,0.34122,0.35338,0.34493,0.32896,0.35392,0.3354,0.36418
크로아티아,석탄[exajoules],exajoules,0.00732,0.00599,0.01018,0.00974,0.00864,0.01807,0.02012,0.02446,0.0272,0.02888,0.02862,0.02657,0.02885,0.02969,0.02122,0.02858,0.02942,0.02639,0.02827,0.02708,0.02536,0.02726,0.01643,0.01529,0.01764,0.01512,0.01739,0.01702,0.01406
크로아티아,석유[100만 톤],100만 톤,3.919,3.713,3.984,4.493,4.432,3.936,4.043,4.237,4.694,4.4131,4.5586,4.636,4.74261,4.48511,4.37384,3.6984,3.5082,3.1522,3.0367,3.1881,3.31218,3.3245,3.5595,3.4458,3.3437,2.8625,3.0169,3.30348,3.3828
크로아티아,천연가스[exajoules],exajoules,0.08098,0.09075,0.09407,0.09042,0.09168,0.0925,0.09693,0.09924,0.09865,0.10231,0.09894,0.09785,0.11243,0.10897,0.10062,0.11021,0.10761,0.10104,0.09554,0.08455,0.08716,0.09088,0.10439,0.09597,0.10073,0.10573,0.10171,0.0893,0.09001
크로아티아,수력[exajoules],exajoules,0.06049,0.0837,0.06231,0.0641,0.078,0.06869,0.07594,0.06149,0.05698,0.07912,0.07252,0.06778,0.04784,0.05847,0.07448,0.09119,0.04997,0.04774,0.08459,0.08783,0.06196,0.06604,0.05085,0.07335,0.05529,0.05354,0.06714,0.05124,0.07641
체코,전체[exajoules],exajoules,1.75037,1.81052,1.73635,1.68578,1.61635,1.70821,1.74698,1.75232,1.85238,1.90017,1.87068,1.90604,1.88534,1.84903,1.77412,1.84914,1.80711,1.79798,1.7648,1.72777,1.69458,1.67175,1.76609,1.76049,1.72046,1.59324,1.67906,1.64063,1.52414
체코,석탄[exajoules],exajoules,0.98181,0.97963,0.92045,0.85321,0.7774,0.88818,0.87167,0.85547,0.86948,0.8708,0.84131,0.87111,0.86945,0.82458,0.76167,0.78617,0.77396,0.74214,0.70742,0.68557,0.6835,0.68856,0.6742,0.66965,0.60251,0.52357,0.54248,0.55605,0.47082
체코,석유[100만 톤],100만 톤,7.98708,8.34418,7.93255,8.22134,8.14829,7.86933,8.32291,8.07177,8.63151,9.51001,9.932,9.80002,9.724,9.767,9.423,8.902,9.01766,8.90083,8.47807,8.97536,8.73678,8.18826,9.56132,9.624,9.749,8.498,9.361,9.575,9.61436
체코,천연가스[exajoules],exajoules,0.2743,0.31567,0.32108,0.32177,0.3235,0.31402,0.33629,0.32498,0.32834,0.32606,0.32253,0.31793,0.30307,0.30034,0.28488,0.33786,0.28509,0.28705,0.29083,0.25883,0.27142,0.29376,0.30149,0.28738,0.2997,0.30465,0.3265,0.26555,0.24111
체코,수력[exajoules],exajoules,0.02131,0.02096,0.01809,0.01486,0.01789,0.01871,0.02172,0.02619,0.01444,0.02095,0.02453,0.02612,0.02127,0.02048,0.02443,0.02787,0.0195,0.02102,0.02683,0.01863,0.01741,0.01929,0.01791,0.0155,0.01906,0.02027,0.0227,0.01965,0.02191
체코,원자력[exajoules],exajoules,0.12493,0.13126,0.12763,0.13461,0.13644,0.13882,0.14969,0.18894,0.2592,0.26206,0.2446,0.25603,0.25565,0.25774,0.26249,0.26836,0.26953,0.28724,0.28947,0.2838,0.2497,0.22291,0.26054,0.27347,0.27542,0.27257,0.27779,0.2794,0.2729
덴마크,전체[exajoules],exajoules,0.87703,1.0436,0.94679,0.91329,0.88578,0.85147,0.85398,0.85232,0.91884,0.86995,0.84102,0.91973,0.87624,0.84554,0.7949,0.84952,0.79551,0.73888,0.76213,0.73283,0.71631,0.72577,0.73075,0.72043,0.70577,0.63535,0.68197,0.7102,0.70388
덴마크,석탄[exajoules],exajoules,0.27166,0.3734,0.27759,0.23591,0.19819,0.16626,0.17574,0.17595,0.24006,0.18401,0.15499,0.23305,0.19525,0.17157,0.16848,0.1637,0.13621,0.10677,0.13562,0.10749,0.07646,0.08848,0.06613,0.06758,0.03807,0.03352,0.04464,0.04385,0.02913
덴마크,석유[100만 톤],100만 톤,10.581,11.525,11.109,10.714,10.646,10.343,9.924,9.583,9.228,9.058,9.17972,9.27143,9.35361,9.22144,8.25463,8.54263,8.15141,7.53403,7.34232,7.31865,7.44347,7.45592,7.41026,7.47172,7.50743,6.39957,6.46192,7.24286,7.28158
덴마크,천연가스[exajoules],exajoules,0.13372,0.15752,0.16459,0.17747,0.1861,0.18367,0.19193,0.19374,0.19587,0.19494,0.18722,0.19074,0.17096,0.17178,0.16498,0.18662,0.15651,0.14617,0.13787,0.11842,0.11913,0.12115,0.11578,0.11236,0.10432,0.08361,0.0853,0.06095,0.05869
덴마크,수력[exajoules],exajoules,0.00032,0.00021,0.0002,0.00029,0.00032,0.00032,0.00029,0.00033,0.00022,0.00027,0.00023,0.00024,0.00029,0.00026,0.00019,0.00021,0.00017,0.00017,0.00013,0.00015,0.00017,0.00019,0.00017,0.00014,0.00016,0.00016,0.00015,0.00014,0.00018
에스토니아,전체[exajoules],exajoules,0.2238,0.23764,0.2341,0.21,0.19346,0.19979,0.20824,0.20739,0.22614,0.23078,0.23207,0.22925,0.26548,0.24428,0.21142,0.26333,0.26267,0.26456,0.27887,0.26698,0.24706,0.25475,0.28254,0.28036,0.22594,0.21144,0.22104,0.22821,0.19984
에스토니아,석탄[exajoules],exajoules,0.14583,0.15278,0.15101,0.12796,0.11582,0.1234,0.12267,0.11991,0.13884,0.13849,0.13712,0.13099,0.163,0.14574,0.12591,0.16856,0.17061,0.15678,0.17434,0.17051,0.15109,0.15863,0.18109,0.17692,0.1289,0.10479,0.11433,0.12333,0.09909
에스토니아,석유[100만 톤],100만 톤,1.253,1.355,1.328,1.333,1.243,1.114,1.287,1.444,1.354,1.376,1.401,1.466,1.564,1.48985,1.33818,1.37943,1.34228,1.59512,1.57917,1.45789,1.45103,1.41135,1.47398,1.45216,1.29337,1.34054,1.31804,1.36447,1.30568
에스토니아,천연가스[exajoules],exajoules,0.02439,0.0269,0.02613,0.0248,0.02411,0.02772,0.02974,0.02494,0.02847,0.03243,0.03348,0.03384,0.03363,0.03226,0.02199,0.02355,0.02107,0.02283,0.02323,0.01824,0.01635,0.01793,0.0176,0.01801,0.01678,0.01548,0.01751,0.01453,0.01332
에스토니아,수력[exajoules],exajoules,,,,,0.00004,0.00005,0.00008,0.00006,0.00013,0.00023,0.00022,0.00014,0.00022,0.00028,0.00032,0.00027,0.0003,0.00041,0.00026,0.00026,0.00026,0.00034,0.00025,0.00014,0.00018,0.00028,0.0002,0.00022,0.00025
핀란드,전체[exajoules],exajoules,1.19786,1.25092,1.26857,1.31128,1.28574,1.2928,1.32082,1.32757,1.42174,1.41571,1.28717,1.38064,1.37589,1.32658,1.22864,1.33665,1.25972,1.22565,1.23048,1.18736,1.18402,1.2027,1.17798,1.20183,1.17713,1.13022,1.1543,1.15463,1.19576
핀란드,석탄[exajoules],exajoules,0.24698,0.29429,0.27874,0.22874,0.22164,0.20998,0.25376,0.27573,0.34413,0.30917,0.19861,0.31015,0.29287,0.22336,0.22496,0.28413,0.23082,0.18901,0.20895,0.18729,0.15986,0.18332,0.16792,0.17597,0.14777,0.11314,0.12234,0.11975,0.08848
핀란드,석유[100만 톤],100만 톤,9.835,10.246,10.094,10.521,10.633,10.538,10.328,10.6,10.922,10.154,10.54135,10.20952,10.30212,9.93983,9.3627,9.71922,9.51982,9.13082,9.44882,8.90809,8.96044,9.43406,9.15162,9.07979,9.004,8.082,7.55927,8.119,7.51505
핀란드,천연가스[exajoules],exajoules,0.11765,0.12308,0.1211,0.13873,0.13889,0.14188,0.15394,0.15286,0.1692,0.16301,0.14915,0.15941,0.14746,0.15077,0.13457,0.14868,0.13003,0.115,0.10694,0.0956,0.08236,0.07228,0.06597,0.07565,0.07322,0.07458,0.07457,0.04047,0.043
핀란드,수력[exajoules],exajoules,0.13759,0.12625,0.13032,0.16022,0.13605,0.15606,0.13966,0.11323,0.10013,0.15633,0.14209,0.11774,0.14432,0.17311,0.12754,0.12912,0.12359,0.16642,0.12597,0.13066,0.16257,0.15226,0.14152,0.12669,0.11786,0.15017,0.14875,0.12663,0.14189
핀란드,원자력[exajoules],exajoules,0.19629,0.19895,0.21343,0.22323,0.23468,0.22962,0.23112,0.22481,0.22773,0.22613,0.23019,0.22516,0.2288,0.22286,0.22697,0.21861,0.22097,0.21774,0.22225,0.22068,0.21625,0.21458,0.20664,0.20832,0.21736,0.21131,0.21331,0.22819,0.30731
프랑스,전체[exajoules],exajoules,10.45511,10.84445,10.67645,10.934,11.08086,11.22447,11.31497,11.22811,11.35095,11.44847,11.35468,11.26415,11.07284,11.10544,10.47208,10.80443,10.4293,10.4185,10.52692,10.06864,10.16018,9.95563,9.91771,10.04024,9.82643,8.7882,9.33705,8.27481,8.66388
