국가별,항목,단위,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
오만,천연가스[exajoules],exajoules,0.12004,0.13115,0.15163,0.15811,0.16932,0.27631,0.30339,0.31103,0.3361,0.35881,0.39104,0.43391,0.43541,0.48169,0.48771,0.58971,0.65097,0.70976,0.78219,0.76731,0.83134,0.82558,0.84063,0.89987,0.89988,0.93297,1.00747,1.02718,1.06232
파키스탄,전체[exajoules],exajoules,1.47845,1.57474,1.52238,1.63386,1.7054,1.74152,1.78254,1.85079,2.01574,2.24302,2.32734,2.45279,2.60788,2.62079,2.65538,2.66674,2.66495,2.47621,2.70627,2.79337,2.93709,1.95192,3.38759,3.49571,3.53706,3.51798,3.90165,3.59534,3.37213
파키스탄,석탄[exajoules],exajoules,0.09253,0.09378,0.08767,0.08776,0.0878,0.08491,0.08813,0.09881,0.12681,0.14141,0.15699,0.16635,0.22762,0.25082,0.20627,0.19386,0.16714,0.16952,0.1343,0.19799,0.19535,0.22364,0.29924,0.49553,0.56362,0.65429,0.72274,0.64277,0.6171
파키스탄,석유[100만 톤],100만 톤,15.668,16.49,17.011,17.59,18.226,18.834,18.461,17.982,15.902,16.042,15.24015,17.57719,19.14222,19.41677,20.74907,20.54799,20.67742,19.99085,21.90996,22.64944,24.58452,27.47153,28.29703,23.45812,20.65284,20.06188,23.33028,22.6817,17.80434
파키스탄,천연가스[exajoules],exajoules,0.46894,0.50952,0.50801,0.53507,0.61022,0.64629,0.68236,0.73978,0.91981,1.10436,1.17397,1.1995,1.21681,1.24587,1.24926,1.27254,1.27223,1.3175,1.28109,1.25952,1.31523,0.14299,1.46662,1.56915,1.60103,1.48175,1.61611,1.37528,1.3624
파키스탄,수력[exajoules],exajoules,0.24214,0.26397,0.19637,0.25663,0.22892,0.18691,0.19346,0.21454,0.25681,0.27196,0.31646,0.30987,0.32247,0.27657,0.289,0.29786,0.30384,0.10608,0.30892,0.31576,0.31779,0.33324,0.28937,0.28078,0.34291,0.37807,0.3545,0.3238,0.34967
파키스탄,원자력[exajoules],exajoules,0.00533,0.00334,0.0046,0.00402,0.00081,0.00966,0.02117,0.01912,0.01908,0.02404,0.0251,0.0249,0.02264,0.01696,0.02454,0.02437,0.03756,0.02572,0.04013,0.0437,0.04005,0.04892,0.07462,0.08453,0.08362,0.08664,0.14187,0.20039,0.20077
필리핀,전체[exajoules],exajoules,0.93046,0.99735,1.08807,1.08024,1.09871,1.10777,1.08307,1.08823,1.12278,1.14934,1.14963,1.09912,1.14048,1.17917,1.19305,1.22771,1.25221,1.29559,1.38578,1.45677,1.59776,1.74461,1.91471,1.97891,2.03804,1.84951,1.96384,2.05558,2.19317
필리핀,석탄[exajoules],exajoules,0.06883,0.09274,0.11468,0.12431,0.14181,0.1936,0.18882,0.17698,0.18016,0.18975,0.22261,0.21097,0.22571,0.26611,0.25401,0.29437,0.32347,0.3385,0.41881,0.44556,0.4863,0.54788,0.64791,0.6845,0.73192,0.73462,0.79187,0.79864,0.88172
필리핀,석유[100만 톤],100만 톤,17.10695,17.78462,19.45793,18.88431,17.77843,16.50751,16.40937,15.54488,15.45049,15.76164,14.50942,13.28044,13.77455,13.14428,13.76981,14.35426,13.52708,14.07673,14.70296,15.58747,17.76589,19.01578,20.33928,20.6326,21.07053,17.16135,18.46039,20.27624,21.21737
필리핀,천연가스[exajoules],exajoules,0.00018,0.00031,0.00019,0.00032,0.00025,0.00037,0.00483,0.06072,0.09254,0.08546,0.11319,0.10601,0.1271,0.13379,0.13473,0.1269,0.13701,0.13134,0.12098,0.12723,0.11961,0.13716,0.13588,0.1472,0.15178,0.13834,0.11819,0.11089,0.11533
필리핀,수력[exajoules],exajoules,0.06634,0.07484,0.06461,0.05393,0.08346,0.08302,0.07513,0.0739,0.08216,0.08914,0.08645,0.10181,0.08717,0.09957,0.0984,0.07797,0.09631,0.1012,0.0983,0.08911,0.08401,0.07817,0.09208,0.08955,0.07633,0.06844,0.08699,0.09506,0.0952
카타르,전체[exajoules],exajoules,0.56213,0.41457,0.45321,0.488,0.54323,0.48544,0.46666,0.51372,0.58903,0.71125,0.80522,0.84656,0.9226,1.0229,1.03747,1.20651,1.41123,1.5994,1.73643,1.87735,2.13595,2.09726,2.03071,2.01196,2.10059,1.84153,1.95066,2.04001,2.21835
카타르,석탄[exajoules],exajoules,,,,,,,,,,,,,,,,,,0.00019,0.00027,0.00172,0.00102,0.00108,0.00118,0.00168,0.00148,0.00027,0.0001,0.00041,0.00047
카타르,석유[100만 톤],100만 톤,1.30181,1.43964,1.7416,1.85147,1.75848,1.73008,1.95586,2.2262,2.57897,3.18518,3.51339,4.54187,5.05778,6.12157,5.98034,6.40494,8.04635,8.46703,10.16682,10.76256,12.64642,13.43103,12.05291,12.2773,13.45623,10.02155,11.12106,12.89603,13.58922
카타르,천연가스[exajoules],exajoules,0.50301,0.34934,0.37353,0.40339,0.46279,0.4067,0.37699,0.41234,0.47063,0.56565,0.64413,0.63932,0.69333,0.74512,0.76576,0.91461,1.04195,1.20972,1.27005,1.38363,1.55978,1.48657,1.48119,1.4507,1.48921,1.38288,1.44396,1.45201,1.59125
사우디아라비아,전체[exajoules],exajoules,4.06802,4.20679,4.2849,4.50928,4.59155,4.80557,5.1204,5.33298,5.64909,6.12881,6.51998,6.84061,6.99861,7.66247,7.9385,8.82398,9.20625,9.77116,9.83239,10.55418,11.00385,11.44744,11.45455,11.16604,10.68257,10.39108,10.7349,11.34274,11.59823
사우디아라비아,석탄[exajoules],exajoules,,,,,,,0.00033,0.00052,0.00066,0.00059,0.00117,0.00083,0.00232,0.00269,0.00098,0.00283,0.00276,0.00323,0.00414,0.00573,0.00373,0.00308,0.00482,0.00401,0.00422,0.0037,0.0046,0.0045,0.0045
사우디아라비아,석유[100만 톤],100만 톤,60.22291,62.14931,63.21886,67.38468,69.8509,72.07412,75.9068,78.23354,82.90431,89.56555,93.47477,99.17785,102.20542,112.80697,121.01755,134.0837,139.14968,146.42231,147.38707,162.8988,172.88904,180.37439,177.33462,168.20621,154.99603,146.6497,153.30017,165.30141,172.4346
사우디아라비아,천연가스[exajoules],exajoules,1.46821,1.51882,1.55063,1.60124,1.58004,1.7035,1.8362,1.93914,2.05405,2.24626,2.43641,2.51237,2.54516,2.75105,2.68299,2.99797,3.15529,3.39709,3.42103,3.5014,3.57219,3.79141,3.93301,4.0356,4.0014,4.0698,4.12058,4.203,4.10852
싱가포르,전체[exajoules],exajoules,1.40019,1.41292,1.48608,1.50663,1.49157,1.59485,1.80259,1.73606,1.63539,1.83348,1.93244,2.12753,2.28746,2.43952,2.62198,2.78393,2.88919,2.8956,2.92497,2.98185,3.16225,3.33631,3.42001,3.42214,3.34685,3.27787,3.27857,3.17465,3.47048
싱가포르,석탄[exajoules],exajoules,0.00048,0.00001,,,,,,0.00028,0.00037,0.00029,0.00035,0.00021,0.00034,0.00021,0.00017,0.00033,0.00027,0.00104,0.01103,0.01627,0.01702,0.01784,0.03761,0.01999,0.01917,0.01813,0.01943,0.01736,0.01408
싱가포르,석유[100만 톤],100만 톤,31.9754,32.2689,33.9632,34.3635,33.9901,36.2292,38.7141,36.7951,34.0548,37.8291,40.2836,43.29517,47.0783,50.24804,54.20534,58.74728,61.28075,60.79919,60.24546,61.00034,64.21783,68.08115,69.366,69.68546,67.52065,66.06687,65.49413,63.21438,70.71154
싱가포르,천연가스[exajoules],exajoules,0.0513,0.0513,0.0513,0.0513,0.0513,0.05967,0.1568,0.16948,0.184,0.22274,0.22269,0.29339,0.29339,0.31371,0.3305,0.3001,0.29834,0.32148,0.36055,0.37402,0.41683,0.42848,0.44236,0.44231,0.45176,0.45354,0.48067,0.47014,0.44393
스리랑카,전체[exajoules],exajoules,0.14666,0.15428,0.15924,0.16976,0.18259,0.19277,0.18732,0.19263,0.19822,0.19262,0.22243,0.2388,0.24278,0.22887,0.23206,0.25062,0.27208,0.28063,0.28517,0.30921,0.32868,0.36314,0.38423,0.40453,0.40693,0.3816,0.3947,0.35128,0.35751
스리랑카,석탄[exajoules],exajoules,0.00004,0.00001,,0.00001,,0.00001,0,0.00046,0.0025,0.00066,0.00245,0.00183,0.00179,0.00241,0.00246,0.00251,0.01252,0.01909,0.02008,0.03855,0.05187,0.05491,0.05688,0.05497,0.05867,0.0705,0.07044,0.06604,0.0593
스리랑카,석유[100만 톤],100만 톤,2.28992,2.78225,2.84279,2.97725,3.20453,3.68399,3.58185,3.79556,3.72539,3.72872,4.26888,4.38551,4.64633,4.27527,4.41154,4.41956,4.93209,5.26163,4.48305,5.14431,4.93089,6.05239,6.50265,6.47444,6.74671,5.79882,5.46601,4.55766,5.00777
스리랑카,수력[exajoules],exajoules,0.04805,0.03462,0.0367,0.04168,0.04447,0.03411,0.03297,0.02838,0.03465,0.0308,0.03566,0.04756,0.04027,0.04187,0.03912,0.0564,0.04552,0.0326,0.06799,0.0445,0.05797,0.04078,0.03862,0.06107,0.04566,0.04705,0.06807,0.06451,0.0548
대만,전체[exajoules],exajoules,2.81707,2.93303,3.10411,3.2859,3.43909,3.67598,3.79349,3.94533,4.12356,4.29584,4.35151,4.46795,4.6542,4.48182,4.34986,4.66033,4.64456,4.60578,4.69692,4.80196,4.79859,4.8231,4.82672,4.8844,4.79049,4.65017,4.94259,4.74789,4.52882
대만,석탄[exajoules],exajoules,0.69067,0.77896,0.89094,0.96661,0.99826,1.17668,1.23479,1.33879,1.42721,1.48457,1.51179,1.58692,1.66206,1.59122,1.51778,1.62835,1.68788,1.65035,1.68345,1.70145,1.65042,1.67052,1.69582,1.70483,1.67097,1.5618,1.67664,1.58139,1.48995
대만,석유[100만 톤],100만 톤,36.26575,36.19985,37.15296,38.46518,41.20921,42.06714,43.16121,43.13506,45.16465,46.12778,46.50728,46.87056,48.41982,45.14671,43.909,45.86773,42.70806,41.95565,42.83046,44.25322,45.45923,45.47543,45.16373,44.73561,42.16243,40.28858,42.65161,39.32391,37.13242
대만,천연가스[exajoules],exajoules,0.15644,0.15963,0.18729,0.22192,0.22585,0.24363,0.26242,0.2935,0.30293,0.36851,0.37152,0.39851,0.42282,0.45957,0.4488,0.55727,0.61344,0.64387,0.64576,0.67925,0.72649,0.75475,0.83682,0.85184,0.83735,0.89584,0.98246,1.01039,1.00609
대만,수력[exajoules],exajoules,0.05152,0.05049,0.05584,0.06602,0.05377,0.04854,0.05384,0.0292,0.03168,0.0333,0.04197,0.04188,0.04497,0.04355,0.03768,0.04191,0.03972,0.05596,0.05321,0.04211,0.04334,0.06324,0.05218,0.04269,0.05262,0.02855,0.03273,0.05478,0.03706
대만,원자력[exajoules],exajoules,0.36075,0.386,0.37049,0.37659,0.38824,0.39331,0.36014,0.39882,0.38964,0.39312,0.39539,0.39191,0.39599,0.39633,0.40106,0.39915,0.40137,0.38288,0.39204,0.39671,0.33929,0.2928,0.20635,0.25297,0.29434,0.28525,0.25119,0.21395,0.15975
태국,전체[exajoules],exajoules,2.21424,2.50546,2.6375,2.43014,2.57503,2.67009,2.81595,3.05259,3.28209,3.56303,3.67602,3.75479,3.88315,3.88276,3.99209,4.246,4.36494,4.65433,4.72631,4.88581,4.95881,5.06006,5.15766,5.32215,5.32708,4.95273,4.99252,4.99642,5.00692
태국,석탄[exajoules],exajoules,0.30068,0.36584,0.37729,0.30271,0.32183,0.33011,0.36748,0.39219,0.40058,0.44882,0.48514,0.51775,0.58186,0.62751,0.62962,0.64615,0.65707,0.68962,0.67873,0.74833,0.73467,0.74891,0.75188,0.80161,0.71443,0.76386,0.78219,0.71164,0.60497
태국,석유[100만 톤],100만 톤,33.8435,37.36351,37.53206,34.03959,35.76031,34.65247,34.17553,36.91462,40.41424,44.83653,44.69259,44.30592,43.72204,41.11707,42.33667,43.58721,44.09472,45.83503,47.33889,47.81541,49.06915,50.82235,52.34589,53.44183,54.05248,48.41173,48.61072,52.39827,52.22943
태국,천연가스[exajoules],exajoules,0.38047,0.4433,0.55608,0.59382,0.65967,0.76303,0.88418,0.96081,1.0232,1.07118,1.15413,1.1884,1.26619,1.3299,1.37248,1.5554,1.59545,1.75081,1.75912,1.79801,1.83459,1.82031,1.80302,1.80071,1.83382,1.68671,1.69249,1.59545,1.69827
태국,수력[exajoules],exajoules,0.07018,0.0768,0.07539,0.05417,0.0363,0.06272,0.0653,0.07741,0.07525,0.06117,0.05846,0.08144,0.08104,0.07031,0.07003,0.05343,0.0788,0.08322,0.0531,0.05036,0.03646,0.03415,0.04491,0.07236,0.05988,0.04292,0.04277,0.06193,0.06161
튀르키예,전체[exajoules],exajoules,2.55638,2.7887,2.91701,2.99047,2.91211,3.10874,2.82409,3.09307,3.2739,3.50583,3.58602,3.97819,4.22539,4.23605,4.29386,4.5114,4.8133,5.11575,5.08388,5.23568,5.72048,6.00926,6.43443,6.43634,6.657,6.55839,7.02414,7.09963,7.00308
튀르키예,석탄[exajoules],exajoules,0.69241,0.77887,0.8701,0.90276,0.83878,0.9404,0.77259,0.80692,0.87152,0.9247,0.92767,1.0956,1.2336,1.23913,1.29364,1.31625,1.41844,1.52797,1.32153,1.51252,1.45449,1.61014,1.65208,1.71079,1.7551,1.70052,1.73636,1.75933,1.64915
튀르키예,석유[100만 톤],100만 톤,28.945,30.25,29.784,29.726,29.541,30.851,28.74,30.825,30.374,31.02,30.663,31.967,32.528,31.963,32.463,31.19,30.284,32.317,34.957,35.711,42.42198,45.56573,49.33437,49.55182,48.93938,47.0401,49.57585,51.65738,54.20639
튀르키예,천연가스[exajoules],exajoules,0.23415,0.27252,0.33508,0.35404,0.42681,0.50209,0.55245,0.59902,0.72173,0.76206,0.92604,1.05109,1.22007,1.27074,1.214,1.28956,1.50624,1.55949,1.58279,1.67928,1.65453,1.60217,1.85645,1.70037,1.56101,1.66356,2.06317,1.84487,1.74346
튀르키예,수력[exajoules],exajoules,0.37834,0.43087,0.42385,0.44953,0.36915,0.32871,0.25393,0.35394,0.36886,0.47807,0.4078,0.45321,0.36494,0.33656,0.36152,0.51754,0.51978,0.57118,0.583,0.3964,0.65096,0.64793,0.55777,0.57089,0.84288,0.73835,0.52683,0.62699,0.59714
투르크메니스탄,전체[exajoules],exajoules,0.37537,0.56819,0.44405,0.5063,0.44381,0.46777,0.54778,0.46924,0.60467,0.67227,0.63193,0.64815,0.59746,0.55614,0.817,0.88836,0.96112,1.1342,0.96492,1.02133,1.16207,1.25676,1.16957,1.31942,1.25967,1.58327,1.59515,1.63011,1.60183
투르크메니스탄,석탄[exajoules],exajoules,0.00021,0.00193,,,,,,,,,,,,,,,,,,,,,,,,,,,
투르크메니스탄,석유[100만 톤],100만 톤,2.36624,3.17449,3.2899,3.10475,2.56085,4.84472,3.89557,4.59174,4.2858,5.99047,4.9063,4.99893,4.50999,6.28602,4.65147,5.33786,4.95944,7.12602,6.17923,6.95172,5.66222,8.0759,6.36333,6.79451,5.95044,8.00245,6.20689,6.35995,6.36361
투르크메니스탄,천연가스[exajoules],exajoules,0.27332,0.42966,0.30249,0.37179,0.33229,0.2578,0.37872,0.26992,0.41823,0.41234,0.41927,0.43174,0.40194,0.28413,0.61608,0.65779,0.74647,0.82578,0.69592,0.71867,0.91391,0.90414,0.89132,1.02212,0.99889,1.23312,1.3233,1.35131,1.32304
투르크메니스탄,수력[exajoules],exajoules,0.00004,0.00005,0.00005,0.00006,0.00005,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003
아랍에미리트,전체[exajoules],exajoules,1.74554,1.79888,1.87724,1.92281,1.93813,1.92881,1.94964,2.1301,2.27216,2.43024,2.53655,2.66865,2.9461,3.37824,3.33207,3.50097,3.67535,3.86676,4.07968,4.07116,4.42004,4.59472,4.3756,4.14185,4.38864,4.33683,4.48673,4.8805,5.1333
아랍에미리트,석탄[exajoules],exajoules,,,,,,,0.00077,0.00395,0.00464,0.00526,0.00609,0.01179,0.00568,0.01437,0.01147,0.02755,0.01863,0.05788,0.07409,0.08261,0.07179,0.07706,0.08914,0.0804,0.07441,0.08905,0.10855,0.10042,0.10226
아랍에미리트,석유[100만 톤],100만 톤,20.63,19.935,20.254,20.174,19.657,19.389,19.104,19.69,21.831,23.643,24.645,26.531,28.4,29.855,29.004,31.08,33.23828,34.76097,38.56546,39.08604,40.72636,44.20558,44.01173,43.76849,42.78219,40.03437,42.91397,49.28015,50.63007
아랍에미리트,천연가스[exajoules],exajoules,0.87013,0.95297,1.0179,1.06669,1.10284,1.10319,1.13303,1.27904,1.32959,1.41137,1.47596,1.52194,1.72578,2.087,2.07317,2.13378,2.2189,2.30151,2.33099,2.28366,2.57294,2.58951,2.36359,2.14431,2.41881,2.44317,2.35944,2.38131,2.40796
아랍에미리트,원자력[exajoules],exajoules,,,,,,,,,,,,,,,,,,,,,,,,,,0.01476,0.09535,0.18107,0.28962
우즈베키스탄,전체[exajoules],exajoules,1.82501,1.87969,1.86481,1.8654,2.09221,2.14133,2.14615,2.20015,1.99136,2.00105,2.02202,1.8892,2.00585,1.88565,1.88785,1.89435,1.9802,1.95265,1.95913,2.04276,1.93936,1.88063,1.92611,1.94432,1.95158,1.94391,2.03679,2.11972,2.10428
우즈베키스탄,석탄[exajoules],exajoules,0.03735,0.03489,0.03466,0.03476,0.03475,0.03961,0.0332,0.03536,0.02758,0.03728,0.03539,0.0385,0.03316,0.04187,0.03986,0.03323,0.03558,0.04814,0.07189,0.06616,0.05323,0.06287,0.05937,0.08505,0.07529,0.10317,0.09292,0.10684,0.13673
우즈베키스탄,석유[100만 톤],100만 톤,6.54,6.396,6.92,6.793,6.612,6.696,6.613,6.567,5.837,5.604,5.277,5.399,5.138,4.891,4.545,4.46162,4.21562,4.06021,3.76062,3.82862,3.62394,4.31931,4.03199,4.63902,4.71721,5.06067,5.01169,5.01548,5.02897
우즈베키스탄,천연가스[exajoules],exajoules,1.44293,1.50242,1.47366,1.47956,1.71448,1.75225,1.76611,1.81878,1.63964,1.65662,1.68919,1.5589,1.68607,1.5887,1.58662,1.58558,1.70483,1.66459,1.66147,1.74775,1.6684,1.55977,1.61216,1.59831,1.60554,1.56902,1.67493,1.73991,1.67718
우즈베키스탄,수력[exajoules],exajoules,0.06587,0.06946,0.0615,0.06129,0.06059,0.06258,0.06364,0.065,0.0747,0.06736,0.07088,0.05992,0.06573,0.04437,0.06518,0.08186,0.05682,0.06273,0.06152,0.06032,0.05837,0.06611,0.07597,0.05617,0.06132,0.04727,0.0472,0.04987,0.06543
베트남,전체[exajoules],exajoules,0.45775,0.52478,0.60451,0.6538,0.67698,0.77094,0.87136,0.95312,1.02718,1.25199,1.33125,1.22029,1.33299,1.64595,1.68381,1.94481,2.14971,2.24724,2.37385,2.62108,2.9753,3.2356,3.46907,3.89979,4.32949,4.33582,4.35079,4.47864,4.89144
베트남,석탄[exajoules],exajoules,0.12965,0.14482,0.18605,0.19955,0.14937,0.19633,0.21456,0.24501,0.28525,0.37384,0.39147,0.23981,0.26251,0.49774,0.46704,0.60933,0.72616,0.674,0.71989,0.86982,1.09844,1.18865,1.18769,1.58225,2.09039,2.19507,2.08524,1.90121,2.32331
베트남,석유[100만 톤],100만 톤,4.86928,5.59351,6.37315,7.06183,7.77252,8.4341,9.14721,10.04173,10.671,12.66395,12.59118,12.33694,13.72662,14.36565,14.63431,16.67806,16.54014,16.56426,17.20619,18.24592,22.15982,24.40208,25.54921,26.87821,27.65731,23.51424,22.72192,24.57886,27.51483
베트남,천연가스[exajoules],exajoules,0.00505,0.00997,0.01845,0.03127,0.04516,0.05558,0.06948,0.08338,0.08244,0.14452,0.22373,0.24318,0.24596,0.26052,0.27827,0.32663,0.2946,0.32499,0.33875,0.3547,0.37033,0.36859,0.34274,0.34775,0.35435,0.31822,0.25916,0.2807,0.25986
베트남,수력[exajoules],exajoules,0.11265,0.12783,0.12409,0.11811,0.14663,0.1549,0.19259,0.19122,0.19822,0.18484,0.17045,0.20191,0.2284,0.26286,0.30138,0.28502,0.40793,0.52618,0.5673,0.60628,0.5441,0.61622,0.82336,0.79131,0.62742,0.68893,0.7411,0.90018,0.75658
캐나다,전체[exajoules],exajoules,12.17479,12.50653,12.56848,12.38821,12.78327,13.13096,12.85955,13.29621,13.35968,13.56504,13.65572,13.57902,14.09704,13.92936,13.38371,13.50893,14.01834,14.06104,14.39659,14.42789,14.46953,14.34238,14.53744,14.72461,14.64426,13.75806,13.92111,14.29911,13.94959
캐나다,석탄[exajoules],exajoules,1.10244,1.1251,1.17589,1.25718,1.20849,1.27868,1.32884,1.33658,1.33329,1.25947,1.25404,1.21476,1.26997,1.20683,1.00828,1.03315,0.93141,0.88348,0.86161,0.81936,0.77188,0.76904,0.79778,0.65145,0.60896,0.52624,0.47245,0.38512,0.37071
캐나다,석유[100만 톤],100만 톤,84.66962,86.75483,89.42849,91.24626,92.8259,92.33252,95.00292,98.64671,102.54354,107.44915,104.42418,105.20798,108.04999,104.06992,101.68439,105.70239,105.75879,107.28734,106.60148,106.12567,106.22839,105.56009,104.65681,107.96967,107.69706,91.51788,95.23122,99.23119,99.83758
캐나다,천연가스[exajoules],exajoules,2.78107,2.8281,2.8838,2.83526,3.03089,3.21195,3.02552,3.14879,3.23225,3.16151,3.1533,3.13465,3.37163,3.33158,3.23019,3.2966,3.61983,3.57925,3.79587,3.95429,3.97197,3.80296,3.94701,4.23685,4.27155,4.15046,4.27062,4.45729,4.34618
캐나다,수력[exajoules],exajoules,3.55612,3.77469,3.71175,3.52216,3.67259,3.79777,3.50618,3.67011,3.50945,3.51053,3.73114,3.61479,3.74218,3.81874,3.7067,3.51107,3.73137,3.7536,3.84404,3.73044,3.70525,3.71454,3.7804,3.67549,3.62281,3.65464,3.6025,3.73292,3.40581
캐나다,원자력[exajoules],exajoules,0.99254,0.94103,0.83717,0.72519,0.74549,0.73848,0.77295,0.75624,0.7451,0.89352,0.90411,0.95625,0.9068,0.92563,0.86312,0.86322,0.88569,0.8923,0.96712,0.99702,0.94054,0.93149,0.92482,0.91426,0.91511,0.8847,0.83149,0.78025,0.79881
멕시코,전체[exajoules],exajoules,5.18161,5.3168,5.44572,5.66702,5.74943,6.09579,6.04654,6.19221,6.26741,6.63513,7.27061,7.37704,7.44645,7.75268,7.62202,7.65163,7.99879,8.07081,8.07429,8.03007,7.93952,8.11223,8.25575,8.155,8.06909,7.3509,7.83322,8.1831,8.45296
멕시코,석탄[exajoules],exajoules,0.20973,0.24048,0.24071,0.24605,0.25037,0.27427,0.30122,0.50438,0.37195,0.38059,0.48035,0.51551,0.4737,0.42316,0.43109,0.53323,0.61678,0.53736,0.53362,0.53258,0.53154,0.52068,0.63631,0.56716,0.54149,0.23937,0.19845,0.24421,0.26396
멕시코,석유[100만 톤],100만 톤,78.48871,79.72632,83.52807,87.4556,86.81632,92.99084,92.14734,87.55838,90.48985,95.20336,103.12803,99.49455,103.79556,106.92232,102.05497,97.36757,98.88479,101.3963,98.1584,93.55782,90.50527,93.02368,90.89654,84.86843,81.10929,69.73996,80.00823,87.65391,89.70139
멕시코,천연가스[exajoules],exajoules,1.10485,1.12602,1.13175,1.20524,1.21647,1.29288,1.30286,1.47848,1.60234,1.72879,1.89764,2.09838,2.05349,2.15988,2.34608,2.3776,2.54911,2.65154,2.80062,2.83854,2.90819,2.98908,3.09721,3.24985,3.36202,3.32081,3.299,3.27409,3.51262
멕시코,수력[exajoules],exajoules,0.29379,0.33358,0.28063,0.2618,0.34823,0.35209,0.30073,0.26124,0.20727,0.26118,0.28564,0.31188,0.2783,0.3968,0.26866,0.37167,0.36017,0.31444,0.27431,0.3793,0.29948,0.28942,0.29583,0.30702,0.22398,0.25355,0.32704,0.33374,0.19077
멕시코,원자력[exajoules],exajoules,0.08625,0.08047,0.10681,0.09464,0.10217,0.08398,0.08856,0.09828,0.10521,0.09152,0.10688,0.10681,0.10179,0.09517,0.10131,0.05637,0.09615,0.08307,0.1111,0.09057,0.1077,0.09772,0.10005,0.12389,0.1019,0.10141,0.10778,0.09772,0.11115
미국,전체[exajoules],exajoules,87.63631,90.59534,91.27474,91.8481,93.47427,95.56645,93.30608,94.67017,94.9791,96.83683,96.88523,96.11987,97.44016,95.0661,90.3979,93.43277,92.62472,90.17052,92.62306,93.58529,92.69074,92.61738,92.96585,96.36835,95.68258,88.64153,93.44458,95.4155,94.28112
미국,석탄[exajoules],exajoules,20.13499,21.05028,21.4948,21.70562,21.67234,22.63153,21.96474,21.95444,22.37233,22.51794,22.84904,22.49886,22.80186,22.439,19.73656,20.88195,19.70306,17.41826,18.08018,18.03908,15.58468,14.25867,13.86933,13.28205,11.34166,9.20225,10.57282,9.91071,8.19672
미국,석유[100만 톤],100만 톤,791.96388,821.2841,831.88324,846.82618,870.42136,878.34297,878.46813,877.7162,891.73463,925.31444,927.03504,914.76749,908.73474,848.05864,801.82658,813.45166,796.58382,777.68512,789.89416,794.91327,811.55456,817.36856,824.98323,844.04793,842.71245,739.56727,808.16445,813.38731,815.6098
미국,천연가스[exajoules],exajoules,21.52739,21.92003,22.05114,21.67845,21.75346,22.62206,21.62369,22.324,21.67884,21.7666,21.42695,21.1168,22.46898,22.64008,22.23461,23.33496,23.69559,24.77242,25.45282,26.00138,26.76886,26.96756,26.63972,29.59068,30.636,30.04379,30.1113,31.66512,31.91282
미국,수력[exajoules],exajoules,3.31299,3.69972,3.78939,3.42869,3.37031,2.90359,2.22351,2.71277,2.81862,2.72373,2.74641,2.92496,2.47405,2.53971,2.72993,2.57071,3.13919,2.70494,2.61525,2.49427,2.38929,2.54198,2.8436,2.75752,2.70895,2.67359,2.34524,2.35837,2.20998
미국,원자력[exajoules],exajoules,7.24088,7.25515,6.75961,7.24411,7.83069,8.10638,8.21327,8.27956,8.05425,8.26278,8.14237,8.14529,8.29187,8.23815,8.11262,8.14474,7.92691,7.67075,7.81963,7.85309,7.80647,7.84317,7.78983,7.76482,7.75847,7.54346,7.41847,7.31455,7.32396
아르헨티나,전체[exajoules],exajoules,2.26165,2.36566,2.39312,2.47833,2.50584,2.5156,2.45709,2.3561,2.52542,2.68134,2.84583,2.98995,3.11632,3.15784,3.06904,3.18229,3.27273,3.39734,3.53303,3.52749,3.58898,3.57273,3.56903,3.54364,3.33849,3.13138,3.45047,3.70577,3.67107
아르헨티나,석탄[exajoules],exajoules,0.02669,0.02796,0.02206,0.02965,0.03559,0.02705,0.02216,0.01651,0.02014,0.03427,0.03946,0.03573,0.0517,0.06306,0.03464,0.0485,0.05263,0.04921,0.05378,0.05721,0.05693,0.04388,0.04509,0.04935,0.02925,0.03606,0.05059,0.05361,0.04606
아르헨티나,석유[100만 톤],100만 톤,21.889,21.862,23.21,23.926,24.349,22.384,20.645,19.671,20.064,21.479,22.49988,23.67961,26.32824,26.61283,25.34601,27.6112,28.60532,30.43083,32.32394,32.1312,32.75938,31.66726,31.35152,29.85497,27.12817,24.37051,29.52875,34.54116,32.79742
아르헨티나,천연가스[exajoules],exajoules,0.94492,1.08426,0.99919,1.06816,1.13292,1.16268,1.08846,1.05975,1.21065,1.32513,1.4144,1.46342,1.53764,1.55479,1.50608,1.51515,1.57823,1.64391,1.657,1.66158,1.67949,1.73556,1.7388,1.75328,1.67612,1.58152,1.65363,1.6507,1.61771
아르헨티나,수력[exajoules],exajoules,0.28214,0.23921,0.29726,0.28184,0.22777,0.30419,0.38687,0.37596,0.35289,0.31602,0.35271,0.38941,0.3178,0.31562,0.34804,0.33334,0.30972,0.28788,0.32154,0.31615,0.3135,0.28674,0.30269,0.30744,0.261,0.22379,0.18508,0.21371,0.2796
