,국가별,연도,value
975,중앙아프리카공화국,1999,1.7
976,차드,1999,3.2
977,코모로,1999,0.6
978,콩고,1999,6
979,콩고민주공화국,1999,17.8
980,코트디부아르,1999,30.5
981,지부티,1999,-
982,이집트,1999,168.9
983,적도기니,1999,2.3
984,에리트레아,1999,2
985,에티오피아,1999,16.4
986,가봉,1999,9.9
987,감비아,1999,0.9
988,가나,1999,19.3
989,기니,1999,5.1
990,기니비사우,1999,0.7
991,케냐,1999,36.4
992,레소토,1999,1.4
993,라이베리아,1999,1.7
994,리비아,1999,55.5
995,마다가스카르,1999,7.4
996,말라위,1999,4.7
997,말리,1999,6.3
998,모리타니,1999,3.5
999,모리셔스,1999,6.2
1000,모로코,1999,54.7
1001,모잠비크,1999,5.2
1002,나미비아,1999,5.4
1003,니제르,1999,4.6
1004,나이지리아,1999,171.1
1005,르완다,1999,2.5
1006,상투메프린시페,1999,0.1
1007,세네갈,1999,10.1
1008,세이셸,1999,0.9
1009,시에라리온,1999,1.7
1010,소말리아,1999,2.5
1011,남아프리카공화국,1999,212.8
1012,남수단,1999,-
1013,수단,1999,35.4
1014,에스와티니,1999,2.4
1015,탄자니아,1999,17.7
1016,토고,1999,3.5
1017,튀니지,1999,26.7
1018,우간다,1999,11.8
1019,잠비아,1999,7.8
1020,짐바브웨,1999,20.5
1021,미국령사모아,1999,-
1022,오스트레일리아,1999,839.7
1023,피지,1999,3.4
1024,프랑스령폴리네시아,1999,5.2
1025,괌,1999,-
1026,키리바시,1999,0.1
1027,마셜제도,1999,0.2
1028,미크로네시아,1999,0.3
1029,나우루,1999,0
1030,뉴칼레도니아,1999,-
1031,뉴질랜드,1999,115.7
1032,북마리아나제도,1999,-
1033,팔라우,1999,0.2
1034,파푸아뉴기니,1999,11.3
1035,사모아,1999,0.5
1036,솔로몬제도,1999,0.9
1037,통가,1999,0.4
1038,투발루,1999,0
1039,바누아투,1999,0.5
1040,대한민국,2000,597.7
1041,아프가니스탄,2000,6.2
1042,아르메니아,2000,4
1043,아제르바이잔,2000,11.9
1044,바레인,2000,15.4
1045,방글라데시,2000,83.5
1046,부탄,2000,0.7
1047,브루나이,2000,11.3
1048,캄보디아,2000,5.9
1049,중국,2000,2770.1
1050,키프로스,2000,15.5
1051,동티모르,2000,0.8
1052,조지아,2000,6.4
1053,홍콩,2000,179.5
1054,인도,2000,800.5
1055,인도네시아,2000,395
1056,이란,2000,257.4
1057,이라크,2000,101.9
1058,이스라엘,2000,184.4
1059,일본,2000,3986.8
1060,요르단,2000,18.4
1061,카자흐스탄,2000,66.2
1062,쿠웨이트,2000,61.3
1063,키르기스스탄,2000,3.5
1064,라오스,2000,5
1065,레바논,2000,25.8
1066,마카오,2000,13.7
1067,말레이시아,2000,148.3
1068,몰디브,2000,2
1069,몽골,2000,3.8
1070,미얀마,2000,13.5
1071,네팔,2000,13.4
1072,오만,2000,46.8
1073,파키스탄,2000,162.6
1074,필리핀,2000,142.8
1075,카타르,2000,33.7
1076,사우디아라비아,2000,369.3
1077,싱가포르,2000,140.5
1078,스리랑카,2000,37.8
1079,시리아,2000,20.8
1080,타지키스탄,2000,2.7
1081,태국,2000,221.5
1082,튀르키예,2000,413.8
1083,투르크메니스탄,2000,10.3
1084,아랍에미리트,2000,200.4
1085,우즈베키스탄,2000,31.5
1086,베트남,2000,93.5
1087,예멘,2000,41.5
1088,버뮤다,2000,6.7
1089,캐나다,2000,1163.2
1090,그린란드,2000,1.8
1091,멕시코,2000,945
1092,미국,2000,13717.7
1093,앤티가바부다,2000,1.2
1094,아르헨티나,2000,395.6
1095,아루바,2000,2.7
1096,바하마,2000,10.5
1097,바베이도스,2000,4.4
1098,벨리즈,2000,1.4
1099,볼리비아,2000,17.3
1100,브라질,2000,1186.4
1101,케이맨제도,2000,-
1102,칠레,2000,131.2
1103,콜롬비아,2000,157
1104,코스타리카,2000,30.4
1105,쿠바,2000,45.7
1106,도미니카연방,2000,0.4
1107,도미니카공화국,2000,35.7
1108,에콰도르,2000,50.2
1109,엘살바도르,2000,17.6
1110,그레나다,2000,0.7
1111,과테말라,2000,37
1112,가이아나,2000,2.9
1113,아이티,2000,11.2
1114,온두라스,2000,11.8
1115,자메이카,2000,12.9
1116,니카라과,2000,7.3
1117,파나마,2000,21.1
1118,파라과이,2000,20.8
1119,페루,2000,87.4
1120,푸에르토리코,2000,99.6
1121,세인트키츠네비스,2000,0.6
1122,세인트루시아,2000,1.5
1123,세인트빈센트그레나딘,2000,0.6
1124,수리남,2000,2.9
1125,트리니다드토바고,2000,13.2
1126,터크스케이커스제도,2000,-
1127,미국령버진아일랜드,2000,-
1128,우루과이,2000,36.2
1129,알바니아,2000,6.1
1130,안도라,2000,2.2
1131,오스트리아,2000,311.2
1132,벨라루스,2000,26.1
1133,벨기에,2000,365.7
1134,보스니아-헤르체고비나,2000,10.7
1135,불가리아,2000,30.4
1136,크로아티아,2000,39.7
1137,체코,2000,126.3
1138,덴마크,2000,262.9
1139,에스토니아,2000,13.9
1140,페로제도,2000,-
1141,핀란드,2000,196.1
1142,프랑스,2000,2046.5
1143,독일,2000,2835.5
1144,그리스,2000,201.4
1145,헝가리,2000,91.6
1146,아이슬란드,2000,11.9
1147,아일랜드,2000,159.5
1148,맨섬,2000,3.5
1149,이탈리아,2000,1842.1
1150,코소보,2000,-
1151,라트비아,2000,15.9
1152,리히텐슈타인,2000,-
1153,리투아니아,2000,22.5
1154,룩셈부르크,2000,40.4
1155,북마케도니아,2000,6.7
1156,몰타,2000,6.7
1157,몰도바,2000,3.9
1158,모나코,2000,3.9
1159,네덜란드,2000,644.3
1160,노르웨이,2000,304.7
1161,폴란드,2000,281
1162,포르투갈,2000,193.4
1163,루마니아,2000,102.5
1164,러시아,2000,780.4
1165,산마리노,2000,1.5
1166,슬로바키아,2000,48
1167,슬로베니아,2000,32.3
1168,스페인,2000,971.1
1169,스웨덴,2000,364.8
1170,스위스,2000,529.8
1171,우크라이나,2000,69.8
1172,영국,2000,2292
1173,몬테네그로,2000,2.7
1174,세르비아,2000,24
1175,알제리,2000,109.8
1176,앙골라,2000,31.3
1177,베냉,2000,6.2
1178,보츠와나,2000,8.5
1179,부르키나파소,2000,5.1
1180,부룬디,2000,2
1181,카메룬,2000,17.2
1182,카보베르데,2000,0.9
1183,중앙아프리카공화국,2000,1.7
1184,차드,2000,3.1
1185,코모로,2000,0.6
1186,콩고,2000,6.5
1187,콩고민주공화국,2000,16.5
1188,코트디부아르,2000,30.4
1189,지부티,2000,-
1190,이집트,2000,179.7
1191,적도기니,2000,2.7
1192,에리트레아,2000,1.9
1193,에티오피아,2000,17.4
1194,가봉,2000,9.7
1195,감비아,2000,1
1196,가나,2000,20.1
1197,기니,2000,5.2
1198,기니비사우,2000,0.7
1199,케냐,2000,36.6
1200,레소토,2000,1.5
1201,라이베리아,2000,2.2
1202,리비아,2000,57.6
1203,마다가스카르,2000,7.7
1204,말라위,2000,4.7
1205,말리,2000,6.3
1206,모리타니,2000,3.4
1207,모리셔스,2000,6.7
1208,모로코,2000,56.2
1209,모잠비크,2000,5.2
1210,나미비아,2000,5.6
1211,니제르,2000,4.5
1212,나이지리아,2000,179.7
1213,르완다,2000,2.7
1214,상투메프린시페,2000,0.1
1215,세네갈,2000,10.5
1216,세이셸,2000,0.9
1217,시에라리온,2000,1.8
1218,소말리아,2000,2.7
1219,남아프리카공화국,2000,221.7
1220,남수단,2000,-
1221,수단,2000,37.6
1222,에스와티니,2000,2.5
1223,탄자니아,2000,18.5
1224,토고,2000,3.5
1225,튀니지,2000,28
1226,우간다,2000,12.2
1227,잠비아,2000,8.1
1228,짐바브웨,2000,19.8
1229,미국령사모아,2000,-
1230,오스트레일리아,2000,872.6
1231,피지,2000,3.3
1232,프랑스령폴리네시아,2000,5.4
1233,괌,2000,-
1234,키리바시,2000,0.1
1235,마셜제도,2000,0.2
1236,미크로네시아,2000,0.3
1237,나우루,2000,0
1238,뉴칼레도니아,2000,-
1239,뉴질랜드,2000,119
1240,북마리아나제도,2000,-
1241,팔라우,2000,0.2
1242,파푸아뉴기니,2000,11
1243,사모아,2000,0.5
1244,솔로몬제도,2000,0.8
1245,통가,2000,0.4
1246,투발루,2000,0
1247,바누아투,2000,0.5
1248,대한민국,2001,567.6
1249,아프가니스탄,2001,5.6
1250,아르메니아,2001,4.3
1251,아제르바이잔,2001,13.1
1252,바레인,2001,15.8
1253,방글라데시,2001,87.7
1254,부탄,2001,0.8
1255,브루나이,2001,11.7
1256,캄보디아,2001,6.4
1257,중국,2001,3001
1258,키프로스,2001,16.1
1259,동티모르,2001,1
1260,조지아,2001,6.7
1261,홍콩,2001,180.5
1262,인도,2001,839.2
1263,인도네시아,2001,409.4
1264,이란,2001,263.6
1265,이라크,2001,103.7
1266,이스라엘,2001,185
1267,일본,2001,4002.1
1268,요르단,2001,19.3
1269,카자흐스탄,2001,75.1
1270,쿠웨이트,2001,61.4
1271,키르기스스탄,2001,3.7
1272,라오스,2001,5.3
1273,레바논,2001,26.8
1274,마카오,2001,14.1
1275,말레이시아,2001,149
1276,몰디브,2001,1.9
1277,몽골,2001,3.9
1278,미얀마,2001,15.1
1279,네팔,2001,14.1
1280,오만,2001,48.9
1281,파키스탄,2001,168.5
1282,필리핀,2001,147.2
1283,카타르,2001,35
1284,사우디아라비아,2001,364.8
1285,싱가포르,2001,139
1286,스리랑카,2001,37.2
1287,시리아,2001,21
1288,타지키스탄,2001,3
1289,태국,2001,229.1
1290,튀르키예,2001,390
1291,투르크메니스탄,2001,10.8
1292,아랍에미리트,2001,203.2
1293,우즈베키스탄,2001,32.8
1294,베트남,2001,99.3
1295,예멘,2001,43.1
1296,버뮤다,2001,7.2
1297,캐나다,2001,1185
1298,그린란드,2001,1.8
1299,멕시코,2001,940.8
1300,미국,2001,13848.8
1301,앤티가바부다,2001,1.1
1302,아르헨티나,2001,378.2
1303,아루바,2001,2.9
1304,바하마,2001,10.8
1305,바베이도스,2001,4.3
1306,벨리즈,2001,1.4
1307,볼리비아,2001,17.6
1308,브라질,2001,1202.9
1309,케이맨제도,2001,-
1310,칠레,2001,135.4
1311,콜롬비아,2001,159.7
1312,코스타리카,2001,31.5
1313,쿠바,2001,47.1
1314,도미니카연방,2001,0.4
1315,도미니카공화국,2001,36.5
1316,에콰도르,2001,52.3
1317,엘살바도르,2001,17.8
1318,그레나다,2001,0.7
1319,과테말라,2001,37.9
1320,가이아나,2001,2.9
1321,아이티,2001,11.1
1322,온두라스,2001,12.1
1323,자메이카,2001,13
1324,니카라과,2001,7.5
1325,파나마,2001,21.2
1326,파라과이,2001,20.6
1327,페루,2001,87.9
1328,푸에르토리코,2001,105.9
1329,세인트키츠네비스,2001,0.7
1330,세인트루시아,2001,1.4
1331,세인트빈센트그레나딘,2001,0.6
1332,수리남,2001,3
1333,트리니다드토바고,2001,13.8
1334,터크스케이커스제도,2001,-
1335,미국령버진아일랜드,2001,-
1336,우루과이,2001,34.8
1337,알바니아,2001,6.6
1338,안도라,2001,2.4
1339,오스트리아,2001,315.1
1340,벨라루스,2001,27.3
1341,벨기에,2001,369.7
1342,보스니아-헤르체고비나,2001,10.9
1343,불가리아,2001,31.6
1344,크로아티아,2001,40.9
1345,체코,2001,130.1
1346,덴마크,2001,265.1
1347,에스토니아,2001,14.7
1348,페로제도,2001,-
1349,핀란드,2001,201.2
1350,프랑스,2001,2087.1
1351,독일,2001,2883.2
1352,그리스,2001,209.8
1353,헝가리,2001,95.3
1354,아이슬란드,2001,12.3
1355,아일랜드,2001,168
1356,맨섬,2001,3.7
1357,이탈리아,2001,1878.1
1358,코소보,2001,-
1359,라트비아,2001,16.9
1360,리히텐슈타인,2001,-
1361,리투아니아,2001,23.9
1362,룩셈부르크,2001,41.6
1363,북마케도니아,2001,6.4
1364,몰타,2001,6.6
1365,몰도바,2001,4.2
1366,모나코,2001,4
1367,네덜란드,2001,659.3
1368,노르웨이,2001,311
1369,폴란드,2001,284.5
1370,포르투갈,2001,197.2
1371,루마니아,2001,107.9
1372,러시아,2001,820.2
1373,산마리노,2001,1.6
1374,슬로바키아,2001,49.6
1375,슬로베니아,2001,33.3
1376,스페인,2001,1009.3
1377,스웨덴,2001,370.1
1378,스위스,2001,538.2
1379,우크라이나,2001,76
1380,영국,2001,2351.1
1381,몬테네그로,2001,2.7
1382,세르비아,2001,25.7
1383,알제리,2001,113.1
1384,앙골라,2001,32.6
1385,베냉,2001,6.6
1386,보츠와나,2001,8.5
1387,부르키나파소,2001,5.4
1388,부룬디,2001,2
1389,카메룬,2001,17.9
1390,카보베르데,2001,0.9
1391,중앙아프리카공화국,2001,1.8
1392,차드,2001,3.5
1393,코모로,2001,0.7
1394,콩고,2001,6.7
1395,콩고민주공화국,2001,16.2
1396,코트디부아르,2001,29.8
1397,지부티,2001,-
1398,이집트,2001,186
1399,적도기니,2001,4.4
1400,에리트레아,2001,2.1
1401,에티오피아,2001,18.8
1402,가봉,2001,9.9
1403,감비아,2001,1
1404,가나,2001,20.9
1405,기니,2001,5.4
1406,기니비사우,2001,0.7
1407,케냐,2001,38
1408,레소토,2001,1.5
1409,라이베리아,2001,2.3
1410,리비아,2001,56.6
1411,마다가스카르,2001,8.1
1412,말라위,2001,4.5
1413,말리,2001,7.2
1414,모리타니,2001,3.4
1415,모리셔스,2001,7
1416,모로코,2001,60.5
1417,모잠비크,2001,5.9
1418,나미비아,2001,5.7
1419,니제르,2001,4.9
1420,나이지리아,2001,190.3
1421,르완다,2001,3
1422,상투메프린시페,2001,0.1
1423,세네갈,2001,10.9
1424,세이셸,2001,0.9
1425,시에라리온,2001,1.7
1426,소말리아,2001,2.9
1427,남아프리카공화국,2001,227.7
1428,남수단,2001,-
1429,수단,2001,40.1
1430,에스와티니,2001,2.5
1431,탄자니아,2001,19.6
1432,토고,2001,3.5
1433,튀니지,2001,29
1434,우간다,2001,12.9
1435,잠비아,2001,8.5
1436,짐바브웨,2001,20.1
1437,미국령사모아,2001,-
1438,오스트레일리아,2001,890.3
1439,피지,2001,3.4
1440,프랑스령폴리네시아,2001,5.4
1441,괌,2001,-
1442,키리바시,2001,0.1
1443,마셜제도,2001,0.2
1444,미크로네시아,2001,0.3
1445,나우루,2001,0
1446,뉴칼레도니아,2001,-
1447,뉴질랜드,2001,123.1
1448,북마리아나제도,2001,-
1449,팔라우,2001,0.2
1450,파푸아뉴기니,2001,11
1451,사모아,2001,0.6
1452,솔로몬제도,2001,0.7
1453,통가,2001,0.4
1454,투발루,2001,0
1455,바누아투,2001,0.5
1456,대한민국,2002,649.9
1457,아프가니스탄,2002,7.2
1458,아르메니아,2002,4.9
1459,아제르바이잔,2002,14.3
1460,바레인,2002,16.3
1461,방글라데시,2002,91.1
1462,부탄,2002,0.9
1463,브루나이,2002,12.1
1464,캄보디아,2002,6.8
1465,중국,2002,3275.1
1466,키프로스,2002,16.8
1467,동티모르,2002,0.9
1468,조지아,2002,7
1469,홍콩,2002,183.5
1470,인도,2002,871.1
1471,인도네시아,2002,427.8
1472,이란,2002,284.9
1473,이라크,2002,95.2
1474,이스라엘,2002,184.8
1475,일본,2002,4003.8
1476,요르단,2002,20.5
1477,카자흐스탄,2002,82.5
1478,쿠웨이트,2002,63.2
1479,키르기스스탄,2002,3.7
1480,라오스,2002,5.6
1481,레바논,2002,27.7
1482,마카오,2002,15.3
1483,말레이시아,2002,157.1
1484,몰디브,2002,2
1485,몽골,2002,4.1
1486,미얀마,2002,16.9
1487,네팔,2002,14.1
1488,오만,2002,48.3
1489,파키스탄,2002,172.9
1490,필리핀,2002,152.6
1491,카타르,2002,37.5
1492,사우디아라비아,2002,354.5
1493,싱가포르,2002,144.5
1494,스리랑카,2002,38.7
1495,시리아,2002,21.8
1496,타지키스탄,2002,3.3
1497,태국,2002,243.2
1498,튀르키예,2002,415.2
1499,투르크메니스탄,2002,10.8
1500,아랍에미리트,2002,208.2
1501,우즈베키스탄,2002,34.1
1502,베트남,2002,105.6
1503,예멘,2002,44.8
1504,버뮤다,2002,7.1
1505,캐나다,2002,1220.6
1506,그린란드,2002,1.8
1507,멕시코,2002,938.5
1508,미국,2002,14084.2
1509,앤티가바부다,2002,1.2
1510,아르헨티나,2002,337
1511,아루바,2002,2.8
1512,바하마,2002,11.1
1513,바베이도스,2002,4.3
1514,벨리즈,2002,1.5
1515,볼리비아,2002,18.1
1516,브라질,2002,1239.6
1517,케이맨제도,2002,-
1518,칠레,2002,139.7
1519,콜롬비아,2002,163.6
1520,코스타리카,2002,32.6
1521,쿠바,2002,47.8
1522,도미니카연방,2002,0.4
1523,도미니카공화국,2002,38.2
1524,에콰도르,2002,54.9
1525,엘살바도르,2002,18.1
1526,그레나다,2002,0.7
1527,과테말라,2002,39.4
1528,가이아나,2002,3
1529,아이티,2002,11.2
1530,온두라스,2002,12.5
1531,자메이카,2002,13.3
1532,니카라과,2002,7.6
1533,파나마,2002,21.7
1534,파라과이,2002,20.6
1535,페루,2002,92.7
1536,푸에르토리코,2002,106.8
1537,세인트키츠네비스,2002,0.7
1538,세인트루시아,2002,1.4
1539,세인트빈센트그레나딘,2002,0.6
1540,수리남,2002,3.1
1541,트리니다드토바고,2002,14.9
1542,터크스케이커스제도,2002,-
1543,미국령버진아일랜드,2002,4.7
1544,우루과이,2002,32.2
1545,알바니아,2002,6.9
1546,안도라,2002,2.5
1547,오스트리아,2002,320.3
1548,벨라루스,2002,28.7
1549,벨기에,2002,376
1550,보스니아-헤르체고비나,2002,11.5
1551,불가리아,2002,33.4
1552,크로아티아,2002,43.3
1553,체코,2002,132.2
1554,덴마크,2002,266.3
1555,에스토니아,2002,15.7
1556,페로제도,2002,-
1557,핀란드,2002,204.7
1558,프랑스,2002,2110.8
1559,독일,2002,2877.5
1560,그리스,2002,218
1561,헝가리,2002,99.8
1562,아이슬란드,2002,12.4
1563,아일랜드,2002,177.9
1564,맨섬,2002,3.9
1565,이탈리아,2002,1882.8
1566,코소보,2002,-
1567,라트비아,2002,18.1
1568,리히텐슈타인,2002,-
1569,리투아니아,2002,25.6
1570,룩셈부르크,2002,43
1571,북마케도니아,2002,6.5
1572,몰타,2002,6.8
1573,몰도바,2002,4.5
1574,모나코,2002,4
1575,네덜란드,2002,660.7
1576,노르웨이,2002,315.3
1577,폴란드,2002,290.3
1578,포르투갈,2002,198.7
1579,루마니아,2002,114
1580,러시아,2002,858.8
1581,산마리노,2002,1.6
1582,슬로바키아,2002,51.8
1583,슬로베니아,2002,34.5
1584,스페인,2002,1036.9
1585,스웨덴,2002,378.2
1586,스위스,2002,537.8
1587,우크라이나,2002,80
1588,영국,2002,2393.2
1589,몬테네그로,2002,2.8
1590,세르비아,2002,27.3
1591,알제리,2002,119.2
1592,앙골라,2002,37.1
1593,베냉,2002,6.9
1594,보츠와나,2002,9
1595,부르키나파소,2002,5.7
1596,부룬디,2002,2.1
1597,카메룬,2002,18.7
1598,카보베르데,2002,1
1599,중앙아프리카공화국,2002,1.8
1600,차드,2002,3.8
1601,코모로,2002,0.7
1602,콩고,2002,7
1603,콩고민주공화국,2002,16.7
1604,코트디부아르,2002,28.9
1605,지부티,2002,-
1606,이집트,2002,190.5
1607,적도기니,2002,5.3
1608,에리트레아,2002,2.1
1609,에티오피아,2002,19.1
1610,가봉,2002,9.9
1611,감비아,2002,1
1612,가나,2002,21.8
1613,기니,2002,5.6
1614,기니비사우,2002,0.8
1615,케냐,2002,38.2
1616,레소토,2002,1.5
1617,라이베리아,2002,2.4
1618,리비아,2002,56
1619,마다가스카르,2002,7.1
1620,말라위,2002,4.6
1621,말리,2002,7.4
1622,모리타니,2002,3.4
1623,모리셔스,2002,7.1
1624,모로코,2002,62.8
1625,모잠비크,2002,6.4
1626,나미비아,2002,5.9
1627,니제르,2002,5.1
1628,나이지리아,2002,219.5
1629,르완다,2002,3.4
1630,상투메프린시페,2002,0.1
1631,세네갈,2002,10.9
1632,세이셸,2002,0.9
1633,시에라리온,2002,2.2
1634,소말리아,2002,3.1
1635,남아프리카공화국,2002,236.1
1636,남수단,2002,-
1637,수단,2002,42.5
1638,에스와티니,2002,2.6
1639,탄자니아,2002,21
1640,토고,2002,3.7
1641,튀니지,2002,29.4
1642,우간다,2002,14
1643,잠비아,2002,8.9
1644,짐바브웨,2002,18.3
1645,미국령사모아,2002,0.7
1646,오스트레일리아,2002,925.7
1647,피지,2002,3.5
1648,프랑스령폴리네시아,2002,5.4
1649,괌,2002,4.8
1650,키리바시,2002,0.1
1651,마셜제도,2002,0.2
1652,미크로네시아,2002,0.3
1653,나우루,2002,0
1654,뉴칼레도니아,2002,-
1655,뉴질랜드,2002,128.9
1656,북마리아나제도,2002,1.6
1657,팔라우,2002,0.3
1658,파푸아뉴기니,2002,11
1659,사모아,2002,0.6
1660,솔로몬제도,2002,0.7
1661,통가,2002,0.4
1662,투발루,2002,0
1663,바누아투,2002,0.5
1664,대한민국,2003,728.4
1665,아프가니스탄,2003,7.9
1666,아르메니아,2003,5.6
1667,아제르바이잔,2003,15.8
1668,바레인,2003,17.4
1669,방글라데시,2003,95.4
1670,부탄,2003,1
1671,브루나이,2003,12.5
1672,캄보디아,2003,7.4
1673,중국,2003,3603.9
1674,키프로스,2003,17.2
1675,동티모르,2003,0.9
1676,조지아,2003,7.8
1677,홍콩,2003,189.1
1678,인도,2003,939.5
1679,인도네시아,2003,448.3
1680,이란,2003,309.5
1681,이라크,2003,60.3
1682,이스라엘,2003,187.4
1683,일본,2003,4065.3
1684,요르단,2003,21.3
1685,카자흐스탄,2003,90.1
1686,쿠웨이트,2003,74.2
1687,키르기스스탄,2003,4
1688,라오스,2003,5.9
1689,레바논,2003,28.6
1690,마카오,2003,17.1
1691,말레이시아,2003,166.2
1692,몰디브,2003,2.3
1693,몽골,2003,4.4
1694,미얀마,2003,19.2
1695,네팔,2003,14.7
1696,오만,2003,47
1697,파키스탄,2003,182.2
1698,필리핀,2003,160.4
1699,카타르,2003,38.9
1700,사우디아라비아,2003,394.4
1701,싱가포르,2003,151.1
1702,스리랑카,2003,41
1703,시리아,2003,23.4
1704,타지키스탄,2003,3.6
1705,태국,2003,260.7
1706,튀르키예,2003,439.1
1707,투르크메니스탄,2003,11.2
1708,아랍에미리트,2003,226.5
1709,우즈베키스탄,2003,35.5
1710,베트남,2003,112.9
1711,예멘,2003,46.4
1712,버뮤다,2003,7.4
1713,캐나다,2003,1242.6
1714,그린란드,2003,1.9
1715,멕시코,2003,949.7
1716,미국,2003,14478
1717,앤티가바부다,2003,1.2
1718,아르헨티나,2003,366.8
1719,아루바,2003,2.9
1720,바하마,2003,10.9
1721,바베이도스,2003,4.4
1722,벨리즈,2003,1.7
1723,볼리비아,2003,18.6
1724,브라질,2003,1253.8
1725,케이맨제도,2003,-
1726,칠레,2003,146.3
1727,콜롬비아,2003,170.1
1728,코스타리카,2003,34
1729,쿠바,2003,49.6
1730,도미니카연방,2003,0.4
1731,도미니카공화국,2003,37.7
1732,에콰도르,2003,56.4
1733,엘살바도르,2003,18.3
1734,그레나다,2003,0.8
1735,과테말라,2003,40.4
1736,가이아나,2003,3
1737,아이티,2003,11.6
1738,온두라스,2003,13.1
1739,자메이카,2003,13.8
1740,니카라과,2003,7.8
1741,파나마,2003,22.6
1742,파라과이,2003,21.5
1743,페루,2003,96.6
1744,푸에르토리코,2003,106.9
1745,세인트키츠네비스,2003,0.7
1746,세인트루시아,2003,1.5
1747,세인트빈센트그레나딘,2003,0.7
1748,수리남,2003,3.3
1749,트리니다드토바고,2003,17
1750,터크스케이커스제도,2003,-
1751,미국령버진아일랜드,2003,4.7
1752,우루과이,2003,32.4
1753,알바니아,2003,7.2
1754,안도라,2003,2.8
1755,오스트리아,2003,323.4
1756,벨라루스,2003,30.8
1757,벨기에,2003,379.9
1758,보스니아-헤르체고비나,2003,11.9
1759,불가리아,2003,35.2
1760,크로아티아,2003,45.7
1761,체코,2003,136.9
1762,덴마크,2003,267.4
1763,에스토니아,2003,16.9
1764,페로제도,2003,-
1765,핀란드,2003,208.8
1766,프랑스,2003,2128.2
1767,독일,2003,2857.3
1768,그리스,2003,230.6
1769,헝가리,2003,103.9
1770,아이슬란드,2003,12.7
1771,아일랜드,2003,183.3
1772,맨섬,2003,4.2
1773,이탈리아,2003,1885.5
1774,코소보,2003,-
1775,라트비아,2003,19.7
1776,리히텐슈타인,2003,-
1777,리투아니아,2003,28.3
1778,룩셈부르크,2003,44.1
1779,북마케도니아,2003,6.7
1780,몰타,2003,7.1
1781,몰도바,2003,4.8
1782,모나코,2003,4.1
1783,네덜란드,2003,661.8
1784,노르웨이,2003,318.3
1785,폴란드,2003,300.5
1786,포르투갈,2003,196.8
1787,루마니아,2003,116.7
1788,러시아,2003,921.5
1789,산마리노,2003,1.6
1790,슬로바키아,2003,54.7
1791,슬로베니아,2003,35.5
1792,스페인,2003,1067.8
1793,스웨덴,2003,387
1794,스위스,2003,537.6
1795,우크라이나,2003,87.7
1796,영국,2003,2468.5
1797,몬테네그로,2003,2.8
1798,세르비아,2003,28.5
1799,알제리,2003,127
1800,앙골라,2003,38.2
1801,베냉,2003,7.1
1802,보츠와나,2003,9.4
1803,부르키나파소,2003,6.1
1804,부룬디,2003,2.1
1805,카메룬,2003,19.7
1806,카보베르데,2003,1
1807,중앙아프리카공화국,2003,1.7
1808,차드,2003,4.4
1809,코모로,2003,0.7
1810,콩고,2003,7.1
1811,콩고민주공화국,2003,17.6
1812,코트디부아르,2003,27.6
1813,지부티,2003,-
1814,이집트,2003,196.6
1815,적도기니,2003,6
1816,에리트레아,2003,2.1
1817,에티오피아,2003,18.7
1818,가봉,2003,10.1
1819,감비아,2003,1.1
1820,가나,2003,22.9
1821,기니,2003,5.7
1822,기니비사우,2003,0.8
1823,케냐,2003,39.3
1824,레소토,2003,1.6
1825,라이베리아,2003,1.6
1826,리비아,2003,63.3
1827,마다가스카르,2003,7.8
1828,말라위,2003,4.8
1829,말리,2003,8.1
1830,모리타니,2003,3.7
1831,모리셔스,2003,7.5
1832,모로코,2003,66.6
1833,모잠비크,2003,6.9
1834,나미비아,2003,6.2
1835,니제르,2003,5.2
1836,나이지리아,2003,235.6
1837,르완다,2003,3.4
1838,상투메프린시페,2003,0.2
1839,세네갈,2003,11.5
1840,세이셸,2003,0.9
1841,시에라리온,2003,2.4
1842,소말리아,2003,3.4
1843,남아프리카공화국,2003,243.1
1844,남수단,2003,-
1845,수단,2003,45.1
1846,에스와티니,2003,2.7
1847,탄자니아,2003,22.4
1848,토고,2003,3.9
1849,튀니지,2003,30.8
1850,우간다,2003,14.9
1851,잠비아,2003,9.5
1852,짐바브웨,2003,15.2
1853,미국령사모아,2003,0.8
1854,오스트레일리아,2003,954.3
1855,피지,2003,3.5
1856,프랑스령폴리네시아,2003,5.6
1857,괌,2003,4.8
1858,키리바시,2003,0.1
1859,마셜제도,2003,0.2
1860,미크로네시아,2003,0.3
1861,나우루,2003,0
1862,뉴칼레도니아,2003,-
1863,뉴질랜드,2003,135
1864,북마리아나제도,2003,1.6
1865,팔라우,2003,0.3
1866,파푸아뉴기니,2003,11.2
1867,사모아,2003,0.6
1868,솔로몬제도,2003,0.7
1869,통가,2003,0.4
1870,투발루,2003,0
1871,바누아투,2003,0.5
1872,대한민국,2004,823.7
1873,아프가니스탄,2004,8
1874,아르메니아,2004,6.2
1875,아제르바이잔,2004,17.3
1876,바레인,2004,18.6
1877,방글라데시,2004,100.4
1878,부탄,2004,1
1879,브루나이,2004,12.5
1880,캄보디아,2004,8.2
1881,중국,2004,3968.4
1882,키프로스,2004,18.1
1883,동티모르,2004,0.9
1884,조지아,2004,8.3
1885,홍콩,2004,205.6
1886,인도,2004,1014
1887,인도네시아,2004,470.8
1888,이란,2004,322.9
1889,이라크,2004,92.5
1890,이스라엘,2004,196.3
