,국가별,연도,value
2801,체코,2008,177
2802,덴마크,2008,293.1
2803,에스토니아,2008,22.2
2804,페로제도,2008,2.2
2805,핀란드,2008,246.3
2806,프랑스,2008,2340.5
2807,독일,2008,3143
2808,그리스,2008,265.1
2809,헝가리,2008,119.8
2810,아이슬란드,2008,17.1
2811,아일랜드,2008,218.5
2812,맨섬,2008,5.6
2813,이탈리아,2008,1972.5
2814,코소보,2008,4.6
2815,라트비아,2008,28.1
2816,리히텐슈타인,2008,-
2817,리투아니아,2008,39.7
2818,룩셈부르크,2008,53.8
2819,북마케도니아,2008,8.7
2820,몰타,2008,8.2
2821,몰도바,2008,6.5
2822,모나코,2008,5.2
2823,네덜란드,2008,755.5
2824,노르웨이,2008,360.2
2825,폴란드,2008,386.6
2826,포르투갈,2008,211
2827,루마니아,2008,170.8
2828,러시아,2008,1298.1
2829,산마리노,2008,1.9
2830,슬로바키아,2008,77.9
2831,슬로베니아,2008,45.1
2832,스페인,2008,1241.9
2833,스웨덴,2008,447.6
2834,스위스,2008,630.8
2835,우크라이나,2008,120.2
2836,영국,2008,2723.2
2837,몬테네그로,2008,3.8
2838,세르비아,2008,38.7
2839,알제리,2008,152.1
2840,앙골라,2008,68.9
2841,베냉,2008,8.7
2842,보츠와나,2008,12
2843,부르키나파소,2008,8.1
2844,부룬디,2008,2.5
2845,카메룬,2008,24.1
2846,카보베르데,2008,1.6
2847,중앙아프리카공화국,2008,2.1
2848,차드,2008,7.3
2849,코모로,2008,0.8
2850,콩고,2008,8.5
2851,콩고민주공화국,2008,23.7
2852,코트디부아르,2008,31.3
2853,지부티,2008,-
2854,이집트,2008,262.1
2855,적도기니,2008,14.2
2856,에리트레아,2008,2
2857,에티오피아,2008,32.4
2858,가봉,2008,10.4
2859,감비아,2008,1.2
2860,가나,2008,31.1
2861,기니,2008,6.8
2862,기니비사우,2008,0.9
2863,케냐,2008,49.9
2864,레소토,2008,1.9
2865,라이베리아,2008,2.3
2866,리비아,2008,83.6
2867,마다가스카르,2008,10.3
2868,말라위,2008,6.5
2869,말리,2008,10
2870,모리타니,2008,4.8
2871,모리셔스,2008,9.3
2872,모로코,2008,84.7
2873,모잠비크,2008,10.1
2874,나미비아,2008,8.3
2875,니제르,2008,6.6
2876,나이지리아,2008,330.7
2877,르완다,2008,5.3
2878,상투메프린시페,2008,0.2
2879,세네갈,2008,13.7
2880,세이셸,2008,1.1
2881,시에라리온,2008,3.1
2882,소말리아,2008,4.7
2883,남아프리카공화국,2008,307.2
2884,남수단,2008,20.2
2885,수단,2008,58.6
2886,에스와티니,2008,3.3
2887,탄자니아,2008,31.1
2888,토고,2008,3.9
2889,튀니지,2008,39.6
2890,우간다,2008,22.1
2891,잠비아,2008,13.7
2892,짐바브웨,2008,10.4
2893,미국령사모아,2008,0.7
2894,오스트레일리아,2008,1133.3
2895,피지,2008,3.8
2896,프랑스령폴리네시아,2008,5.8
2897,괌,2008,5.3
2898,키리바시,2008,0.1
2899,마셜제도,2008,0.2
2900,미크로네시아,2008,0.3
2901,나우루,2008,0.1
2902,뉴칼레도니아,2008,-
2903,뉴질랜드,2008,151.9
2904,북마리아나제도,2008,1.1
2905,팔라우,2008,0.3
2906,파푸아뉴기니,2008,13.9
2907,사모아,2008,0.7
2908,솔로몬제도,2008,1
2909,통가,2008,0.4
2910,투발루,2008,0
2911,바누아투,2008,0.6
2912,대한민국,2009,983.5
2913,아프가니스탄,2009,13.4
2914,아르메니아,2009,8.3
2915,아제르바이잔,2009,45
2916,바레인,2009,24.9
2917,방글라데시,2009,136
2918,부탄,2009,1.5
2919,브루나이,2009,12.7
2920,캄보디아,2009,12
2921,중국,2009,6827.9
2922,키프로스,2009,21.2
2923,동티모르,2009,1.2
2924,조지아,2009,11
2925,홍콩,2009,250.6
2926,인도,2009,1415.6
2927,인도네시아,2009,619.3
2928,이란,2009,383.2
2929,이라크,2009,113.3
2930,이스라엘,2009,238.4
2931,일본,2009,4052.8
2932,요르단,2009,33
2933,카자흐스탄,2009,136.6
2934,쿠웨이트,2009,98.2
2935,키르기스스탄,2009,5.3
2936,라오스,2009,9.1
2937,레바논,2009,41.8
2938,마카오,2009,31.8
2939,말레이시아,2009,216.6
2940,몰디브,2009,2.9
2941,몽골,2009,6.7
2942,미얀마,2009,38.2
2943,네팔,2009,18.8
2944,오만,2009,61.7
2945,파키스탄,2009,246.7
2946,필리핀,2009,213
2947,카타르,2009,97.8
2948,사우디아라비아,2009,489.7
2949,싱가포르,2009,216.1
2950,스리랑카,2009,57.9
2951,시리아,2009,32.6
2952,타지키스탄,2009,5.5
2953,태국,2009,322.7
2954,튀르키예,2009,566.4
2955,투르크메니스탄,2009,19.9
2956,아랍에미리트,2009,288.3
2957,우즈베키스탄,2009,56.6
2958,베트남,2009,166.6
2959,예멘,2009,58.5
2960,버뮤다,2009,7.7
2961,캐나다,2009,1357.9
2962,그린란드,2009,2.4
2963,멕시코,2009,1016.3
2964,미국,2009,15910.3
2965,앤티가바부다,2009,1.5
2966,아르헨티나,2009,501.9
2967,아루바,2009,2.9
2968,바하마,2009,11.1
2969,바베이도스,2009,4.8
2970,벨리즈,2009,1.9
2971,볼리비아,2009,24.3
2972,브라질,2009,1583.9
2973,케이맨제도,2009,4.4
2974,칠레,2009,189.1
2975,콜롬비아,2009,223.4
2976,코스타리카,2009,44.5
2977,쿠바,2009,74.1
2978,도미니카연방,2009,0.5
2979,도미니카공화국,2009,51.7
2980,에콰도르,2009,72.8
2981,엘살바도르,2009,20.2
2982,그레나다,2009,0.9
2983,과테말라,2009,50
2984,가이아나,2009,3.5
2985,아이티,2009,13.7
2986,온두라스,2009,17
2987,자메이카,2009,13.9
2988,니카라과,2009,9.4
2989,파나마,2009,35.2
2990,파라과이,2009,26.8
2991,페루,2009,138.7
2992,푸에르토리코,2009,106.8
2993,세인트키츠네비스,2009,0.8
2994,세인트루시아,2009,1.7
2995,세인트빈센트그레나딘,2009,0.8
2996,수리남,2009,4.5
2997,트리니다드토바고,2009,22.9
2998,터크스케이커스제도,2009,-
2999,미국령버진아일랜드,2009,5.1
3000,우루과이,2009,45.3
3001,알바니아,2009,10
3002,안도라,2009,3
3003,오스트리아,2009,355.9
3004,벨라루스,2009,49.5
3005,벨기에,2009,421.3
3006,보스니아-헤르체고비나,2009,15
3007,불가리아,2009,46.9
3008,크로아티아,2009,51.9
3009,체코,2009,168.8
3010,덴마크,2009,278.7
3011,에스토니아,2009,19
3012,페로제도,2009,2.1
3013,핀란드,2009,226.4
3014,프랑스,2009,2273.3
3015,독일,2009,2964.1
3016,그리스,2009,253.7
3017,헝가리,2009,111.9
3018,아이슬란드,2009,15.8
3019,아일랜드,2009,207.4
3020,맨섬,2009,5.7
3021,이탈리아,2009,1868.3
3022,코소보,2009,4.8
3023,라트비아,2009,24.1
3024,리히텐슈타인,2009,-
3025,리투아니아,2009,33.8
3026,룩셈부르크,2009,52.1
3027,북마케도니아,2009,8.6
3028,몰타,2009,8.1
3029,몰도바,2009,6.1
3030,모나코,2009,4.6
3031,네덜란드,2009,727.8
3032,노르웨이,2009,353.2
3033,폴란드,2009,397.5
3034,포르투갈,2009,204.4
3035,루마니아,2009,161.3
3036,러시아,2009,1196.8
3037,산마리노,2009,1.7
3038,슬로바키아,2009,73.7
3039,슬로베니아,2009,41.7
3040,스페인,2009,1195.2
3041,스웨덴,2009,428.1
3042,스위스,2009,616.3
3043,우크라이나,2009,102
3044,영국,2009,2597.5
3045,몬테네그로,2009,3.6
3046,세르비아,2009,37.7
3047,알제리,2009,153.9
3048,앙골라,2009,69.5
3049,베냉,2009,8.9
3050,보츠와나,2009,10.3
3051,부르키나파소,2009,8.4
3052,부룬디,2009,2.6
3053,카메룬,2009,24.7
3054,카보베르데,2009,1.6
3055,중앙아프리카공화국,2009,2.2
3056,차드,2009,7.6
3057,코모로,2009,0.8
3058,콩고,2009,9.5
3059,콩고민주공화국,2009,24.4
3060,코트디부아르,2009,32.4
3061,지부티,2009,-
3062,이집트,2009,274.3
3063,적도기니,2009,14.3
3064,에리트레아,2009,2
3065,에티오피아,2009,35.3
3066,가봉,2009,10.4
3067,감비아,2009,1.3
3068,가나,2009,32.6
3069,기니,2009,6.7
3070,기니비사우,2009,0.9
3071,케냐,2009,51.6
3072,레소토,2009,1.9
3073,라이베리아,2009,2.4
3074,리비아,2009,79.9
3075,마다가스카르,2009,9.9
3076,말라위,2009,7
3077,말리,2009,10.5
3078,모리타니,2009,4.8
3079,모리셔스,2009,9.6
3080,모로코,2009,87.9
3081,모잠비크,2009,10.7
3082,나미비아,2009,8.3
3083,니제르,2009,6.7
3084,나이지리아,2009,357.3
3085,르완다,2009,5.6
3086,상투메프린시페,2009,0.2
3087,세네갈,2009,14.1
3088,세이셸,2009,1.1
3089,시에라리온,2009,3.2
3090,소말리아,2009,5
3091,남아프리카공화국,2009,302.5
3092,남수단,2009,21.2
3093,수단,2009,57
3094,에스와티니,2009,3.4
3095,탄자니아,2009,32.8
3096,토고,2009,4.1
3097,튀니지,2009,40.8
3098,우간다,2009,23.6
3099,잠비아,2009,15
3100,짐바브웨,2009,11.6
3101,미국령사모아,2009,0.7
3102,오스트레일리아,2009,1154.8
3103,피지,2009,3.8
3104,프랑스령폴리네시아,2009,5.5
3105,괌,2009,5.3
3106,키리바시,2009,0.1
3107,마셜제도,2009,0.2
3108,미크로네시아,2009,0.3
3109,나우루,2009,0
3110,뉴칼레도니아,2009,-
3111,뉴질랜드,2009,151.8
3112,북마리아나제도,2009,0.9
3113,팔라우,2009,0.2
3114,파푸아뉴기니,2009,14.8
3115,사모아,2009,0.7
3116,솔로몬제도,2009,1
3117,통가,2009,0.4
3118,투발루,2009,0
3119,바누아투,2009,0.7
3120,대한민국,2010,1193
3121,아프가니스탄,2010,15.4
3122,아르메니아,2010,8.5
3123,아제르바이잔,2010,47.2
3124,바레인,2010,26
3125,방글라데시,2010,143.6
3126,부탄,2010,1.7
3127,브루나이,2010,13
3128,캄보디아,2010,12.8
3129,중국,2010,7554.1
3130,키프로스,2010,21.6
3131,동티모르,2010,1.3
3132,조지아,2010,11.7
3133,홍콩,2010,267.6
3134,인도,2010,1535.9
3135,인도네시아,2010,657.8
3136,이란,2010,405.4
3137,이라크,2010,120.5
3138,이스라엘,2010,251.9
3139,일본,2010,4218.9
3140,요르단,2010,33.7
3141,카자흐스탄,2010,146.6
3142,쿠웨이트,2010,95.9
3143,키르기스스탄,2010,5.3
3144,라오스,2010,9.9
3145,레바논,2010,45.1
3146,마카오,2010,39.8
3147,말레이시아,2010,232.7
3148,몰디브,2010,3.1
3149,몽골,2010,7.2
3150,미얀마,2010,41.9
3151,네팔,2010,19.7
3152,오만,2010,62.8
3153,파키스탄,2010,250.4
3154,필리핀,2010,228.6
3155,카타르,2010,117
3156,사우디아라비아,2010,514.4
3157,싱가포르,2010,247.5
3158,스리랑카,2010,62.5
3159,시리아,2010,34.3
3160,타지키스탄,2010,5.9
3161,태국,2010,347
3162,튀르키예,2010,614.2
3163,투르크메니스탄,2010,21.7
3164,아랍에미리트,2010,293
3165,우즈베키스탄,2010,60.9
3166,베트남,2010,177.3
3167,예멘,2010,63
3168,버뮤다,2010,7.5
3169,캐나다,2010,1399.8
3170,그린란드,2010,2.5
3171,멕시코,2010,1066.8
3172,미국,2010,16339.1
3173,앤티가바부다,2010,1.4
3174,아르헨티나,2010,552.7
3175,아루바,2010,2.8
3176,바하마,2010,11.3
3177,바베이도스,2010,4.7
3178,벨리즈,2010,1.9
3179,볼리비아,2010,25.3
3180,브라질,2010,1703.2
3181,케이맨제도,2010,4.3
3182,칠레,2010,200.2
3183,콜롬비아,2010,233.5
3184,코스타리카,2010,46.9
3185,쿠바,2010,75.9
3186,도미니카연방,2010,0.5
3187,도미니카공화국,2010,56
3188,에콰도르,2010,75.7
3189,엘살바도르,2010,20.6
3190,그레나다,2010,0.9
3191,과테말라,2010,51.4
3192,가이아나,2010,3.6
3193,아이티,2010,12.9
3194,온두라스,2010,17.6
3195,자메이카,2010,13.7
3196,니카라과,2010,9.8
3197,파나마,2010,37.3
3198,파라과이,2010,29.8
3199,페루,2010,150.3
3200,푸에르토리코,2010,106.4
3201,세인트키츠네비스,2010,0.8
3202,세인트루시아,2010,1.7
3203,세인트빈센트그레나딘,2010,0.7
3204,수리남,2010,4.7
3205,트리니다드토바고,2010,23.6
3206,터크스케이커스제도,2010,-
3207,미국령버진아일랜드,2010,5.1
3208,우루과이,2010,48.9
3209,알바니아,2010,10.4
3210,안도라,2010,2.9
3211,오스트리아,2010,362.4
3212,벨라루스,2010,53.3
3213,벨기에,2010,433.4
3214,보스니아-헤르체고비나,2010,15.2
3215,불가리아,2010,47.6
3216,크로아티아,2010,51.3
3217,체코,2010,172.9
3218,덴마크,2010,283.9
3219,에스토니아,2010,19.4
3220,페로제도,2010,2.1
3221,핀란드,2010,233.6
3222,프랑스,2010,2317.6
3223,독일,2010,3088
3224,그리스,2010,239.8
3225,헝가리,2010,113.1
3226,아이슬란드,2010,15.3
3227,아일랜드,2010,210.9
3228,맨섬,2010,5.9
3229,이탈리아,2010,1900.3
3230,코소보,2010,5
3231,라트비아,2010,23
3232,리히텐슈타인,2010,-
3233,리투아니아,2010,34.4
3234,룩셈부르크,2010,54
3235,북마케도니아,2010,8.9
3236,몰타,2010,8.5
3237,몰도바,2010,6.5
3238,모나코,2010,4.7
3239,네덜란드,2010,737.6
3240,노르웨이,2010,356
3241,폴란드,2010,409.2
3242,포르투갈,2010,208
3243,루마니아,2010,155
3244,러시아,2010,1250.7
3245,산마리노,2010,1.7
3246,슬로바키아,2010,78.6
3247,슬로베니아,2010,42.2
3248,스페인,2010,1197.1
3249,스웨덴,2010,453.6
3250,스위스,2010,636.3
3251,우크라이나,2010,106.2
3252,영국,2010,2655.7
3253,몬테네그로,2010,3.7
3254,세르비아,2010,38
3255,알제리,2010,161.3
3256,앙골라,2010,72.6
3257,베냉,2010,9.1
3258,보츠와나,2010,11.4
3259,부르키나파소,2010,9.1
3260,부룬디,2010,2.7
3261,카메룬,2010,25.4
3262,카보베르데,2010,1.6
3263,중앙아프리카공화국,2010,2.3
3264,차드,2010,8.7
3265,코모로,2010,0.8
3266,콩고,2010,10.4
3267,콩고민주공화국,2010,26.1
3268,코트디부아르,2010,34.6
3269,지부티,2010,-
3270,이집트,2010,288.4
3271,적도기니,2010,13.1
3272,에리트레아,2010,2.1
3273,에티오피아,2010,39.7
3274,가봉,2010,11.1
3275,감비아,2010,1.4
3276,가나,2010,35.2
3277,기니,2010,7
3278,기니비사우,2010,1
3279,케냐,2010,55.7
3280,레소토,2010,2
3281,라이베리아,2010,2.5
3282,리비아,2010,83.9
3283,마다가스카르,2010,9.9
3284,말라위,2010,7.5
3285,말리,2010,11
3286,모리타니,2010,5
3287,모리셔스,2010,10
3288,모로코,2010,91
3289,모잠비크,2010,11.4
3290,나미비아,2010,8.8
3291,니제르,2010,7.3
3292,나이지리아,2010,385.9
3293,르완다,2010,6
3294,상투메프린시페,2010,0.2
3295,세네갈,2010,14.6
3296,세이셸,2010,1.1
3297,시에라리온,2010,3.5
3298,소말리아,2010,5.3
3299,남아프리카공화국,2010,311.7
3300,남수단,2010,22.4
3301,수단,2010,59.2
3302,에스와티니,2010,3.5
3303,탄자니아,2010,34.8
3304,토고,2010,4.3
3305,튀니지,2010,42.1
3306,우간다,2010,24.9
3307,잠비아,2010,16.5
3308,짐바브웨,2010,14.1
3309,미국령사모아,2010,0.7
3310,오스트레일리아,2010,1180.5
3311,피지,2010,3.9
3312,프랑스령폴리네시아,2010,5.4
3313,괌,2010,5.4
3314,키리바시,2010,0.1
3315,마셜제도,2010,0.2
3316,미크로네시아,2010,0.3
3317,나우루,2010,0
3318,뉴칼레도니아,2010,-
3319,뉴질랜드,2010,154
3320,북마리아나제도,2010,0.9
3321,팔라우,2010,0.2
3322,파푸아뉴기니,2010,16.3
3323,사모아,2010,0.8
3324,솔로몬제도,2010,1.1
3325,통가,2010,0.4
3326,투발루,2010,0
3327,바누아투,2010,0.7
3328,대한민국,2011,1307.3
3329,아프가니스탄,2011,15.4
3330,아르메니아,2011,8.9
3331,아제르바이잔,2011,47.3
3332,바레인,2011,26.5
3333,방글라데시,2011,152.9
3334,부탄,2011,1.8
3335,브루나이,2011,13.5
3336,캄보디아,2011,13.7
3337,중국,2011,8275.6
3338,키프로스,2011,21.7
3339,동티모르,2011,1.4
3340,조지아,2011,12.6
3341,홍콩,2011,280.4
3342,인도,2011,1616.4
3343,인도네시아,2011,698.4
3344,이란,2011,416.1
3345,이라크,2011,129.6
3346,이스라엘,2011,266
3347,일본,2011,4219.9
3348,요르단,2011,34.6
3349,카자흐스탄,2011,157.4
3350,쿠웨이트,2011,105.1
3351,키르기스스탄,2011,5.6
3352,라오스,2011,10.7
3353,레바논,2011,45.5
3354,마카오,2011,48.4
3355,말레이시아,2011,245
3356,몰디브,2011,3.4
3357,몽골,2011,8.4
3358,미얀마,2011,44.3
3359,네팔,2011,20.4
3360,오만,2011,64.6
3361,파키스탄,2011,257.1
3362,필리핀,2011,237.4
3363,카타르,2011,132.6
3364,사우디아라비아,2011,570.9
3365,싱가포르,2011,262.9
3366,스리랑카,2011,67.9
3367,시리아,2011,35.3
3368,타지키스탄,2011,6.3
3369,태국,2011,349.9
3370,튀르키예,2011,683
3371,투르크메니스탄,2011,24.9
3372,아랍에미리트,2011,311.2
3373,우즈베키스탄,2011,65.5
3374,베트남,2011,188.7
3375,예멘,2011,55
3376,버뮤다,2011,7.3
3377,캐나다,2011,1443.7
3378,그린란드,2011,2.4
3379,멕시코,2011,1103.6
3380,미국,2011,16594.7
3381,앤티가바부다,2011,1.3
3382,아르헨티나,2011,585.9
3383,아루바,2011,2.9
3384,바하마,2011,11.3
3385,바베이도스,2011,4.7
3386,벨리즈,2011,1.9
3387,볼리비아,2011,26.6
3388,브라질,2011,1770.8
3389,케이맨제도,2011,4.4
3390,칠레,2011,212.6
3391,콜롬비아,2011,249.7
3392,코스타리카,2011,48.9
3393,쿠바,2011,78
3394,도미니카연방,2011,0.5
3395,도미니카공화국,2011,57.7
3396,에콰도르,2011,82.1
3397,엘살바도르,2011,21.4
3398,그레나다,2011,0.9
3399,과테말라,2011,53.6
3400,가이아나,2011,3.8
3401,아이티,2011,13.6
3402,온두라스,2011,18.3
3403,자메이카,2011,14
3404,니카라과,2011,10.4
3405,파나마,2011,41.5
3406,파라과이,2011,31.1
3407,페루,2011,159.8
3408,푸에르토리코,2011,106
3409,세인트키츠네비스,2011,0.8
3410,세인트루시아,2011,1.8
3411,세인트빈센트그레나딘,2011,0.7
3412,수리남,2011,5
3413,트리니다드토바고,2011,23.6
3414,터크스케이커스제도,2011,0.8
3415,미국령버진아일랜드,2011,4.7
3416,우루과이,2011,51.4
3417,알바니아,2011,10.7
3418,안도라,2011,2.9
3419,오스트리아,2011,373
3420,벨라루스,2011,56.2
3421,벨기에,2011,440.7
3422,보스니아-헤르체고비나,2011,15.3
3423,불가리아,2011,48.6
3424,크로아티아,2011,51.2
3425,체코,2011,175.9
3426,덴마크,2011,287.7
3427,에스토니아,2011,20.8
3428,페로제도,2011,2.1
3429,핀란드,2011,239.6
3430,프랑스,2011,2368.4
3431,독일,2011,3209.2
3432,그리스,2011,215.4
3433,헝가리,2011,115.2
3434,아이슬란드,2011,15.6
3435,아일랜드,2011,213.6
3436,맨섬,2011,6.1
3437,이탈리아,2011,1913.8
3438,코소보,2011,5.4
3439,라트비아,2011,23.6
3440,리히텐슈타인,2011,-
3441,리투아니아,2011,36.5
3442,룩셈부르크,2011,54.6
3443,북마케도니아,2011,9.1
3444,몰타,2011,8.6
3445,몰도바,2011,6.9
3446,모나코,2011,5
3447,네덜란드,2011,749
3448,노르웨이,2011,359.9
3449,폴란드,2011,429.8
3450,포르투갈,2011,204.4
3451,루마니아,2011,162
3452,러시아,2011,1304.4
3453,산마리노,2011,1.5
3454,슬로바키아,2011,80.7
3455,슬로베니아,2011,42.6
3456,스페인,2011,1187.4
3457,스웨덴,2011,468.1
3458,스위스,2011,647.8
3459,우크라이나,2011,112
3460,영국,2011,2686.1
3461,몬테네그로,2011,3.8
3462,세르비아,2011,38.7
3463,알제리,2011,166.1
3464,앙골라,2011,75.1
3465,베냉,2011,9.4
3466,보츠와나,2011,12.1
3467,부르키나파소,2011,9.7
3468,부룬디,2011,2.8
3469,카메룬,2011,26.2
3470,카보베르데,2011,1.7
3471,중앙아프리카공화국,2011,2.4
3472,차드,2011,8.7
3473,코모로,2011,0.9
3474,콩고,2011,10.6
3475,콩고민주공화국,2011,27.9
3476,코트디부아르,2011,32.8
3477,지부티,2011,-
3478,이집트,2011,293.5
3479,적도기니,2011,13.9
3480,에리트레아,2011,2.3
3481,에티오피아,2011,44.2
3482,가봉,2011,11.9
3483,감비아,2011,1.2
3484,가나,2011,40.1
3485,기니,2011,7.4
3486,기니비사우,2011,1.1
3487,케냐,2011,58.6
3488,레소토,2011,2.1
3489,라이베리아,2011,2.7
3490,리비아,2011,41.7
3491,마다가스카르,2011,10.1
3492,말라위,2011,7.9
3493,말리,2011,11.4
3494,모리타니,2011,5.2
3495,모리셔스,2011,10.4
3496,모로코,2011,96
3497,모잠비크,2011,12.2
3498,나미비아,2011,9.2
3499,니제르,2011,7.5
3500,나이지리아,2011,406.3
3501,르완다,2011,6.5
3502,상투메프린시페,2011,0.2
3503,세네갈,2011,14.8
3504,세이셸,2011,1.2
3505,시에라리온,2011,3.7
3506,소말리아,2011,5.7
3507,남아프리카공화국,2011,321.5
3508,남수단,2011,21.3
3509,수단,2011,57.3
3510,에스와티니,2011,3.6
3511,탄자니아,2011,37.5
3512,토고,2011,4.6
3513,튀니지,2011,41.2
3514,우간다,2011,27.2
3515,잠비아,2011,17.4
3516,짐바브웨,2011,16.1
3517,미국령사모아,2011,0.7
3518,오스트레일리아,2011,1208.9
3519,피지,2011,4
3520,프랑스령폴리네시아,2011,5.2
3521,괌,2011,5.4
3522,키리바시,2011,0.1
3523,마셜제도,2011,0.2
3524,미크로네시아,2011,0.3
3525,나우루,2011,0.1
3526,뉴칼레도니아,2011,-
3527,뉴질랜드,2011,157.4
3528,북마리아나제도,2011,0.8
3529,팔라우,2011,0.3
3530,파푸아뉴기니,2011,16.5
3531,사모아,2011,0.8
3532,솔로몬제도,2011,1.2
3533,통가,2011,0.4
3534,투발루,2011,0
3535,바누아투,2011,0.7
3536,대한민국,2012,1335.3
3537,아프가니스탄,2012,17.4
3538,아르메니아,2012,9.6
3539,아제르바이잔,2012,48.3
3540,바레인,2012,27.5
3541,방글라데시,2012,162.9
3542,부탄,2012,1.9
3543,브루나이,2012,13.6
3544,캄보디아,2012,14.7
3545,중국,2012,8926.4
3546,키프로스,2012,21
3547,동티모르,2012,1.4
3548,조지아,2012,13.5
3549,홍콩,2012,285.2
3550,인도,2012,1704.6
3551,인도네시아,2012,740.5
3552,이란,2012,400.5
3553,이라크,2012,147.7
3554,이스라엘,2012,272.8
3555,일본,2012,4277.9
3556,요르단,2012,35.5
3557,카자흐스탄,2012,165
3558,쿠웨이트,2012,112.1
3559,키르기스스탄,2012,5.6
3560,라오스,2012,11.6
3561,레바논,2012,46.7
3562,마카오,2012,52.9
3563,말레이시아,2012,258.4
3564,몰디브,2012,3.4
3565,몽골,2012,9.4
3566,미얀마,2012,47.5
3567,네팔,2012,21.3
3568,오만,2012,70.3
3569,파키스탄,2012,264.9
3570,필리핀,2012,253.8
3571,카타르,2012,138.9
3572,사우디아라비아,2012,601.8
3573,싱가포르,2012,274.5
3574,스리랑카,2012,73.8
3575,시리아,2012,26
3576,타지키스탄,2012,6.8
3577,태국,2012,375.2
3578,튀르키예,2012,715.7
3579,투르크메니스탄,2012,27.7
3580,아랍에미리트,2012,316.9
3581,우즈베키스탄,2012,70.1
3582,베트남,2012,199.1
3583,예멘,2012,56.3
3584,버뮤다,2012,6.9
3585,캐나다,2012,1469.1
3586,그린란드,2012,2.5
3587,멕시코,2012,1142.8
3588,미국,2012,16974.6
3589,앤티가바부다,2012,1.4
3590,아르헨티나,2012,579.9
3591,아루바,2012,2.8
3592,바하마,2012,11.7
3593,바베이도스,2012,4.7
3594,벨리즈,2012,2
3595,볼리비아,2012,27.9
3596,브라질,2012,1804.9
3597,케이맨제도,2012,4.4
3598,칠레,2012,225.7
3599,콜롬비아,2012,259.5
3600,코스타리카,2012,51.3
3601,쿠바,2012,80.4
3602,도미니카연방,2012,0.5
3603,도미니카공화국,2012,59.3
3604,에콰도르,2012,86.9
3605,엘살바도르,2012,22
3606,그레나다,2012,0.9
3607,과테말라,2012,55.2
3608,가이아나,2012,4
3609,아이티,2012,13.6
3610,온두라스,2012,19.1
3611,자메이카,2012,13.9
3612,니카라과,2012,11.1
3613,파나마,2012,45.5
3614,파라과이,2012,30.8
3615,페루,2012,169.6
3616,푸에르토리코,2012,106.1
3617,세인트키츠네비스,2012,0.8
3618,세인트루시아,2012,1.8
3619,세인트빈센트그레나딘,2012,0.7
3620,수리남,2012,5.1
3621,트리니다드토바고,2012,25.3
3622,터크스케이커스제도,2012,0.8
3623,미국령버진아일랜드,2012,4
3624,우루과이,2012,53.2
3625,알바니아,2012,10.8
3626,안도라,2012,2.8
3627,오스트리아,2012,375.6
3628,벨라루스,2012,57.1
3629,벨기에,2012,444
3630,보스니아-헤르체고비나,2012,15.2
3631,불가리아,2012,48.9
3632,크로아티아,2012,50.1
3633,체코,2012,174.6
3634,덴마크,2012,288.3
3635,에스토니아,2012,21.5
3636,페로제도,2012,2.3
3637,핀란드,2012,236.3
3638,프랑스,2012,2375.8
3639,독일,2012,3222.6
3640,그리스,2012,200.2
3641,헝가리,2012,113.7
3642,아이슬란드,2012,15.8
3643,아일랜드,2012,213.3
3644,맨섬,2012,6.5
3645,이탈리아,2012,1856.7
3646,코소보,2012,5.5
3647,라트비아,2012,25.2
3648,리히텐슈타인,2012,-
3649,리투아니아,2012,37.9
3650,룩셈부르크,2012,55.5
3651,북마케도니아,2012,9.1
3652,몰타,2012,8.9
3653,몰도바,2012,6.8
3654,모나코,2012,5.1
3655,네덜란드,2012,741.3
3656,노르웨이,2012,369.7
3657,폴란드,2012,436.4
3658,포르투갈,2012,196.2
3659,루마니아,2012,165.2
3660,러시아,2012,1356.9
3661,산마리노,2012,1.4
3662,슬로바키아,2012,81.8
3663,슬로베니아,2012,41.5
3664,스페인,2012,1152.3
3665,스웨덴,2012,465.4
3666,스위스,2012,655.5
3667,우크라이나,2012,112.1
3668,영국,2012,2726.7
3669,몬테네그로,2012,3.7
3670,세르비아,2012,38.5
3671,알제리,2012,170.1
3672,앙골라,2012,81.5
3673,베냉,2012,9.8
3674,보츠와나,2012,12.1
3675,부르키나파소,2012,10.3
3676,부룬디,2012,3
3677,카메룬,2012,27.5
3678,카보베르데,2012,1.7
3679,중앙아프리카공화국,2012,2.6
3680,차드,2012,9.4
3681,코모로,2012,0.9
3682,콩고,2012,11.7
3683,콩고민주공화국,2012,29.9
3684,코트디부아르,2012,35.3
3685,지부티,2012,-
3686,이집트,2012,300.1
3687,적도기니,2012,15.1
3688,에리트레아,2012,-
3689,에티오피아,2012,48
3690,가봉,2012,12.6
3691,감비아,2012,1.3
3692,가나,2012,43.8
3693,기니,2012,7.9
3694,기니비사우,2012,1
3695,케냐,2012,61.3
3696,레소토,2012,2.2
3697,라이베리아,2012,2.9
3698,리비아,2012,77.9
3699,마다가스카르,2012,10.4
3700,말라위,2012,8.1
3701,말리,2012,11.3
3702,모리타니,2012,5.4
3703,모리셔스,2012,10.8
3704,모로코,2012,98.9
3705,모잠비크,2012,13.1
3706,나미비아,2012,9.7
3707,니제르,2012,8.3
3708,나이지리아,2012,423.5
3709,르완다,2012,7.1
