,국가별,항목,단위,연도,value
9070,불가리아,원자력[exajoules],exajoules,2016,0.1459
9071,크로아티아,전체[exajoules],exajoules,2016,0.34103
9072,크로아티아,석탄[exajoules],exajoules,2016,0.02726
9073,크로아티아,석유[100만 톤],100만 톤,2016,3.3245
9074,크로아티아,천연가스[exajoules],exajoules,2016,0.09088
9075,크로아티아,수력[exajoules],exajoules,2016,0.06604
9076,체코,전체[exajoules],exajoules,2016,1.67175
9077,체코,석탄[exajoules],exajoules,2016,0.68856
9078,체코,석유[100만 톤],100만 톤,2016,8.18826
9079,체코,천연가스[exajoules],exajoules,2016,0.29376
9080,체코,수력[exajoules],exajoules,2016,0.01929
9081,체코,원자력[exajoules],exajoules,2016,0.22291
9082,덴마크,전체[exajoules],exajoules,2016,0.72577
9083,덴마크,석탄[exajoules],exajoules,2016,0.08848
9084,덴마크,석유[100만 톤],100만 톤,2016,7.45592
9085,덴마크,천연가스[exajoules],exajoules,2016,0.12115
9086,덴마크,수력[exajoules],exajoules,2016,0.00019
9087,에스토니아,전체[exajoules],exajoules,2016,0.25475
9088,에스토니아,석탄[exajoules],exajoules,2016,0.15863
9089,에스토니아,석유[100만 톤],100만 톤,2016,1.41135
9090,에스토니아,천연가스[exajoules],exajoules,2016,0.01793
9091,에스토니아,수력[exajoules],exajoules,2016,0.00034
9092,핀란드,전체[exajoules],exajoules,2016,1.2027
9093,핀란드,석탄[exajoules],exajoules,2016,0.18332
9094,핀란드,석유[100만 톤],100만 톤,2016,9.43406
9095,핀란드,천연가스[exajoules],exajoules,2016,0.07228
9096,핀란드,수력[exajoules],exajoules,2016,0.15226
9097,핀란드,원자력[exajoules],exajoules,2016,0.21458
9098,프랑스,전체[exajoules],exajoules,2016,9.95563
9099,프랑스,석탄[exajoules],exajoules,2016,0.35825
9100,프랑스,석유[100만 톤],100만 톤,2016,73.53468
9101,프랑스,천연가스[exajoules],exajoules,2016,1.60308
9102,프랑스,수력[exajoules],exajoules,2016,0.5775
9103,프랑스,원자력[exajoules],exajoules,2016,3.72873
9104,독일,전체[exajoules],exajoules,2016,13.82922
9105,독일,석탄[exajoules],exajoules,2016,3.20377
9106,독일,석유[100만 톤],100만 톤,2016,108.94578
9107,독일,천연가스[exajoules],exajoules,2016,3.05585
9108,독일,수력[exajoules],exajoules,2016,0.19801
9109,독일,원자력[exajoules],exajoules,2016,0.78269
9110,그리스,전체[exajoules],exajoules,2016,1.10517
9111,그리스,석탄[exajoules],exajoules,2016,0.18249
9112,그리스,석유[100만 톤],100만 톤,2016,14.438
9113,그리스,천연가스[exajoules],exajoules,2016,0.15991
9114,그리스,수력[exajoules],exajoules,2016,0.05342
9115,헝가리,전체[exajoules],exajoules,2016,0.91978
9116,헝가리,석탄[exajoules],exajoules,2016,0.09182
9117,헝가리,석유[100만 톤],100만 톤,2016,6.874
9118,헝가리,천연가스[exajoules],exajoules,2016,0.3361
9119,헝가리,수력[exajoules],exajoules,2016,0.0025
9120,헝가리,원자력[exajoules],exajoules,2016,0.14847
9121,아이슬란드,전체[exajoules],exajoules,2016,0.22119
9122,아이슬란드,석탄[exajoules],exajoules,2016,0.00484
9123,아이슬란드,석유[100만 톤],100만 톤,2016,0.89764
9124,아이슬란드,수력[exajoules],exajoules,2016,0.12981
9125,아일랜드,전체[exajoules],exajoules,2016,0.6539
9126,아일랜드,석탄[exajoules],exajoules,2016,0.08822
9127,아일랜드,석유[100만 톤],100만 톤,2016,7.18574
9128,아일랜드,천연가스[exajoules],exajoules,2016,0.17714
9129,아일랜드,수력[exajoules],exajoules,2016,0.00656
9130,이탈리아,전체[exajoules],exajoules,2016,6.55895
9131,이탈리아,석탄[exajoules],exajoules,2016,0.45984
9132,이탈리아,석유[100만 톤],100만 톤,2016,58.77759
9133,이탈리아,천연가스[exajoules],exajoules,2016,2.43165
9134,이탈리아,수력[exajoules],exajoules,2016,0.40893
9135,라트비아,전체[exajoules],exajoules,2016,0.1602
9136,라트비아,석탄[exajoules],exajoules,2016,0.00171
9137,라트비아,석유[100만 톤],100만 톤,2016,1.734
9138,라트비아,천연가스[exajoules],exajoules,2016,0.04751
9139,라트비아,수력[exajoules],exajoules,2016,0.02437
9140,리투아니아,전체[exajoules],exajoules,2016,0.23662
9141,리투아니아,석탄[exajoules],exajoules,2016,0.00774
9142,리투아니아,석유[100만 톤],100만 톤,2016,3.009
9143,리투아니아,천연가스[exajoules],exajoules,2016,0.07711
9144,리투아니아,수력[exajoules],exajoules,2016,0.00437
9145,리투아니아,원자력[exajoules],exajoules,2016,
9146,룩셈부르크,전체[exajoules],exajoules,2016,0.15285
9147,룩셈부르크,석탄[exajoules],exajoules,2016,0.00213
9148,룩셈부르크,석유[100만 톤],100만 톤,2016,2.5875
9149,룩셈부르크,천연가스[exajoules],exajoules,2016,0.02969
9150,룩셈부르크,수력[exajoules],exajoules,2016,0.00111
9151,북마케도니아,전체[exajoules],exajoules,2016,0.11013
9152,북마케도니아,석탄[exajoules],exajoules,2016,0.03668
9153,북마케도니아,석유[100만 톤],100만 톤,2016,1.08086
9154,북마케도니아,천연가스[exajoules],exajoules,2016,0.00737
9155,북마케도니아,수력[exajoules],exajoules,2016,0.01829
9156,네덜란드,전체[exajoules],exajoules,2016,3.75845
9157,네덜란드,석탄[exajoules],exajoules,2016,0.4294
9158,네덜란드,석유[100만 톤],100만 톤,2016,42.35733
9159,네덜란드,천연가스[exajoules],exajoules,2016,1.2658
9160,네덜란드,수력[exajoules],exajoules,2016,0.00096
9161,네덜란드,원자력[exajoules],exajoules,2016,0.03662
9162,노르웨이,전체[exajoules],exajoules,2016,2.01069
9163,노르웨이,석탄[exajoules],exajoules,2016,0.03276
9164,노르웨이,석유[100만 톤],100만 톤,2016,9.35409
9165,노르웨이,천연가스[exajoules],exajoules,2016,0.15968
9166,노르웨이,수력[exajoules],exajoules,2016,1.37628
9167,폴란드,전체[exajoules],exajoules,2016,4.14088
9168,폴란드,석탄[exajoules],exajoules,2016,2.07241
9169,폴란드,석유[100만 톤],100만 톤,2016,26.609
9170,폴란드,천연가스[exajoules],exajoules,2016,0.65727
9171,폴란드,수력[exajoules],exajoules,2016,0.02061
9172,포르투갈,전체[exajoules],exajoules,2016,1.11552
9173,포르투갈,석탄[exajoules],exajoules,2016,0.11916
9174,포르투갈,석유[100만 톤],100만 톤,2016,11.27451
9175,포르투갈,천연가스[exajoules],exajoules,2016,0.18266
9176,포르투갈,수력[exajoules],exajoules,2016,0.15153
9177,루마니아,전체[exajoules],exajoules,2016,1.37191
9178,루마니아,석탄[exajoules],exajoules,2016,0.22456
9179,루마니아,석유[100만 톤],100만 톤,2016,9.273
9180,루마니아,천연가스[exajoules],exajoules,2016,0.37781
9181,루마니아,수력[exajoules],exajoules,2016,0.17374
9182,루마니아,원자력[exajoules],exajoules,2016,0.10437
9183,러시아,전체[exajoules],exajoules,2016,29.10983
9184,러시아,석탄[exajoules],exajoules,2016,3.73672
9185,러시아,석유[100만 톤],100만 톤,2016,151.76423
9186,러시아,천연가스[exajoules],exajoules,2016,15.14327
9187,러시아,수력[exajoules],exajoules,2016,1.77917
9188,러시아,원자력[exajoules],exajoules,2016,1.81828
9189,슬로바키아,전체[exajoules],exajoules,2016,0.66508
9190,슬로바키아,석탄[exajoules],exajoules,2016,0.1339
9191,슬로바키아,석유[100만 톤],100만 톤,2016,3.669
9192,슬로바키아,천연가스[exajoules],exajoules,2016,0.16309
9193,슬로바키아,수력[exajoules],exajoules,2016,0.04201
9194,슬로바키아,원자력[exajoules],exajoules,2016,0.13663
9195,슬로베니아,전체[exajoules],exajoules,2016,0.28749
9196,슬로베니아,석탄[exajoules],exajoules,2016,0.04765
9197,슬로베니아,석유[100만 톤],100만 톤,2016,2.49
9198,슬로베니아,천연가스[exajoules],exajoules,2016,0.02949
9199,슬로베니아,수력[exajoules],exajoules,2016,0.0434
9200,슬로베니아,원자력[exajoules],exajoules,2016,0.05285
9201,스페인,전체[exajoules],exajoules,2016,5.69849
9202,스페인,석탄[exajoules],exajoules,2016,0.43945
9203,스페인,석유[100만 톤],100만 톤,2016,60.84643
9204,스페인,천연가스[exajoules],exajoules,2016,1.04838
9205,스페인,수력[exajoules],exajoules,2016,0.35066
9206,스페인,원자력[exajoules],exajoules,2016,0.54211
9207,스웨덴,전체[exajoules],exajoules,2016,2.19384
9208,스웨덴,석탄[exajoules],exajoules,2016,0.08149
9209,스웨덴,석유[100만 톤],100만 톤,2016,13.14796
9210,스웨덴,천연가스[exajoules],exajoules,2016,0.03596
9211,스웨덴,수력[exajoules],exajoules,2016,0.5988
9212,스웨덴,원자력[exajoules],exajoules,2016,0.58355
9213,스위스,전체[exajoules],exajoules,2016,1.13848
9214,스위스,석탄[exajoules],exajoules,2016,0.00479
9215,스위스,석유[100만 톤],100만 톤,2016,10.09417
9216,스위스,천연가스[exajoules],exajoules,2016,0.12546
9217,스위스,수력[exajoules],exajoules,2016,0.33372
9218,스위스,원자력[exajoules],exajoules,2016,0.19698
9219,우크라이나,전체[exajoules],exajoules,2016,3.77998
9220,우크라이나,석탄[exajoules],exajoules,2016,1.35862
9221,우크라이나,석유[100만 톤],100만 톤,2016,10.30543
9222,우크라이나,천연가스[exajoules],exajoules,2016,1.13115
9223,우크라이나,수력[exajoules],exajoules,2016,0.07397
9224,우크라이나,원자력[exajoules],exajoules,2016,0.74862
9225,영국,전체[exajoules],exajoules,2016,8.07676
9226,영국,석탄[exajoules],exajoules,2016,0.50822
9227,영국,석유[100만 톤],100만 톤,2016,71.77282
9228,영국,천연가스[exajoules],exajoules,2016,2.87634
9229,영국,수력[exajoules],exajoules,2016,0.05176
9230,영국,원자력[exajoules],exajoules,2016,0.66332
9231,알제리,전체[exajoules],exajoules,2016,2.22118
9232,알제리,석탄[exajoules],exajoules,2016,0.00205
9233,알제리,석유[100만 톤],100만 톤,2016,18.9165
9234,알제리,천연가스[exajoules],exajoules,2016,1.38946
9235,알제리,수력[exajoules],exajoules,2016,0.00069
9236,이집트,전체[exajoules],exajoules,2016,3.70894
9237,이집트,석탄[exajoules],exajoules,2016,0.05101
9238,이집트,석유[100만 톤],100만 톤,2016,39.982
9239,이집트,천연가스[exajoules],exajoules,2016,1.77675
9240,이집트,수력[exajoules],exajoules,2016,0.12719
9241,모로코,전체[exajoules],exajoules,2016,0.80397
9242,모로코,석탄[exajoules],exajoules,2016,0.17934
9243,모로코,석유[100만 톤],100만 톤,2016,12.628
9244,모로코,천연가스[exajoules],exajoules,2016,0.04311
9245,모로코,수력[exajoules],exajoules,2016,0.0121
9246,남아프리카공화국,전체[exajoules],exajoules,2016,5.33678
9247,남아프리카공화국,석탄[exajoules],exajoules,2016,3.78019
9248,남아프리카공화국,석유[100만 톤],100만 톤,2016,27.57284
9249,남아프리카공화국,천연가스[exajoules],exajoules,2016,0.13157
9250,남아프리카공화국,수력[exajoules],exajoules,2016,0.00601
9251,남아프리카공화국,원자력[exajoules],exajoules,2016,0.13896
9252,오스트레일리아,전체[exajoules],exajoules,2016,5.78341
9253,오스트레일리아,석탄[exajoules],exajoules,2016,1.94422
9254,오스트레일리아,석유[100만 톤],100만 톤,2016,46.9524
9255,오스트레일리아,천연가스[exajoules],exajoules,2016,1.3663
9256,오스트레일리아,수력[exajoules],exajoules,2016,0.1699
9257,뉴질랜드,전체[exajoules],exajoules,2016,0.92047
9258,뉴질랜드,석탄[exajoules],exajoules,2016,0.04967
9259,뉴질랜드,석유[100만 톤],100만 톤,2016,7.83607
9260,뉴질랜드,천연가스[exajoules],exajoules,2016,0.17271
9261,뉴질랜드,수력[exajoules],exajoules,2016,0.24994
9262,세계,전체[exajoules],exajoules,2017,566.10743
9263,세계,석탄[exajoules],exajoules,2017,155.49582
9264,세계,석유[100만 톤],100만 톤,2017,4403.11863
9265,세계,천연가스[exajoules],exajoules,2017,131.46326
9266,세계,수력[exajoules],exajoules,2017,38.97573
9267,세계,원자력[exajoules],exajoules,2017,24.24341
9268,대한민국,전체[exajoules],exajoules,2017,12.40491
9269,대한민국,석탄[exajoules],exajoules,2017,3.60805
9270,대한민국,석유[100만 톤],100만 톤,2017,121.93303
9271,대한민국,천연가스[exajoules],exajoules,2017,1.79123
9272,대한민국,수력[exajoules],exajoules,2017,0.02691
9273,대한민국,원자력[exajoules],exajoules,2017,1.36457
9274,아제르바이잔,전체[exajoules],exajoules,2017,0.60103
9275,아제르바이잔,석탄[exajoules],exajoules,2017,4e-05
9276,아제르바이잔,석유[100만 톤],100만 톤,2017,4.60028
9277,아제르바이잔,천연가스[exajoules],exajoules,2017,0.3822
9278,아제르바이잔,수력[exajoules],exajoules,2017,0.01673
9279,방글라데시,전체[exajoules],exajoules,2017,1.45022
9280,방글라데시,석탄[exajoules],exajoules,2017,0.09042
9281,방글라데시,석유[100만 톤],100만 톤,2017,9.10011
9282,방글라데시,천연가스[exajoules],exajoules,2017,0.95734
9283,방글라데시,수력[exajoules],exajoules,2017,0.00986
9284,중국,전체[exajoules],exajoules,2017,131.93778
9285,중국,석탄[exajoules],exajoules,2017,78.8956
9286,중국,석유[100만 톤],100만 톤,2017,605.7323
9287,중국,천연가스[exajoules],exajoules,2017,8.68508
9288,중국,수력[exajoules],exajoules,2017,11.16207
9289,중국,원자력[exajoules],exajoules,2017,2.28092
9290,키프로스,전체[exajoules],exajoules,2017,0.11734
9291,키프로스,석탄[exajoules],exajoules,2017,0.00012
9292,키프로스,석유[100만 톤],100만 톤,2017,2.65207
9293,홍콩,전체[exajoules],exajoules,2017,1.29363
9294,홍콩,석탄[exajoules],exajoules,2017,0.26268
9295,홍콩,석유[100만 톤],100만 톤,2017,21.3333
9296,홍콩,천연가스[exajoules],exajoules,2017,0.11218
9297,인도,전체[exajoules],exajoules,2017,30.96267
9298,인도,석탄[exajoules],exajoules,2017,17.05376
9299,인도,석유[100만 톤],100만 톤,2017,222.00956
9300,인도,천연가스[exajoules],exajoules,2017,1.92959
9301,인도,수력[exajoules],exajoules,2017,1.30127
9302,인도,원자력[exajoules],exajoules,2017,0.34397
9303,인도네시아,전체[exajoules],exajoules,2017,7.08375
9304,인도네시아,석탄[exajoules],exajoules,2017,2.03799
9305,인도네시아,석유[100만 톤],100만 톤,2017,69.52795
9306,인도네시아,천연가스[exajoules],exajoules,2017,1.60266
9307,인도네시아,수력[exajoules],exajoules,2017,0.17851
9308,이란,전체[exajoules],exajoules,2017,10.78319
9309,이란,석탄[exajoules],exajoules,2017,0.04313
9310,이란,석유[100만 톤],100만 톤,2017,70.93742
9311,이란,천연가스[exajoules],exajoules,2017,7.38014
9312,이란,수력[exajoules],exajoules,2017,0.16509
9313,이란,원자력[exajoules],exajoules,2017,0.06397
9314,이라크,전체[exajoules],exajoules,2017,2.04266
9315,이라크,석유[100만 톤],100만 톤,2017,38.07213
9316,이라크,천연가스[exajoules],exajoules,2017,0.41137
9317,이라크,수력[exajoules],exajoules,2017,0.02085
9318,이스라엘,전체[exajoules],exajoules,2017,1.02847
9319,이스라엘,석탄[exajoules],exajoules,2017,0.20949
9320,이스라엘,석유[100만 톤],100만 톤,2017,10.34938
9321,이스라엘,천연가스[exajoules],exajoules,2017,0.35151
9322,이스라엘,수력[exajoules],exajoules,2017,0.00024
9323,일본,전체[exajoules],exajoules,2017,19.27684
9324,일본,석탄[exajoules],exajoules,2017,5.09747
9325,일본,석유[100만 톤],100만 톤,2017,185.76668
9326,일본,천연가스[exajoules],exajoules,2017,4.21151
9327,일본,수력[exajoules],exajoules,2017,0.7592
9328,일본,원자력[exajoules],exajoules,2017,0.26729
9329,카자흐스탄,전체[exajoules],exajoules,2017,2.75373
9330,카자흐스탄,석탄[exajoules],exajoules,2017,1.46563
9331,카자흐스탄,석유[100만 톤],100만 톤,2017,13.23214
9332,카자흐스탄,천연가스[exajoules],exajoules,2017,0.60212
9333,카자흐스탄,수력[exajoules],exajoules,2017,0.1074
9334,카자흐스탄,원자력[exajoules],exajoules,2017,
9335,쿠웨이트,전체[exajoules],exajoules,2017,1.60371
9336,쿠웨이트,석탄[exajoules],exajoules,2017,0.00705
9337,쿠웨이트,석유[100만 톤],100만 톤,2017,19.27529
9338,쿠웨이트,천연가스[exajoules],exajoules,2017,0.75699
9339,말레이시아,전체[exajoules],exajoules,2017,4.27852
9340,말레이시아,석탄[exajoules],exajoules,2017,0.86906
9341,말레이시아,석유[100만 톤],100만 톤,2017,33.84576
9342,말레이시아,천연가스[exajoules],exajoules,2017,1.62159
9343,말레이시아,수력[exajoules],exajoules,2017,0.2572
9344,오만,전체[exajoules],exajoules,2017,1.27216
9345,오만,석탄[exajoules],exajoules,2017,0.00318
9346,오만,석유[100만 톤],100만 톤,2017,9.84025
9347,오만,천연가스[exajoules],exajoules,2017,0.84063
9348,파키스탄,전체[exajoules],exajoules,2017,3.38759
9349,파키스탄,석탄[exajoules],exajoules,2017,0.29924
9350,파키스탄,석유[100만 톤],100만 톤,2017,28.29703
9351,파키스탄,천연가스[exajoules],exajoules,2017,1.46662
9352,파키스탄,수력[exajoules],exajoules,2017,0.28937
9353,파키스탄,원자력[exajoules],exajoules,2017,0.07462
9354,필리핀,전체[exajoules],exajoules,2017,1.91471
9355,필리핀,석탄[exajoules],exajoules,2017,0.64791
9356,필리핀,석유[100만 톤],100만 톤,2017,20.33928
9357,필리핀,천연가스[exajoules],exajoules,2017,0.13588
9358,필리핀,수력[exajoules],exajoules,2017,0.09208
9359,카타르,전체[exajoules],exajoules,2017,2.03071
9360,카타르,석탄[exajoules],exajoules,2017,0.00118
9361,카타르,석유[100만 톤],100만 톤,2017,12.05291
9362,카타르,천연가스[exajoules],exajoules,2017,1.48119
9363,사우디아라비아,전체[exajoules],exajoules,2017,11.45455
9364,사우디아라비아,석탄[exajoules],exajoules,2017,0.00482
9365,사우디아라비아,석유[100만 톤],100만 톤,2017,177.33462
9366,사우디아라비아,천연가스[exajoules],exajoules,2017,3.93301
9367,싱가포르,전체[exajoules],exajoules,2017,3.42001
9368,싱가포르,석탄[exajoules],exajoules,2017,0.03761
9369,싱가포르,석유[100만 톤],100만 톤,2017,69.366
9370,싱가포르,천연가스[exajoules],exajoules,2017,0.44236
9371,스리랑카,전체[exajoules],exajoules,2017,0.38423
9372,스리랑카,석탄[exajoules],exajoules,2017,0.05688
9373,스리랑카,석유[100만 톤],100만 톤,2017,6.50265
9374,스리랑카,수력[exajoules],exajoules,2017,0.03862
9375,대만,전체[exajoules],exajoules,2017,4.82672
9376,대만,석탄[exajoules],exajoules,2017,1.69582
9377,대만,석유[100만 톤],100만 톤,2017,45.16373
9378,대만,천연가스[exajoules],exajoules,2017,0.83682
9379,대만,수력[exajoules],exajoules,2017,0.05218
9380,대만,원자력[exajoules],exajoules,2017,0.20635
9381,태국,전체[exajoules],exajoules,2017,5.15766
9382,태국,석탄[exajoules],exajoules,2017,0.75188
9383,태국,석유[100만 톤],100만 톤,2017,52.34589
9384,태국,천연가스[exajoules],exajoules,2017,1.80302
9385,태국,수력[exajoules],exajoules,2017,0.04491
9386,튀르키예,전체[exajoules],exajoules,2017,6.43443
9387,튀르키예,석탄[exajoules],exajoules,2017,1.65208
9388,튀르키예,석유[100만 톤],100만 톤,2017,49.33437
9389,튀르키예,천연가스[exajoules],exajoules,2017,1.85645
9390,튀르키예,수력[exajoules],exajoules,2017,0.55777
9391,투르크메니스탄,전체[exajoules],exajoules,2017,1.16957
9392,투르크메니스탄,석탄[exajoules],exajoules,2017,
9393,투르크메니스탄,석유[100만 톤],100만 톤,2017,6.36333
9394,투르크메니스탄,천연가스[exajoules],exajoules,2017,0.89132
9395,투르크메니스탄,수력[exajoules],exajoules,2017,3e-05
9396,아랍에미리트,전체[exajoules],exajoules,2017,4.3756
9397,아랍에미리트,석탄[exajoules],exajoules,2017,0.08914
9398,아랍에미리트,석유[100만 톤],100만 톤,2017,44.01173
9399,아랍에미리트,천연가스[exajoules],exajoules,2017,2.36359
9400,아랍에미리트,원자력[exajoules],exajoules,2017,
9401,우즈베키스탄,전체[exajoules],exajoules,2017,1.92611
9402,우즈베키스탄,석탄[exajoules],exajoules,2017,0.05937
9403,우즈베키스탄,석유[100만 톤],100만 톤,2017,4.03199
9404,우즈베키스탄,천연가스[exajoules],exajoules,2017,1.61216
9405,우즈베키스탄,수력[exajoules],exajoules,2017,0.07597
9406,베트남,전체[exajoules],exajoules,2017,3.46907
9407,베트남,석탄[exajoules],exajoules,2017,1.18769
9408,베트남,석유[100만 톤],100만 톤,2017,25.54921
9409,베트남,천연가스[exajoules],exajoules,2017,0.34274
9410,베트남,수력[exajoules],exajoules,2017,0.82336
9411,캐나다,전체[exajoules],exajoules,2017,14.53744
9412,캐나다,석탄[exajoules],exajoules,2017,0.79778
9413,캐나다,석유[100만 톤],100만 톤,2017,104.65681
9414,캐나다,천연가스[exajoules],exajoules,2017,3.94701
9415,캐나다,수력[exajoules],exajoules,2017,3.7804
9416,캐나다,원자력[exajoules],exajoules,2017,0.92482
9417,멕시코,전체[exajoules],exajoules,2017,8.25575
9418,멕시코,석탄[exajoules],exajoules,2017,0.63631
9419,멕시코,석유[100만 톤],100만 톤,2017,90.89654
9420,멕시코,천연가스[exajoules],exajoules,2017,3.09721
9421,멕시코,수력[exajoules],exajoules,2017,0.29583
9422,멕시코,원자력[exajoules],exajoules,2017,0.10005
9423,미국,전체[exajoules],exajoules,2017,92.96585
9424,미국,석탄[exajoules],exajoules,2017,13.86933
9425,미국,석유[100만 톤],100만 톤,2017,824.98323
9426,미국,천연가스[exajoules],exajoules,2017,26.63972
9427,미국,수력[exajoules],exajoules,2017,2.8436
9428,미국,원자력[exajoules],exajoules,2017,7.78983
9429,아르헨티나,전체[exajoules],exajoules,2017,3.56903
9430,아르헨티나,석탄[exajoules],exajoules,2017,0.04509
9431,아르헨티나,석유[100만 톤],100만 톤,2017,31.35152
9432,아르헨티나,천연가스[exajoules],exajoules,2017,1.7388
9433,아르헨티나,수력[exajoules],exajoules,2017,0.30269
9434,아르헨티나,원자력[exajoules],exajoules,2017,0.05597
9435,브라질,전체[exajoules],exajoules,2017,12.46678
9436,브라질,석탄[exajoules],exajoules,2017,0.70299
9437,브라질,석유[100만 톤],100만 톤,2017,114.50995
9438,브라질,천연가스[exajoules],exajoules,2017,1.35475
9439,브라질,수력[exajoules],exajoules,2017,3.55352
9440,브라질,원자력[exajoules],exajoules,2017,0.1447
9441,칠레,전체[exajoules],exajoules,2017,1.62125
9442,칠레,석탄[exajoules],exajoules,2017,0.32288
9443,칠레,석유[100만 톤],100만 톤,2017,16.92791
9444,칠레,천연가스[exajoules],exajoules,2017,0.20213
9445,칠레,수력[exajoules],exajoules,2017,0.20431
9446,콜롬비아,전체[exajoules],exajoules,2017,1.97893
9447,콜롬비아,석탄[exajoules],exajoules,2017,0.17434
9448,콜롬비아,석유[100만 톤],100만 톤,2017,17.77129
9449,콜롬비아,천연가스[exajoules],exajoules,2017,0.4259
9450,콜롬비아,수력[exajoules],exajoules,2017,0.54924
9451,에콰도르,전체[exajoules],exajoules,2017,0.70239
9452,에콰도르,석탄[exajoules],exajoules,2017,0.00034
9453,에콰도르,석유[100만 톤],100만 톤,2017,10.75939
9454,에콰도르,천연가스[exajoules],exajoules,2017,0.03127
9455,에콰도르,수력[exajoules],exajoules,2017,0.19246
9456,페루,전체[exajoules],exajoules,2017,1.09293
9457,페루,석탄[exajoules],exajoules,2017,0.03137
9458,페루,석유[100만 톤],100만 톤,2017,10.85627
9459,페루,천연가스[exajoules],exajoules,2017,0.26971
9460,페루,수력[exajoules],exajoules,2017,0.27855
9461,트리니다드토바고,전체[exajoules],exajoules,2017,0.74544
9462,트리니다드토바고,석유[100만 톤],100만 톤,2017,1.96731
9463,트리니다드토바고,천연가스[exajoules],exajoules,2017,0.66058
9464,베네수엘라,전체[exajoules],exajoules,2017,3.14271
9465,베네수엘라,석탄[exajoules],exajoules,2017,0.00541
9466,베네수엘라,석유[100만 톤],100만 톤,2017,24.58888
9467,베네수엘라,천연가스[exajoules],exajoules,2017,1.38979
9468,베네수엘라,수력[exajoules],exajoules,2017,0.67099
9469,오스트리아,전체[exajoules],exajoules,2017,1.50325
9470,오스트리아,석탄[exajoules],exajoules,2017,0.13163
9471,오스트리아,석유[100만 톤],100만 톤,2017,12.14682
9472,오스트리아,천연가스[exajoules],exajoules,2017,0.32651
9473,오스트리아,수력[exajoules],exajoules,2017,0.36688
9474,벨라루스,전체[exajoules],exajoules,2017,1.00022
9475,벨라루스,석탄[exajoules],exajoules,2017,0.03525
9476,벨라루스,석유[100만 톤],100만 톤,2017,7.03344
9477,벨라루스,천연가스[exajoules],exajoules,2017,0.65552
9478,벨라루스,수력[exajoules],exajoules,2017,0.00389
9479,벨라루스,원자력[exajoules],exajoules,2017,
9480,벨기에,전체[exajoules],exajoules,2017,2.57781
9481,벨기에,석탄[exajoules],exajoules,2017,0.12985
9482,벨기에,석유[100만 톤],100만 톤,2017,29.69325
9483,벨기에,천연가스[exajoules],exajoules,2017,0.59081
9484,벨기에,수력[exajoules],exajoules,2017,0.00259
9485,벨기에,원자력[exajoules],exajoules,2017,0.38821
9486,불가리아,전체[exajoules],exajoules,2017,0.78543
9487,불가리아,석탄[exajoules],exajoules,2017,0.2556
9488,불가리아,석유[100만 톤],100만 톤,2017,4.86903
9489,불가리아,천연가스[exajoules],exajoules,2017,0.11569
9490,불가리아,수력[exajoules],exajoules,2017,0.0271
9491,불가리아,원자력[exajoules],exajoules,2017,0.14292
9492,크로아티아,전체[exajoules],exajoules,2017,0.34122
9493,크로아티아,석탄[exajoules],exajoules,2017,0.01643
9494,크로아티아,석유[100만 톤],100만 톤,2017,3.5595
9495,크로아티아,천연가스[exajoules],exajoules,2017,0.10439
9496,크로아티아,수력[exajoules],exajoules,2017,0.05085
9497,체코,전체[exajoules],exajoules,2017,1.76609
9498,체코,석탄[exajoules],exajoules,2017,0.6742
9499,체코,석유[100만 톤],100만 톤,2017,9.56132
9500,체코,천연가스[exajoules],exajoules,2017,0.30149
9501,체코,수력[exajoules],exajoules,2017,0.01791
9502,체코,원자력[exajoules],exajoules,2017,0.26054
9503,덴마크,전체[exajoules],exajoules,2017,0.73075
9504,덴마크,석탄[exajoules],exajoules,2017,0.06613
9505,덴마크,석유[100만 톤],100만 톤,2017,7.41026
9506,덴마크,천연가스[exajoules],exajoules,2017,0.11578
9507,덴마크,수력[exajoules],exajoules,2017,0.00017
9508,에스토니아,전체[exajoules],exajoules,2017,0.28254
9509,에스토니아,석탄[exajoules],exajoules,2017,0.18109
9510,에스토니아,석유[100만 톤],100만 톤,2017,1.47398
9511,에스토니아,천연가스[exajoules],exajoules,2017,0.0176
9512,에스토니아,수력[exajoules],exajoules,2017,0.00025
9513,핀란드,전체[exajoules],exajoules,2017,1.17798
9514,핀란드,석탄[exajoules],exajoules,2017,0.16792
9515,핀란드,석유[100만 톤],100만 톤,2017,9.15162
9516,핀란드,천연가스[exajoules],exajoules,2017,0.06597
9517,핀란드,수력[exajoules],exajoules,2017,0.14152
9518,핀란드,원자력[exajoules],exajoules,2017,0.20664
9519,프랑스,전체[exajoules],exajoules,2017,9.91771
9520,프랑스,석탄[exajoules],exajoules,2017,0.39257
9521,프랑스,석유[100만 톤],100만 톤,2017,74.64096
9522,프랑스,천연가스[exajoules],exajoules,2017,1.61157
9523,프랑스,수력[exajoules],exajoules,2017,0.46911
9524,프랑스,원자력[exajoules],exajoules,2017,3.66233
9525,독일,전체[exajoules],exajoules,2017,13.99728
9526,독일,석탄[exajoules],exajoules,2017,3.00935
9527,독일,석유[100만 톤],100만 톤,2017,110.95529
9528,독일,천연가스[exajoules],exajoules,2017,3.15859
9529,독일,수력[exajoules],exajoules,2017,0.19305
9530,독일,원자력[exajoules],exajoules,2017,0.70169
