,국가별,항목,단위,연도,value
1133,이탈리아,석유[100만 톤],100만 톤,1997,97.104
1134,이탈리아,천연가스[exajoules],exajoules,1997,2.00267
1135,이탈리아,수력[exajoules],exajoules,1997,0.44287
1136,라트비아,전체[exajoules],exajoules,1997,0.15038
1137,라트비아,석탄[exajoules],exajoules,1997,0.00937
1138,라트비아,석유[100만 톤],100만 톤,1997,1.745
1139,라트비아,천연가스[exajoules],exajoules,1997,0.03494
1140,라트비아,수력[exajoules],exajoules,1997,0.03144
1141,리투아니아,전체[exajoules],exajoules,1997,0.36157
1142,리투아니아,석탄[exajoules],exajoules,1997,0.00763
1143,리투아니아,석유[100만 톤],100만 톤,1997,3.398
1144,리투아니아,천연가스[exajoules],exajoules,1997,0.08384
1145,리투아니아,수력[exajoules],exajoules,1997,0.00314
1146,리투아니아,원자력[exajoules],exajoules,1997,0.12283
1147,룩셈부르크,전체[exajoules],exajoules,1997,0.12297
1148,룩셈부르크,석탄[exajoules],exajoules,1997,0.01237
1149,룩셈부르크,석유[100만 톤],100만 톤,1997,1.905
1150,룩셈부르크,천연가스[exajoules],exajoules,1997,0.02612
1151,룩셈부르크,수력[exajoules],exajoules,1997,0.00088
1152,북마케도니아,전체[exajoules],exajoules,1997,0.10805
1153,북마케도니아,석탄[exajoules],exajoules,1997,0.05417
1154,북마케도니아,석유[100만 톤],100만 톤,1997,1.03233
1155,북마케도니아,천연가스[exajoules],exajoules,1997,
1156,북마케도니아,수력[exajoules],exajoules,1997,0.00958
1157,네덜란드,전체[exajoules],exajoules,1997,3.59586
1158,네덜란드,석탄[exajoules],exajoules,1997,0.35
1159,네덜란드,석유[100만 톤],100만 톤,1997,38.97156
1160,네덜란드,천연가스[exajoules],exajoules,1997,1.5253
1161,네덜란드,수력[exajoules],exajoules,1997,0.00098
1162,네덜란드,원자력[exajoules],exajoules,1997,0.0246
1163,노르웨이,전체[exajoules],exajoules,1997,1.764
1164,노르웨이,석탄[exajoules],exajoules,1997,0.0399
1165,노르웨이,석유[100만 톤],100만 톤,1997,9.617
1166,노르웨이,천연가스[exajoules],exajoules,1997,0.13925
1167,노르웨이,수력[exajoules],exajoules,1997,1.16857
1168,폴란드,전체[exajoules],exajoules,1997,4.14915
1169,폴란드,석탄[exajoules],exajoules,1997,2.94104
1170,폴란드,석유[100만 톤],100만 톤,1997,18.18566
1171,폴란드,천연가스[exajoules],exajoules,1997,0.39429
1172,폴란드,수력[exajoules],exajoules,1997,0.02088
1173,포르투갈,전체[exajoules],exajoules,1997,0.92295
1174,포르투갈,석탄[exajoules],exajoules,1997,0.1493
1175,포르투갈,석유[100만 톤],100만 톤,1997,14.37276
1176,포르투갈,천연가스[exajoules],exajoules,1997,0.00362
1177,포르투갈,수력[exajoules],exajoules,1997,0.1395
1178,루마니아,전체[exajoules],exajoules,1997,1.88397
1179,루마니아,석탄[exajoules],exajoules,1997,0.40169
1180,루마니아,석유[100만 톤],100만 톤,1997,13.659
1181,루마니아,천연가스[exajoules],exajoules,1997,0.66731
1182,루마니아,수력[exajoules],exajoules,1997,0.18639
1183,루마니아,원자력[exajoules],exajoules,1997,0.05516
1184,러시아,전체[exajoules],exajoules,1997,25.23962
1185,러시아,석탄[exajoules],exajoules,1997,4.52321
1186,러시아,석유[100만 톤],100만 톤,1997,128.35527
1187,러시아,천연가스[exajoules],exajoules,1997,12.4347
1188,러시아,수력[exajoules],exajoules,1997,1.67591
1189,러시아,원자력[exajoules],exajoules,1997,1.10831
1190,슬로바키아,전체[exajoules],exajoules,1997,0.74636
1191,슬로바키아,석탄[exajoules],exajoules,1997,0.21057
1192,슬로바키아,석유[100만 톤],100만 톤,1997,3.393
1193,슬로바키아,천연가스[exajoules],exajoules,1997,0.23361
1194,슬로바키아,수력[exajoules],exajoules,1997,0.04326
1195,슬로바키아,원자력[exajoules],exajoules,1997,0.11311
1196,슬로베니아,전체[exajoules],exajoules,1997,0.28718
1197,슬로베니아,석탄[exajoules],exajoules,1997,0.05905
1198,슬로베니아,석유[100만 톤],100만 톤,1997,2.523
1199,슬로베니아,천연가스[exajoules],exajoules,1997,0.03343
1200,슬로베니아,수력[exajoules],exajoules,1997,0.0329
1201,슬로베니아,원자력[exajoules],exajoules,1997,0.05127
1202,스페인,전체[exajoules],exajoules,1997,4.74334
1203,스페인,석탄[exajoules],exajoules,1997,0.76849
1204,스페인,석유[100만 톤],100만 톤,1997,59.94157
1205,스페인,천연가스[exajoules],exajoules,1997,0.47336
1206,스페인,수력[exajoules],exajoules,1997,0.37022
1207,스페인,원자력[exajoules],exajoules,1997,0.56487
1208,스웨덴,전체[exajoules],exajoules,1997,2.42418
1209,스웨덴,석탄[exajoules],exajoules,1997,0.11025
1210,스웨덴,석유[100만 톤],100만 톤,1997,18.405
1211,스웨덴,천연가스[exajoules],exajoules,1997,0.02995
1212,스웨덴,수력[exajoules],exajoules,1997,0.73511
1213,스웨덴,원자력[exajoules],exajoules,1997,0.71432
1214,스위스,전체[exajoules],exajoules,1997,1.27914
1215,스위스,석탄[exajoules],exajoules,1997,0.00459
1216,스위스,석유[100만 톤],100만 톤,1997,12.836
1217,스위스,천연가스[exajoules],exajoules,1997,0.08645
1218,스위스,수력[exajoules],exajoules,1997,0.36243
1219,스위스,원자력[exajoules],exajoules,1997,0.25775
1220,우크라이나,전체[exajoules],exajoules,1997,5.9864
1221,우크라이나,석탄[exajoules],exajoules,1997,1.56754
1222,우크라이나,석유[100만 톤],100만 톤,1997,18.31
1223,우크라이나,천연가스[exajoules],exajoules,1997,2.71204
1224,우크라이나,수력[exajoules],exajoules,1997,0.10492
1225,우크라이나,원자력[exajoules],exajoules,1997,0.81141
1226,영국,전체[exajoules],exajoules,1997,9.468
1227,영국,석탄[exajoules],exajoules,1997,1.65663
1228,영국,석유[100만 톤],100만 톤,1997,81.692
1229,영국,천연가스[exajoules],exajoules,1997,3.18306
1230,영국,수력[exajoules],exajoules,1997,0.0468
1231,영국,원자력[exajoules],exajoules,1997,1.00257
1232,알제리,전체[exajoules],exajoules,1997,1.0723
1233,알제리,석탄[exajoules],exajoules,1997,0.02144
1234,알제리,석유[100만 톤],100만 톤,1997,7.986
1235,알제리,천연가스[exajoules],exajoules,1997,0.69854
1236,알제리,수력[exajoules],exajoules,1997,0.0008
1237,이집트,전체[exajoules],exajoules,1997,1.7298
1238,이집트,석탄[exajoules],exajoules,1997,0.03381
1239,이집트,석유[100만 톤],100만 톤,1997,25.962
1240,이집트,천연가스[exajoules],exajoules,1997,0.46431
1241,이집트,수력[exajoules],exajoules,1997,0.1253
1242,모로코,전체[exajoules],exajoules,1997,0.40087
1243,모로코,석탄[exajoules],exajoules,1997,0.08336
1244,모로코,석유[100만 톤],100만 톤,1997,6.822
1245,모로코,천연가스[exajoules],exajoules,1997,0.00108
1246,모로코,수력[exajoules],exajoules,1997,0.02217
1247,남아프리카공화국,전체[exajoules],exajoules,1997,4.19595
1248,남아프리카공화국,석탄[exajoules],exajoules,1997,3.09991
1249,남아프리카공화국,석유[100만 톤],100만 톤,1997,21.00095
1250,남아프리카공화국,천연가스[exajoules],exajoules,1997,0.03353
1251,남아프리카공화국,수력[exajoules],exajoules,1997,0.02227
1252,남아프리카공화국,원자력[exajoules],exajoules,1997,0.12919
1253,오스트레일리아,전체[exajoules],exajoules,1997,4.38224
1254,오스트레일리아,석탄[exajoules],exajoules,1997,1.90605
1255,오스트레일리아,석유[100만 톤],100만 톤,1997,36.74872
1256,오스트레일리아,천연가스[exajoules],exajoules,1997,0.6887
1257,오스트레일리아,수력[exajoules],exajoules,1997,0.16982
1258,뉴질랜드,전체[exajoules],exajoules,1997,0.78488
1259,뉴질랜드,석탄[exajoules],exajoules,1997,0.0523
1260,뉴질랜드,석유[100만 톤],100만 톤,1997,5.89972
1261,뉴질랜드,천연가스[exajoules],exajoules,1997,0.1973
1262,뉴질랜드,수력[exajoules],exajoules,1997,0.24759
1263,세계,전체[exajoules],exajoules,1998,380.27441
1264,세계,석탄[exajoules],exajoules,1998,94.96847
1265,세계,석유[100만 톤],100만 톤,1998,3464.14622
1266,세계,천연가스[exajoules],exajoules,1998,80.76239
1267,세계,수력[exajoules],exajoules,1998,27.47446
1268,세계,원자력[exajoules],exajoules,1998,24.83479
1269,대한민국,전체[exajoules],exajoules,1998,7.00693
1270,대한민국,석탄[exajoules],exajoules,1998,1.50937
1271,대한민국,석유[100만 톤],100만 톤,1998,92.06263
1272,대한민국,천연가스[exajoules],exajoules,1998,0.52143
1273,대한민국,수력[exajoules],exajoules,1998,0.04556
1274,대한민국,원자력[exajoules],exajoules,1998,0.91618
1275,아제르바이잔,전체[exajoules],exajoules,1998,0.45592
1276,아제르바이잔,석탄[exajoules],exajoules,1998,
1277,아제르바이잔,석유[100만 톤],100만 톤,1998,5.94737
1278,아제르바이잔,천연가스[exajoules],exajoules,1998,0.18361
1279,아제르바이잔,수력[exajoules],exajoules,1998,0.02077
1280,방글라데시,전체[exajoules],exajoules,1998,0.45201
1281,방글라데시,석탄[exajoules],exajoules,1998,0.00389
1282,방글라데시,석유[100만 톤],100만 톤,1998,3.793
1283,방글라데시,천연가스[exajoules],exajoules,1998,0.27671
1284,방글라데시,수력[exajoules],exajoules,1998,0.00921
1285,중국,전체[exajoules],exajoules,1998,39.60204
1286,중국,석탄[exajoules],exajoules,1998,28.33818
1287,중국,석유[100만 톤],100만 톤,1998,192.80095
1288,중국,천연가스[exajoules],exajoules,1998,0.73499
1289,중국,수력[exajoules],exajoules,1998,2.11722
1290,중국,원자력[exajoules],exajoules,1998,0.14403
1291,키프로스,전체[exajoules],exajoules,1998,0.09881
1292,키프로스,석탄[exajoules],exajoules,1998,0.00059
1293,키프로스,석유[100만 톤],100만 톤,1998,2.344
1294,홍콩,전체[exajoules],exajoules,1998,0.67044
1295,홍콩,석탄[exajoules],exajoules,1998,0.18284
1296,홍콩,석유[100만 톤],100만 톤,1998,8.902
1297,홍콩,천연가스[exajoules],exajoules,1998,0.10161
1298,인도,전체[exajoules],exajoules,1998,12.41819
1299,인도,석탄[exajoules],exajoules,1998,6.52917
1300,인도,석유[100만 톤],100만 톤,1998,92.527
1301,인도,천연가스[exajoules],exajoules,1998,0.84754
1302,인도,수력[exajoules],exajoules,1998,0.89028
1303,인도,원자력[exajoules],exajoules,1998,0.11616
1304,인도네시아,전체[exajoules],exajoules,1998,3.58405
1305,인도네시아,석탄[exajoules],exajoules,1998,0.35824
1306,인도네시아,석유[100만 톤],100만 톤,1998,46.207
1307,인도네시아,천연가스[exajoules],exajoules,1998,1.07636
1308,인도네시아,수력[exajoules],exajoules,1998,0.11032
1309,이란,전체[exajoules],exajoules,1998,4.44782
1310,이란,석탄[exajoules],exajoules,1998,0.05396
1311,이란,석유[100만 톤],100만 톤,1998,61.34343
1312,이란,천연가스[exajoules],exajoules,1998,1.66433
1313,이란,수력[exajoules],exajoules,1998,0.07971
1314,이란,원자력[exajoules],exajoules,1998,
1315,이라크,전체[exajoules],exajoules,1998,1.14399
1316,이라크,석유[100만 톤],100만 톤,1998,23.18805
1317,이라크,천연가스[exajoules],exajoules,1998,0.10089
1318,이라크,수력[exajoules],exajoules,1998,0.06597
1319,이스라엘,전체[exajoules],exajoules,1998,0.83806
1320,이스라엘,석탄[exajoules],exajoules,1998,0.24463
1321,이스라엘,석유[100만 톤],100만 톤,1998,13.98554
1322,이스라엘,천연가스[exajoules],exajoules,1998,0.0004
1323,이스라엘,수력[exajoules],exajoules,1998,0.00027
1324,일본,전체[exajoules],exajoules,1998,21.77885
1325,일본,석탄[exajoules],exajoules,1998,3.54499
1326,일본,석유[100만 톤],100만 톤,1998,260.79454
1327,일본,천연가스[exajoules],exajoules,1998,2.4899
1328,일본,수력[exajoules],exajoules,1998,0.94826
1329,일본,원자력[exajoules],exajoules,1998,3.32984
1330,카자흐스탄,전체[exajoules],exajoules,1998,1.55881
1331,카자흐스탄,석탄[exajoules],exajoules,1998,0.86348
1332,카자흐스탄,석유[100만 톤],100만 톤,1998,8.50533
1333,카자흐스탄,천연가스[exajoules],exajoules,1998,0.26507
1334,카자흐스탄,수력[exajoules],exajoules,1998,0.06537
1335,카자흐스탄,원자력[exajoules],exajoules,1998,0.0009
1336,쿠웨이트,전체[exajoules],exajoules,1998,0.68754
1337,쿠웨이트,석탄[exajoules],exajoules,1998,
1338,쿠웨이트,석유[100만 톤],100만 톤,1998,8.514
1339,쿠웨이트,천연가스[exajoules],exajoules,1998,0.32459
1340,말레이시아,전체[exajoules],exajoules,1998,1.78359
1341,말레이시아,석탄[exajoules],exajoules,1998,0.07243
1342,말레이시아,석유[100만 톤],100만 톤,1998,21.2986
1343,말레이시아,천연가스[exajoules],exajoules,1998,0.73583
1344,말레이시아,수력[exajoules],exajoules,1998,0.04745
1345,오만,전체[exajoules],exajoules,1998,0.24905
1346,오만,석탄[exajoules],exajoules,1998,0.0
1347,오만,석유[100만 톤],100만 톤,1998,2.09101
1348,오만,천연가스[exajoules],exajoules,1998,0.15811
1349,파키스탄,전체[exajoules],exajoules,1998,1.63386
1350,파키스탄,석탄[exajoules],exajoules,1998,0.08776
1351,파키스탄,석유[100만 톤],100만 톤,1998,17.59
1352,파키스탄,천연가스[exajoules],exajoules,1998,0.53507
1353,파키스탄,수력[exajoules],exajoules,1998,0.25663
1354,파키스탄,원자력[exajoules],exajoules,1998,0.00402
1355,필리핀,전체[exajoules],exajoules,1998,1.08024
1356,필리핀,석탄[exajoules],exajoules,1998,0.12431
1357,필리핀,석유[100만 톤],100만 톤,1998,18.88431
1358,필리핀,천연가스[exajoules],exajoules,1998,0.00032
1359,필리핀,수력[exajoules],exajoules,1998,0.05393
1360,카타르,전체[exajoules],exajoules,1998,0.488
1361,카타르,석탄[exajoules],exajoules,1998,
1362,카타르,석유[100만 톤],100만 톤,1998,1.85147
1363,카타르,천연가스[exajoules],exajoules,1998,0.40339
1364,사우디아라비아,전체[exajoules],exajoules,1998,4.50928
1365,사우디아라비아,석탄[exajoules],exajoules,1998,
1366,사우디아라비아,석유[100만 톤],100만 톤,1998,67.38468
1367,사우디아라비아,천연가스[exajoules],exajoules,1998,1.60124
1368,싱가포르,전체[exajoules],exajoules,1998,1.50663
1369,싱가포르,석탄[exajoules],exajoules,1998,
1370,싱가포르,석유[100만 톤],100만 톤,1998,34.3635
1371,싱가포르,천연가스[exajoules],exajoules,1998,0.0513
1372,스리랑카,전체[exajoules],exajoules,1998,0.16976
1373,스리랑카,석탄[exajoules],exajoules,1998,1e-05
1374,스리랑카,석유[100만 톤],100만 톤,1998,2.97725
1375,스리랑카,수력[exajoules],exajoules,1998,0.04168
1376,대만,전체[exajoules],exajoules,1998,3.2859
1377,대만,석탄[exajoules],exajoules,1998,0.96661
1378,대만,석유[100만 톤],100만 톤,1998,38.46518
1379,대만,천연가스[exajoules],exajoules,1998,0.22192
1380,대만,수력[exajoules],exajoules,1998,0.06602
1381,대만,원자력[exajoules],exajoules,1998,0.37659
1382,태국,전체[exajoules],exajoules,1998,2.43014
1383,태국,석탄[exajoules],exajoules,1998,0.30271
1384,태국,석유[100만 톤],100만 톤,1998,34.03959
1385,태국,천연가스[exajoules],exajoules,1998,0.59382
1386,태국,수력[exajoules],exajoules,1998,0.05417
1387,튀르키예,전체[exajoules],exajoules,1998,2.99047
1388,튀르키예,석탄[exajoules],exajoules,1998,0.90276
1389,튀르키예,석유[100만 톤],100만 톤,1998,29.726
1390,튀르키예,천연가스[exajoules],exajoules,1998,0.35404
1391,튀르키예,수력[exajoules],exajoules,1998,0.44953
1392,투르크메니스탄,전체[exajoules],exajoules,1998,0.5063
1393,투르크메니스탄,석탄[exajoules],exajoules,1998,
1394,투르크메니스탄,석유[100만 톤],100만 톤,1998,3.10475
1395,투르크메니스탄,천연가스[exajoules],exajoules,1998,0.37179
1396,투르크메니스탄,수력[exajoules],exajoules,1998,6e-05
1397,아랍에미리트,전체[exajoules],exajoules,1998,1.92281
1398,아랍에미리트,석탄[exajoules],exajoules,1998,
1399,아랍에미리트,석유[100만 톤],100만 톤,1998,20.174
1400,아랍에미리트,천연가스[exajoules],exajoules,1998,1.06669
1401,아랍에미리트,원자력[exajoules],exajoules,1998,
1402,우즈베키스탄,전체[exajoules],exajoules,1998,1.8654
1403,우즈베키스탄,석탄[exajoules],exajoules,1998,0.03476
1404,우즈베키스탄,석유[100만 톤],100만 톤,1998,6.793
1405,우즈베키스탄,천연가스[exajoules],exajoules,1998,1.47956
1406,우즈베키스탄,수력[exajoules],exajoules,1998,0.06129
1407,베트남,전체[exajoules],exajoules,1998,0.6538
1408,베트남,석탄[exajoules],exajoules,1998,0.19955
1409,베트남,석유[100만 톤],100만 톤,1998,7.06183
1410,베트남,천연가스[exajoules],exajoules,1998,0.03127
1411,베트남,수력[exajoules],exajoules,1998,0.11811
1412,캐나다,전체[exajoules],exajoules,1998,12.38821
1413,캐나다,석탄[exajoules],exajoules,1998,1.25718
1414,캐나다,석유[100만 톤],100만 톤,1998,91.24626
1415,캐나다,천연가스[exajoules],exajoules,1998,2.83526
1416,캐나다,수력[exajoules],exajoules,1998,3.52216
1417,캐나다,원자력[exajoules],exajoules,1998,0.72519
1418,멕시코,전체[exajoules],exajoules,1998,5.66702
1419,멕시코,석탄[exajoules],exajoules,1998,0.24605
1420,멕시코,석유[100만 톤],100만 톤,1998,87.4556
1421,멕시코,천연가스[exajoules],exajoules,1998,1.20524
1422,멕시코,수력[exajoules],exajoules,1998,0.2618
1423,멕시코,원자력[exajoules],exajoules,1998,0.09464
1424,미국,전체[exajoules],exajoules,1998,91.8481
1425,미국,석탄[exajoules],exajoules,1998,21.70562
1426,미국,석유[100만 톤],100만 톤,1998,846.82618
1427,미국,천연가스[exajoules],exajoules,1998,21.67845
1428,미국,수력[exajoules],exajoules,1998,3.42869
1429,미국,원자력[exajoules],exajoules,1998,7.24411
1430,아르헨티나,전체[exajoules],exajoules,1998,2.47833
1431,아르헨티나,석탄[exajoules],exajoules,1998,0.02965
1432,아르헨티나,석유[100만 톤],100만 톤,1998,23.926
1433,아르헨티나,천연가스[exajoules],exajoules,1998,1.06816
1434,아르헨티나,수력[exajoules],exajoules,1998,0.28184
1435,아르헨티나,원자력[exajoules],exajoules,1998,0.07613
1436,브라질,전체[exajoules],exajoules,1998,8.0249
1437,브라질,석탄[exajoules],exajoules,1998,0.50414
1438,브라질,석유[100만 톤],100만 톤,1998,86.69022
1439,브라질,천연가스[exajoules],exajoules,1998,0.23627
1440,브라질,수력[exajoules],exajoules,1998,3.10274
1441,브라질,원자력[exajoules],exajoules,1998,0.03335
1442,칠레,전체[exajoules],exajoules,1998,1.01331
1443,칠레,석탄[exajoules],exajoules,1998,0.16867
1444,칠레,석유[100만 톤],100만 톤,1998,11.96667
1445,칠레,천연가스[exajoules],exajoules,1998,0.14318
1446,칠레,수력[exajoules],exajoules,1998,0.16965
1447,콜롬비아,전체[exajoules],exajoules,1998,1.24748
1448,콜롬비아,석탄[exajoules],exajoules,1998,0.13195
1449,콜롬비아,석유[100만 톤],100만 톤,1998,12.44625
1450,콜롬비아,천연가스[exajoules],exajoules,1998,0.23719
1451,콜롬비아,수력[exajoules],exajoules,1998,0.32768
1452,에콰도르,전체[exajoules],exajoules,1998,0.43504
1453,에콰도르,석탄[exajoules],exajoules,1998,3e-05
1454,에콰도르,석유[100만 톤],100만 톤,1998,8.268
1455,에콰도르,천연가스[exajoules],exajoules,1998,0.01147
1456,에콰도르,수력[exajoules],exajoules,1998,0.06926
1457,페루,전체[exajoules],exajoules,1998,0.50056
1458,페루,석탄[exajoules],exajoules,1998,0.01871
1459,페루,석유[100만 톤],100만 톤,1998,7.389
1460,페루,천연가스[exajoules],exajoules,1998,0.01417
1461,페루,수력[exajoules],exajoules,1998,0.14699
1462,트리니다드토바고,전체[exajoules],exajoules,1998,0.36825
1463,트리니다드토바고,석유[100만 톤],100만 톤,1998,0.98
1464,트리니다드토바고,천연가스[exajoules],exajoules,1998,0.3256
1465,베네수엘라,전체[exajoules],exajoules,1998,2.70633
1466,베네수엘라,석탄[exajoules],exajoules,1998,0.0015
1467,베네수엘라,석유[100만 톤],100만 톤,1998,18.26138
1468,베네수엘라,천연가스[exajoules],exajoules,1998,1.29213
1469,베네수엘라,수력[exajoules],exajoules,1998,0.6166
1470,오스트리아,전체[exajoules],exajoules,1998,1.40129
1471,오스트리아,석탄[exajoules],exajoules,1998,0.13619
1472,오스트리아,석유[100만 톤],100만 톤,1998,12.978
1473,오스트리아,천연가스[exajoules],exajoules,1998,0.28875
1474,오스트리아,수력[exajoules],exajoules,1998,0.39561
1475,벨라루스,전체[exajoules],exajoules,1998,0.91566
1476,벨라루스,석탄[exajoules],exajoules,1998,0.04523
1477,벨라루스,석유[100만 톤],100만 톤,1998,8.55
1478,벨라루스,천연가스[exajoules],exajoules,1998,0.50613
1479,벨라루스,수력[exajoules],exajoules,1998,0.0003
1480,벨라루스,원자력[exajoules],exajoules,1998,
1481,벨기에,전체[exajoules],exajoules,1998,2.64739
1482,벨기에,석탄[exajoules],exajoules,1998,0.32932
1483,벨기에,석유[100만 톤],100만 톤,1998,30.6581
1484,벨기에,천연가스[exajoules],exajoules,1998,0.52072
1485,벨기에,수력[exajoules],exajoules,1998,0.00414
1486,벨기에,원자력[exajoules],exajoules,1998,0.47158
1487,불가리아,전체[exajoules],exajoules,1998,0.89014
1488,불가리아,석탄[exajoules],exajoules,1998,0.3465
1489,불가리아,석유[100만 톤],100만 톤,1998,4.832
1490,불가리아,천연가스[exajoules],exajoules,1998,0.12997
1491,불가리아,수력[exajoules],exajoules,1998,0.03266
1492,불가리아,원자력[exajoules],exajoules,1998,0.17262
1493,크로아티아,전체[exajoules],exajoules,1998,0.35543
1494,크로아티아,석탄[exajoules],exajoules,1998,0.00974
1495,크로아티아,석유[100만 톤],100만 톤,1998,4.493
1496,크로아티아,천연가스[exajoules],exajoules,1998,0.09042
1497,크로아티아,수력[exajoules],exajoules,1998,0.0641
1498,체코,전체[exajoules],exajoules,1998,1.68578
1499,체코,석탄[exajoules],exajoules,1998,0.85321
1500,체코,석유[100만 톤],100만 톤,1998,8.22134
1501,체코,천연가스[exajoules],exajoules,1998,0.32177
1502,체코,수력[exajoules],exajoules,1998,0.01486
1503,체코,원자력[exajoules],exajoules,1998,0.13461
1504,덴마크,전체[exajoules],exajoules,1998,0.91329
1505,덴마크,석탄[exajoules],exajoules,1998,0.23591
1506,덴마크,석유[100만 톤],100만 톤,1998,10.714
1507,덴마크,천연가스[exajoules],exajoules,1998,0.17747
1508,덴마크,수력[exajoules],exajoules,1998,0.00029
1509,에스토니아,전체[exajoules],exajoules,1998,0.21
1510,에스토니아,석탄[exajoules],exajoules,1998,0.12796
1511,에스토니아,석유[100만 톤],100만 톤,1998,1.333
1512,에스토니아,천연가스[exajoules],exajoules,1998,0.0248
1513,에스토니아,수력[exajoules],exajoules,1998,
1514,핀란드,전체[exajoules],exajoules,1998,1.31128
1515,핀란드,석탄[exajoules],exajoules,1998,0.22874
1516,핀란드,석유[100만 톤],100만 톤,1998,10.521
1517,핀란드,천연가스[exajoules],exajoules,1998,0.13873
1518,핀란드,수력[exajoules],exajoules,1998,0.16022
1519,핀란드,원자력[exajoules],exajoules,1998,0.22323
1520,프랑스,전체[exajoules],exajoules,1998,10.934
1521,프랑스,석탄[exajoules],exajoules,1998,0.7087
1522,프랑스,석유[100만 톤],100만 톤,1998,95.9761
1523,프랑스,천연가스[exajoules],exajoules,1998,1.39894
1524,프랑스,수력[exajoules],exajoules,1998,0.66099
1525,프랑스,원자력[exajoules],exajoules,1998,3.96334
1526,독일,전체[exajoules],exajoules,1998,14.47067
1527,독일,석탄[exajoules],exajoules,1998,3.57304
1528,독일,석유[100만 톤],100만 톤,1998,136.49117
1529,독일,천연가스[exajoules],exajoules,1998,3.01914
1530,독일,수력[exajoules],exajoules,1998,0.20228
1531,독일,원자력[exajoules],exajoules,1998,1.65075
1532,그리스,전체[exajoules],exajoules,1998,1.27718
1533,그리스,석탄[exajoules],exajoules,1998,0.37062
1534,그리스,석유[100만 톤],100만 톤,1998,19.584
1535,그리스,천연가스[exajoules],exajoules,1998,0.02932
1536,그리스,수력[exajoules],exajoules,1998,0.03957
1537,헝가리,전체[exajoules],exajoules,1998,1.04212
1538,헝가리,석탄[exajoules],exajoules,1998,0.16658
1539,헝가리,석유[100만 톤],100만 톤,1998,7.438
1540,헝가리,천연가스[exajoules],exajoules,1998,0.40931
1541,헝가리,수력[exajoules],exajoules,1998,0.00165
1542,헝가리,원자력[exajoules],exajoules,1998,0.14249
1543,아이슬란드,전체[exajoules],exajoules,1998,0.10285
1544,아이슬란드,석탄[exajoules],exajoules,1998,0.00245
1545,아이슬란드,석유[100만 톤],100만 톤,1998,0.784
1546,아이슬란드,수력[exajoules],exajoules,1998,0.05978
1547,아일랜드,전체[exajoules],exajoules,1998,0.5645
1548,아일랜드,석탄[exajoules],exajoules,1998,0.11955
1549,아일랜드,석유[100만 톤],100만 톤,1998,7.34181
1550,아일랜드,천연가스[exajoules],exajoules,1998,0.11757
1551,아일랜드,수력[exajoules],exajoules,1998,0.00975
1552,이탈리아,전체[exajoules],exajoules,1998,7.25249
1553,이탈리아,석탄[exajoules],exajoules,1998,0.49162
1554,이탈리아,석유[100만 톤],100만 톤,1998,96.664
1555,이탈리아,천연가스[exajoules],exajoules,1998,2.1562
1556,이탈리아,수력[exajoules],exajoules,1998,0.43879
1557,라트비아,전체[exajoules],exajoules,1998,0.16366
1558,라트비아,석탄[exajoules],exajoules,1998,0.00691
1559,라트비아,석유[100만 톤],100만 톤,1998,1.668
1560,라트비아,천연가스[exajoules],exajoules,1998,0.03952
1561,라트비아,수력[exajoules],exajoules,1998,0.04594
1562,리투아니아,전체[exajoules],exajoules,1998,0.38822
1563,리투아니아,석탄[exajoules],exajoules,1998,0.00666
1564,리투아니아,석유[100만 톤],100만 톤,1998,3.909
1565,리투아니아,천연가스[exajoules],exajoules,1998,0.07343
1566,리투아니아,수력[exajoules],exajoules,1998,0.00444
1567,리투아니아,원자력[exajoules],exajoules,1998,0.13845
1568,룩셈부르크,전체[exajoules],exajoules,1998,0.11876
1569,룩셈부르크,석탄[exajoules],exajoules,1998,0.00412
1570,룩셈부르크,석유[100만 톤],100만 톤,1998,1.98
1571,룩셈부르크,천연가스[exajoules],exajoules,1998,0.02638
1572,룩셈부르크,수력[exajoules],exajoules,1998,0.00122
1573,북마케도니아,전체[exajoules],exajoules,1998,0.12213
1574,북마케도니아,석탄[exajoules],exajoules,1998,0.07004
1575,북마케도니아,석유[100만 톤],100만 톤,1998,0.93441
1576,북마케도니아,천연가스[exajoules],exajoules,1998,0.00069
1577,북마케도니아,수력[exajoules],exajoules,1998,0.01153
1578,네덜란드,전체[exajoules],exajoules,1998,3.62139
1579,네덜란드,석탄[exajoules],exajoules,1998,0.357
1580,네덜란드,석유[100만 톤],100만 톤,1998,39.42559
1581,네덜란드,천연가스[exajoules],exajoules,1998,1.5062
1582,네덜란드,수력[exajoules],exajoules,1998,0.0012
1583,네덜란드,원자력[exajoules],exajoules,1998,0.03891
1584,노르웨이,전체[exajoules],exajoules,1998,1.83527
1585,노르웨이,석탄[exajoules],exajoules,1998,0.0433
1586,노르웨이,석유[100만 톤],100만 톤,1998,9.631
1587,노르웨이,천연가스[exajoules],exajoules,1998,0.14223
1588,노르웨이,수력[exajoules],exajoules,1998,1.23168
1589,폴란드,전체[exajoules],exajoules,1998,3.97512
1590,폴란드,석탄[exajoules],exajoules,1998,2.65005
1591,폴란드,석유[100만 톤],100만 톤,1998,20.80635
1592,폴란드,천연가스[exajoules],exajoules,1998,0.39834
1593,폴란드,수력[exajoules],exajoules,1998,0.02458
1594,포르투갈,전체[exajoules],exajoules,1998,1.00617
