,국가별,항목,연도,value
5886,캄보디아,전체,2003,635.0
5887,캄보디아,가연성 연료,2003,594.0
5888,캄보디아,수력,2003,41.0
5889,캄보디아,태양열,2003,
5890,중국,전체,2003,1910575.3
5891,중국,가연성 연료,2003,1580361.3
5892,중국,수력,2003,283681.0
5893,중국,원자력,2003,43342.0
5894,중국,풍력,2003,
5895,중국,태양열,2003,
5896,중국,기타,2003,3191.0
5897,키프로스,전체,2003,4052.0
5898,키프로스,가연성 연료,2003,4052.0
5899,키프로스,풍력,2003,
5900,키프로스,태양열,2003,
5901,조지아,전체,2003,7160.0
5902,조지아,가연성 연료,2003,634.0
5903,조지아,수력,2003,6526.0
5904,조지아,풍력,2003,
5905,홍콩,전체,2003,35506.0
5906,홍콩,가연성 연료,2003,35506.0
5907,인도,전체,2003,633372.0
5908,인도,가연성 연료,2003,536851.0
5909,인도,수력,2003,75339.0
5910,인도,원자력,2003,17780.0
5911,인도,풍력,2003,3402.0
5912,인도,태양열,2003,
5913,인도,기타,2003,
5914,인도네시아,전체,2003,112944.0
5915,인도네시아,가연성 연료,2003,97548.0
5916,인도네시아,수력,2003,9081.0
5917,인도네시아,풍력,2003,
5918,인도네시아,태양열,2003,
5919,인도네시아,기타,2003,6315.0
5920,이란,전체,2003,153879.0
5921,이란,가연성 연료,2003,142754.0
5922,이란,수력,2003,11098.0
5923,이란,원자력,2003,
5924,이란,풍력,2003,27.0
5925,이란,태양열,2003,
5926,이라크,전체,2003,28340.0
5927,이라크,가연성 연료,2003,27907.0
5928,이라크,수력,2003,433.0
5929,이라크,태양열,2003,
5930,이스라엘,전체,2003,47041.0
5931,이스라엘,가연성 연료,2003,46998.0
5932,이스라엘,수력,2003,31.0
5933,이스라엘,풍력,2003,12.0
5934,이스라엘,태양열,2003,
5935,이스라엘,기타,2003,
5936,일본,전체,2003,1058878.0
5937,일본,가연성 연료,2003,688470.0
5938,일본,수력,2003,104137.0
5939,일본,원자력,2003,240013.0
5940,일본,풍력,2003,833.0
5941,일본,태양열,2003,857.0
5942,일본,기타,2003,24568.0
5943,요르단,전체,2003,8044.0
5944,요르단,가연성 연료,2003,7988.0
5945,요르단,수력,2003,53.0
5946,요르단,풍력,2003,3.0
5947,요르단,태양열,2003,
5948,카자흐스탄,전체,2003,63866.0
5949,카자흐스탄,가연성 연료,2003,55241.0
5950,카자흐스탄,수력,2003,8625.0
5951,카자흐스탄,풍력,2003,
5952,카자흐스탄,태양열,2003,
5953,북한,전체,2003,20998.0
5954,북한,가연성 연료,2003,9278.0
5955,북한,수력,2003,11720.0
5956,북한,태양열,2003,
5957,쿠웨이트,전체,2003,39802.0
5958,쿠웨이트,가연성 연료,2003,39802.0
5959,쿠웨이트,풍력,2003,
5960,쿠웨이트,태양열,2003,
5961,키르기스스탄,전체,2003,15576.0
5962,키르기스스탄,가연성 연료,2003,2060.0
5963,키르기스스탄,수력,2003,13516.0
5964,레바논,전체,2003,12582.0
5965,레바논,가연성 연료,2003,11220.0
5966,레바논,수력,2003,1362.0
5967,레바논,태양열,2003,
5968,말레이시아,전체,2003,78427.0
5969,말레이시아,가연성 연료,2003,72677.0
5970,말레이시아,수력,2003,5750.0
5971,말레이시아,태양열,2003,
5972,몽골,전체,2003,3138.0
5973,몽골,가연성 연료,2003,3138.0
5974,몽골,수력,2003,
5975,몽골,풍력,2003,
5976,몽골,태양열,2003,
5977,미얀마,전체,2003,5426.0
5978,미얀마,가연성 연료,2003,3176.0
5979,미얀마,수력,2003,2250.0
5980,미얀마,태양열,2003,
5981,마요트,전체,2003,127.0
5982,마요트,가연성 연료,2003,127.0
5983,마요트,태양열,2003,
5984,네팔,전체,2003,2267.0
5985,네팔,가연성 연료,2003,4.0
5986,네팔,수력,2003,2263.0
5987,네팔,풍력,2003,
5988,네팔,태양열,2003,
5989,오만,전체,2003,10714.0
5990,오만,가연성 연료,2003,10714.0
5991,오만,태양열,2003,
5992,파키스탄,전체,2003,80825.94445
5993,파키스탄,가연성 연료,2003,52121.94445
5994,파키스탄,수력,2003,26944.0
5995,파키스탄,원자력,2003,1760.0
5996,파키스탄,풍력,2003,
5997,파키스탄,태양열,2003,
5998,파키스탄,기타,2003,
5999,팔레스타인,전체,2003,342.4
6000,팔레스타인,가연성 연료,2003,342.4
6001,팔레스타인,태양열,2003,
6002,필리핀,전체,2003,52897.0
6003,필리핀,가연성 연료,2003,35189.0
6004,필리핀,수력,2003,7886.0
6005,필리핀,풍력,2003,0.0
6006,필리핀,태양열,2003,
6007,필리핀,기타,2003,9822.0
6008,카타르,전체,2003,12012.0
6009,카타르,가연성 연료,2003,12012.0
6010,사우디아라비아,전체,2003,153000.609
6011,사우디아라비아,가연성 연료,2003,153000.0
6012,사우디아라비아,풍력,2003,
6013,사우디아라비아,태양열,2003,0.609
6014,싱가포르,전체,2003,35331.0
6015,싱가포르,가연성 연료,2003,35331.0
6016,싱가포르,태양열,2003,
6017,스리랑카,전체,2003,8125.34
6018,스리랑카,가연성 연료,2003,4800.3
6019,스리랑카,수력,2003,3318.3
6020,스리랑카,풍력,2003,3.406
6021,스리랑카,태양열,2003,3.334
6022,시리아,전체,2003,30366.0
6023,시리아,가연성 연료,2003,27608.0
6024,시리아,수력,2003,2758.0
6025,타지키스탄,전체,2003,16509.0
6026,타지키스탄,가연성 연료,2003,173.0
6027,타지키스탄,수력,2003,16336.0
6028,태국,전체,2003,116982.9
6029,태국,가연성 연료,2003,109682.0
6030,태국,수력,2003,7299.0
6031,태국,풍력,2003,0.3
6032,태국,태양열,2003,
6033,태국,기타,2003,1.6
6034,튀르키예,전체,2003,140581.0
6035,튀르키예,가연성 연료,2003,105070.0
6036,튀르키예,수력,2003,35330.0
6037,튀르키예,풍력,2003,61.0
6038,튀르키예,태양열,2003,
6039,튀르키예,기타,2003,120.0
6040,투르크메니스탄,전체,2003,10800.0
6041,투르크메니스탄,가연성 연료,2003,10797.0
6042,투르크메니스탄,수력,2003,3.0
6043,아랍에미리트,전체,2003,49450.0
6044,아랍에미리트,가연성 연료,2003,49450.0
6045,아랍에미리트,태양열,2003,
6046,우즈베키스탄,전체,2003,49400.0
6047,우즈베키스탄,가연성 연료,2003,41780.0
6048,우즈베키스탄,수력,2003,7620.0
6049,우즈베키스탄,풍력,2003,
6050,우즈베키스탄,태양열,2003,
6051,베트남,전체,2003,40925.0
6052,베트남,가연성 연료,2003,21939.0
6053,베트남,수력,2003,18986.0
6054,베트남,풍력,2003,
6055,베트남,태양열,2003,
6056,예멘,전체,2003,4096.0
6057,예멘,가연성 연료,2003,4096.0
6058,예멘,태양열,2003,
6059,캐나다,전체,2003,590044.0
6060,캐나다,가연성 연료,2003,176714.0
6061,캐나다,수력,2003,337556.0
6062,캐나다,원자력,2003,74892.0
6063,캐나다,풍력,2003,826.0
6064,캐나다,태양열,2003,23.0
6065,캐나다,기타,2003,33.0
6066,멕시코,전체,2003,236217.0
6067,멕시코,가연성 연료,2003,199526.0
6068,멕시코,수력,2003,19880.0
6069,멕시코,원자력,2003,10502.0
6070,멕시코,풍력,2003,19.0
6071,멕시코,태양열,2003,8.0
6072,멕시코,기타,2003,6282.0
6073,미국,전체,2003,4081764.0
6074,미국,가연성 연료,2003,2960065.0
6075,미국,수력,2003,305724.0
6076,미국,원자력,2003,787818.0
6077,미국,풍력,2003,11300.0
6078,미국,태양열,2003,848.0
6079,미국,기타,2003,16009.0
6080,아르헨티나,전체,2003,92609.0
6081,아르헨티나,가연성 연료,2003,51124.0
6082,아르헨티나,수력,2003,33841.0
6083,아르헨티나,원자력,2003,7566.0
6084,아르헨티나,풍력,2003,78.0
6085,아르헨티나,태양열,2003,
6086,볼리비아,전체,2003,4391.0
6087,볼리비아,가연성 연료,2003,2362.0
6088,볼리비아,수력,2003,2029.0
6089,볼리비아,풍력,2003,
6090,볼리비아,태양열,2003,
6091,브라질,전체,2003,364339.0
6092,브라질,가연성 연료,2003,45365.0
6093,브라질,수력,2003,305616.0
6094,브라질,원자력,2003,13358.0
6095,브라질,풍력,2003,
6096,브라질,태양열,2003,
6097,브라질,기타,2003,
6098,칠레,전체,2003,46829.0
6099,칠레,가연성 연료,2003,25148.0
6100,칠레,수력,2003,21674.0
6101,칠레,풍력,2003,7.0
6102,칠레,태양열,2003,
6103,칠레,기타,2003,
6104,콜롬비아,전체,2003,47682.0
6105,콜롬비아,가연성 연료,2003,11466.0
6106,콜롬비아,수력,2003,36216.0
6107,콜롬비아,풍력,2003,0.0
6108,콜롬비아,태양열,2003,
6109,코스타리카,전체,2003,7566.0
6110,코스타리카,가연성 연료,2003,417.0
6111,코스타리카,수력,2003,5923.0
6112,코스타리카,풍력,2003,306.0
6113,코스타리카,태양열,2003,
6114,코스타리카,기타,2003,920.0
6115,쿠바,전체,2003,15811.0
6116,쿠바,가연성 연료,2003,15683.0
6117,쿠바,수력,2003,128.0
6118,쿠바,풍력,2003,
6119,쿠바,태양열,2003,
6120,도미니카공화국,전체,2003,14279.4
6121,도미니카공화국,가연성 연료,2003,12905.61
6122,도미니카공화국,수력,2003,1373.79
6123,도미니카공화국,풍력,2003,
6124,도미니카공화국,태양열,2003,
6125,에콰도르,전체,2003,11546.0
6126,에콰도르,가연성 연료,2003,4365.0
6127,에콰도르,수력,2003,7181.0
6128,에콰도르,풍력,2003,
6129,에콰도르,태양열,2003,
6130,에콰도르,기타,2003,
6131,엘살바도르,전체,2003,4424.0
6132,엘살바도르,가연성 연료,2003,1932.0
6133,엘살바도르,수력,2003,1466.0
6134,엘살바도르,풍력,2003,
6135,엘살바도르,태양열,2003,
6136,엘살바도르,기타,2003,1026.0
6137,과테말라,전체,2003,6561.0
6138,과테말라,가연성 연료,2003,4056.0
6139,과테말라,수력,2003,2505.0
6140,과테말라,풍력,2003,
6141,과테말라,태양열,2003,
6142,과테말라,기타,2003,
6143,아이티,전체,2003,535.0
6144,아이티,가연성 연료,2003,280.0
6145,아이티,수력,2003,255.0
6146,아이티,태양열,2003,
6147,온두라스,전체,2003,4530.0
6148,온두라스,가연성 연료,2003,2356.0
6149,온두라스,수력,2003,2174.0
6150,온두라스,풍력,2003,
6151,온두라스,태양열,2003,
6152,온두라스,기타,2003,
6153,자메이카,전체,2003,7146.0
6154,자메이카,가연성 연료,2003,7000.0
6155,자메이카,수력,2003,146.0
6156,자메이카,풍력,2003,
6157,자메이카,태양열,2003,
6158,네덜란드령 안틸레스,전체,2003,1181.0
6159,네덜란드령 안틸레스,가연성 연료,2003,1181.0
6160,니카라과,전체,2003,2708.0
6161,니카라과,가연성 연료,2003,2139.0
6162,니카라과,수력,2003,298.0
6163,니카라과,풍력,2003,
6164,니카라과,태양열,2003,
6165,니카라과,기타,2003,271.0
6166,파나마,전체,2003,5582.0
6167,파나마,가연성 연료,2003,2759.0
6168,파나마,수력,2003,2823.0
6169,파나마,풍력,2003,
6170,파나마,태양열,2003,
6171,파라과이,전체,2003,51762.11
6172,파라과이,가연성 연료,2003,1.0
6173,파라과이,수력,2003,51761.11
6174,페루,전체,2003,23128.0
6175,페루,가연성 연료,2003,4593.0
6176,페루,수력,2003,18534.0
6177,페루,풍력,2003,1.0
6178,페루,태양열,2003,
6179,수리남,전체,2003,1328.3
6180,수리남,가연성 연료,2003,556.2
6181,수리남,수력,2003,772.1
6182,수리남,태양열,2003,
6183,트리니다드토바고,전체,2003,6437.0
6184,트리니다드토바고,가연성 연료,2003,6436.0
6185,트리니다드토바고,풍력,2003,
6186,트리니다드토바고,태양열,2003,1.0
6187,우루과이,전체,2003,8578.0
6188,우루과이,가연성 연료,2003,49.0
6189,우루과이,수력,2003,8529.0
6190,우루과이,풍력,2003,
6191,우루과이,태양열,2003,
6192,베네수엘라,전체,2003,91944.0
6193,베네수엘라,가연성 연료,2003,31412.0
6194,베네수엘라,수력,2003,60532.0
6195,베네수엘라,풍력,2003,
6196,베네수엘라,태양열,2003,
6197,베네수엘라,기타,2003,
6198,퀴라소,전체,2003,
6199,퀴라소,가연성 연료,2003,
6200,퀴라소,풍력,2003,
6201,퀴라소,태양열,2003,
6202,알바니아,전체,2003,5250.0
6203,알바니아,가연성 연료,2003,81.0
6204,알바니아,수력,2003,5169.0
6205,알바니아,태양열,2003,
6206,오스트리아,전체,2003,60174.0
6207,오스트리아,가연성 연료,2003,24475.0
6208,오스트리아,수력,2003,35292.0
6209,오스트리아,풍력,2003,372.0
6210,오스트리아,태양열,2003,15.0
6211,오스트리아,기타,2003,20.0
6212,벨라루스,전체,2003,26627.0
6213,벨라루스,가연성 연료,2003,26599.0
6214,벨라루스,수력,2003,28.0
6215,벨라루스,원자력,2003,
6216,벨라루스,풍력,2003,0.0
6217,벨라루스,태양열,2003,
6218,벨기에,전체,2003,84630.0
6219,벨기에,가연성 연료,2003,35847.0
6220,벨기에,수력,2003,1316.0
6221,벨기에,원자력,2003,47379.0
6222,벨기에,풍력,2003,88.0
6223,벨기에,태양열,2003,
6224,벨기에,기타,2003,
6225,보스니아-헤르체고비나,전체,2003,11266.0
6226,보스니아-헤르체고비나,가연성 연료,2003,6765.0
6227,보스니아-헤르체고비나,수력,2003,4501.0
6228,보스니아-헤르체고비나,풍력,2003,
6229,보스니아-헤르체고비나,태양열,2003,
6230,불가리아,전체,2003,42600.0
6231,불가리아,가연성 연료,2003,22019.0
6232,불가리아,수력,2003,3301.0
6233,불가리아,원자력,2003,17280.0
6234,불가리아,풍력,2003,
6235,불가리아,태양열,2003,
6236,불가리아,기타,2003,
6237,크로아티아,전체,2003,13252.0
6238,크로아티아,가연성 연료,2003,7734.0
6239,크로아티아,수력,2003,5518.0
6240,크로아티아,풍력,2003,0.0
6241,크로아티아,태양열,2003,
6242,크로아티아,기타,2003,
6243,체코,전체,2003,83227.0
6244,체코,가연성 연료,2003,55556.0
6245,체코,수력,2003,1794.0
6246,체코,원자력,2003,25872.0
6247,체코,풍력,2003,5.0
6248,체코,태양열,2003,
6249,체코,기타,2003,
6250,덴마크,전체,2003,46186.0
6251,덴마크,가연성 연료,2003,40583.0
6252,덴마크,수력,2003,21.0
6253,덴마크,풍력,2003,5561.0
6254,덴마크,태양열,2003,2.0
6255,덴마크,기타,2003,19.0
6256,에스토니아,전체,2003,10159.0
6257,에스토니아,가연성 연료,2003,10140.0
6258,에스토니아,수력,2003,13.0
6259,에스토니아,풍력,2003,6.0
6260,에스토니아,태양열,2003,
6261,핀란드,전체,2003,84326.0
6262,핀란드,가연성 연료,2003,51662.0
6263,핀란드,수력,2003,9591.0
6264,핀란드,원자력,2003,22731.0
6265,핀란드,풍력,2003,93.0
6266,핀란드,태양열,2003,2.0
6267,핀란드,기타,2003,247.0
6268,프랑스,전체,2003,566838.0
6269,프랑스,가연성 연료,2003,60604.0
6270,프랑스,수력,2003,64278.0
6271,프랑스,원자력,2003,441070.0
6272,프랑스,풍력,2003,388.0
6273,프랑스,태양열,2003,8.0
6274,프랑스,기타,2003,490.0
6275,독일,전체,2003,608779.0
6276,독일,가연성 연료,2003,399673.0
6277,독일,수력,2003,22897.0
6278,독일,원자력,2003,165060.0
6279,독일,풍력,2003,18713.0
6280,독일,태양열,2003,313.0
6281,독일,기타,2003,2123.0
6282,지브롤터,전체,2003,134.0
6283,지브롤터,가연성 연료,2003,134.0
6284,지브롤터,기타,2003,
6285,그리스,전체,2003,58471.0
6286,그리스,가연성 연료,2003,52118.0
6287,그리스,수력,2003,5332.0
6288,그리스,풍력,2003,1021.0
6289,그리스,태양열,2003,
6290,헝가리,전체,2003,34145.0
6291,헝가리,가연성 연료,2003,22957.0
6292,헝가리,수력,2003,171.0
6293,헝가리,원자력,2003,11013.0
6294,헝가리,풍력,2003,4.0
6295,헝가리,태양열,2003,
6296,헝가리,기타,2003,
6297,아이슬란드,전체,2003,8500.0
6298,아이슬란드,가연성 연료,2003,6.0
6299,아이슬란드,수력,2003,7088.0
6300,아이슬란드,풍력,2003,
6301,아이슬란드,기타,2003,1406.0
6302,아일랜드,전체,2003,25219.0
6303,아일랜드,가연성 연료,2003,23809.0
6304,아일랜드,수력,2003,956.0
6305,아일랜드,풍력,2003,454.0
6306,아일랜드,태양열,2003,
6307,이탈리아,전체,2003,293885.0
6308,이탈리아,가연성 연료,2003,241897.0
6309,이탈리아,수력,2003,44277.0
6310,이탈리아,풍력,2003,1458.0
6311,이탈리아,태양열,2003,24.0
6312,이탈리아,기타,2003,6229.0
6313,코소보,전체,2003,3630.0
6314,코소보,가연성 연료,2003,3578.0
6315,코소보,수력,2003,52.0
6316,코소보,풍력,2003,
6317,코소보,태양열,2003,
6318,라트비아,전체,2003,3975.0
6319,라트비아,가연성 연료,2003,1661.0
6320,라트비아,수력,2003,2266.0
6321,라트비아,풍력,2003,48.0
6322,라트비아,태양열,2003,
6323,라트비아,기타,2003,
6324,리투아니아,전체,2003,19488.0
6325,리투아니아,가연성 연료,2003,2852.0
6326,리투아니아,수력,2003,985.0
6327,리투아니아,원자력,2003,15484.0
6328,리투아니아,풍력,2003,0.0
6329,리투아니아,태양열,2003,
6330,리투아니아,기타,2003,167.0
6331,룩셈부르크,전체,2003,3621.0
6332,룩셈부르크,가연성 연료,2003,2683.0
6333,룩셈부르크,수력,2003,911.0
6334,룩셈부르크,풍력,2003,26.0
6335,룩셈부르크,태양열,2003,1.0
6336,북마케도니아,전체,2003,6738.0
6337,북마케도니아,가연성 연료,2003,5364.0
6338,북마케도니아,수력,2003,1374.0
6339,북마케도니아,풍력,2003,
6340,북마케도니아,태양열,2003,
6341,몰타,전체,2003,2236.0
6342,몰타,가연성 연료,2003,2236.0
6343,몰타,풍력,2003,
6344,몰타,태양열,2003,
6345,몰도바,전체,2003,1046.0
6346,몰도바,가연성 연료,2003,982.0
6347,몰도바,수력,2003,64.0
6348,몰도바,풍력,2003,
6349,몰도바,태양열,2003,
6350,네덜란드,전체,2003,96818.0
6351,네덜란드,가연성 연료,2003,91161.0
6352,네덜란드,수력,2003,72.0
6353,네덜란드,원자력,2003,4018.0
6354,네덜란드,풍력,2003,1320.0
6355,네덜란드,태양열,2003,26.0
6356,네덜란드,기타,2003,221.0
6357,노르웨이,전체,2003,107273.0
6358,노르웨이,가연성 연료,2003,887.0
6359,노르웨이,수력,2003,106084.0
6360,노르웨이,풍력,2003,218.0
6361,노르웨이,태양열,2003,
6362,노르웨이,기타,2003,84.0
6363,폴란드,전체,2003,151631.0
6364,폴란드,가연성 연료,2003,148214.0
6365,폴란드,수력,2003,3293.0
6366,폴란드,풍력,2003,124.0
6367,폴란드,태양열,2003,
6368,폴란드,기타,2003,
6369,포르투갈,전체,2003,46852.0
6370,포르투갈,가연성 연료,2003,30209.0
6371,포르투갈,수력,2003,16054.0
6372,포르투갈,풍력,2003,496.0
6373,포르투갈,태양열,2003,3.0
6374,포르투갈,기타,2003,90.0
6375,루마니아,전체,2003,55140.0
6376,루마니아,가연성 연료,2003,36975.0
6377,루마니아,수력,2003,13259.0
6378,루마니아,원자력,2003,4906.0
6379,루마니아,풍력,2003,0.0
6380,루마니아,태양열,2003,
6381,러시아,전체,2003,916286.0
6382,러시아,가연성 연료,2003,607891.0
6383,러시아,수력,2003,157720.0
6384,러시아,원자력,2003,150342.0
6385,러시아,풍력,2003,9.0
6386,러시아,태양열,2003,
6387,러시아,기타,2003,324.0
6388,슬로바키아,전체,2003,31178.0
6389,슬로바키아,가연성 연료,2003,9620.0
6390,슬로바키아,수력,2003,3672.0
6391,슬로바키아,원자력,2003,17864.0
6392,슬로바키아,풍력,2003,2.0
6393,슬로바키아,태양열,2003,
6394,슬로바키아,기타,2003,20.0
6395,슬로베니아,전체,2003,13820.0
6396,슬로베니아,가연성 연료,2003,5656.0
6397,슬로베니아,수력,2003,2957.0
6398,슬로베니아,원자력,2003,5207.0
6399,슬로베니아,풍력,2003,
6400,슬로베니아,태양열,2003,
6401,스페인,전체,2003,260706.0
6402,스페인,가연성 연료,2003,142839.0
6403,스페인,수력,2003,43897.0
6404,스페인,원자력,2003,61875.0
6405,스페인,풍력,2003,12075.0
6406,스페인,태양열,2003,20.0
6407,스페인,기타,2003,
6408,스웨덴,전체,2003,135437.0
6409,스웨덴,가연성 연료,2003,13743.0
6410,스웨덴,수력,2003,53598.0
6411,스웨덴,원자력,2003,67415.0
6412,스웨덴,풍력,2003,679.0
6413,스웨덴,태양열,2003,2.0
6414,스위스,전체,2003,67446.0
6415,스위스,가연성 연료,2003,3071.0
6416,스위스,수력,2003,36865.0
6417,스위스,원자력,2003,27487.0
6418,스위스,풍력,2003,5.0
6419,스위스,태양열,2003,18.0
6420,우크라이나,전체,2003,180360.0
6421,우크라이나,가연성 연료,2003,89533.0
6422,우크라이나,수력,2003,9390.0
6423,우크라이나,원자력,2003,81406.0
6424,우크라이나,풍력,2003,31.0
6425,우크라이나,태양열,2003,
6426,우크라이나,기타,2003,
6427,영국,전체,2003,398198.0
6428,영국,가연성 연료,2003,302263.0
6429,영국,수력,2003,5961.0
6430,영국,원자력,2003,88686.0
6431,영국,풍력,2003,1285.0
6432,영국,태양열,2003,3.0
6433,영국,기타,2003,
6434,몬테네그로,전체,2003,
6435,몬테네그로,가연성 연료,2003,
6436,몬테네그로,수력,2003,
6437,몬테네그로,풍력,2003,
6438,몬테네그로,태양열,2003,
6439,세르비아,전체,2003,
6440,세르비아,가연성 연료,2003,
6441,세르비아,수력,2003,
6442,세르비아,풍력,2003,
6443,세르비아,태양열,2003,
6444,알제리,전체,2003,29571.0
6445,알제리,가연성 연료,2003,29306.0
6446,알제리,수력,2003,265.0
6447,알제리,풍력,2003,
6448,알제리,태양열,2003,
6449,앙골라,전체,2003,1995.0
6450,앙골라,가연성 연료,2003,754.0
6451,앙골라,수력,2003,1241.0
6452,앙골라,태양열,2003,
6453,베냉,전체,2003,80.0
6454,베냉,가연성 연료,2003,78.0
6455,베냉,수력,2003,2.0
6456,베냉,태양열,2003,
6457,보츠와나,전체,2003,1042.0
6458,보츠와나,가연성 연료,2003,1042.0
6459,보츠와나,태양열,2003,
6460,카메룬,전체,2003,3684.0
6461,카메룬,가연성 연료,2003,156.0
6462,카메룬,수력,2003,3528.0
6463,카메룬,태양열,2003,
6464,콩고,전체,2003,399.0
6465,콩고,가연성 연료,2003,57.0
6466,콩고,수력,2003,342.0
6467,콩고,태양열,2003,
6468,콩고민주공화국,전체,2003,6148.0
6469,콩고민주공화국,가연성 연료,2003,8.0
6470,콩고민주공화국,수력,2003,6140.0
6471,콩고민주공화국,태양열,2003,
6472,코트디부아르,전체,2003,5092.8
6473,코트디부아르,가연성 연료,2003,3260.8
6474,코트디부아르,수력,2003,1832.0
6475,코트디부아르,태양열,2003,
6476,이집트,전체,2003,98133.0
6477,이집트,가연성 연료,2003,84746.0
6478,이집트,수력,2003,13019.0
6479,이집트,풍력,2003,368.0
6480,이집트,태양열,2003,
6481,에리트레아,전체,2003,277.0
6482,에리트레아,가연성 연료,2003,276.0
6483,에리트레아,풍력,2003,
6484,에리트레아,태양열,2003,1.0
6485,에티오피아,전체,2003,2348.0
6486,에티오피아,가연성 연료,2003,68.0
6487,에티오피아,수력,2003,2280.0
6488,에티오피아,풍력,2003,
6489,에티오피아,태양열,2003,
6490,에티오피아,기타,2003,
6491,가봉,전체,2003,1535.0
6492,가봉,가연성 연료,2003,635.0
6493,가봉,수력,2003,900.0
6494,가봉,태양열,2003,
6495,가나,전체,2003,5905.0
6496,가나,가연성 연료,2003,2020.0
6497,가나,수력,2003,3885.0
6498,가나,태양열,2003,
6499,케냐,전체,2003,5506.0
6500,케냐,가연성 연료,2003,1459.0
6501,케냐,수력,2003,3260.0
6502,케냐,풍력,2003,
6503,케냐,태양열,2003,
6504,케냐,기타,2003,787.0
6505,리비아,전체,2003,18943.0
6506,리비아,가연성 연료,2003,18943.0
6507,리비아,태양열,2003,
6508,모리셔스,전체,2003,2082.0
6509,모리셔스,가연성 연료,2003,1964.0
6510,모리셔스,수력,2003,118.0
6511,모리셔스,풍력,2003,
6512,모리셔스,태양열,2003,
6513,모로코,전체,2003,16358.0
6514,모로코,가연성 연료,2003,14699.0
6515,모로코,수력,2003,1456.0
6516,모로코,풍력,2003,203.0
6517,모로코,태양열,2003,
6518,모로코,기타,2003,
6519,모잠비크,전체,2003,10907.0
6520,모잠비크,가연성 연료,2003,37.0
6521,모잠비크,수력,2003,10870.0
6522,모잠비크,태양열,2003,
6523,나미비아,전체,2003,1423.902
6524,나미비아,가연성 연료,2003,2.0
6525,나미비아,수력,2003,1419.0
6526,나미비아,풍력,2003,
6527,나미비아,태양열,2003,2.902
6528,니제르,전체,2003,192.6
6529,니제르,가연성 연료,2003,191.5
6530,니제르,태양열,2003,1.1
6531,나이지리아,전체,2003,20184.0
6532,나이지리아,가연성 연료,2003,12736.0
6533,나이지리아,수력,2003,7448.0
6534,나이지리아,풍력,2003,
6535,나이지리아,태양열,2003,
6536,세네갈,전체,2003,1820.0
6537,세네갈,가연성 연료,2003,1818.0
6538,세네갈,풍력,2003,
6539,세네갈,태양열,2003,2.0
6540,세네갈,기타,2003,
6541,남아프리카공화국,전체,2003,234176.0
6542,남아프리카공화국,가연성 연료,2003,217831.0
6543,남아프리카공화국,수력,2003,3682.0
6544,남아프리카공화국,원자력,2003,12663.0
6545,남아프리카공화국,풍력,2003,
6546,남아프리카공화국,태양열,2003,
6547,남수단,전체,2003,
6548,남수단,가연성 연료,2003,
6549,남수단,태양열,2003,
6550,수단,전체,2003,
6551,수단,가연성 연료,2003,
6552,수단,수력,2003,
6553,수단,태양열,2003,
6554,탄자니아,전체,2003,2658.0
6555,탄자니아,가연성 연료,2003,110.0
6556,탄자니아,수력,2003,2548.0
6557,탄자니아,태양열,2003,
6558,토고,전체,2003,294.0
6559,토고,가연성 연료,2003,58.0
6560,토고,수력,2003,236.0
6561,토고,태양열,2003,
6562,튀니지,전체,2003,11829.0
6563,튀니지,가연성 연료,2003,11631.0
6564,튀니지,수력,2003,165.0
6565,튀니지,풍력,2003,33.0
6566,튀니지,태양열,2003,
6567,튀니지,기타,2003,
6568,잠비아,전체,2003,8308.0
6569,잠비아,가연성 연료,2003,51.0
6570,잠비아,수력,2003,8257.0
6571,잠비아,태양열,2003,
6572,짐바브웨,전체,2003,8814.0
6573,짐바브웨,가연성 연료,2003,3455.0
6574,짐바브웨,수력,2003,5359.0
6575,짐바브웨,태양열,2003,
6576,오스트레일리아,전체,2003,220802.0
6577,오스트레일리아,가연성 연료,2003,203550.0
6578,오스트레일리아,수력,2003,16490.0
6579,오스트레일리아,풍력,2003,703.0
6580,오스트레일리아,태양열,2003,59.0
6581,오스트레일리아,기타,2003,
6582,뉴질랜드,전체,2003,40854.0
6583,뉴질랜드,가연성 연료,2003,14247.0
6584,뉴질랜드,수력,2003,23620.0
6585,뉴질랜드,풍력,2003,147.0
6586,뉴질랜드,태양열,2003,
6587,뉴질랜드,기타,2003,2840.0
6588,대한민국,전체,2004,368162.0
6589,대한민국,가연성 연료,2004,231510.0
6590,대한민국,수력,2004,5880.0
6591,대한민국,원자력,2004,130715.0
6592,대한민국,풍력,2004,47.0
6593,대한민국,태양열,2004,10.0
6594,대한민국,기타,2004,
6595,아르메니아,전체,2004,6030.0
6596,아르메니아,가연성 연료,2004,1613.0
6597,아르메니아,수력,2004,2014.0
6598,아르메니아,원자력,2004,2403.0
6599,아르메니아,풍력,2004,
6600,아르메니아,태양열,2004,
6601,아제르바이잔,전체,2004,21743.0
6602,아제르바이잔,가연성 연료,2004,18988.0
6603,아제르바이잔,수력,2004,2755.0
6604,아제르바이잔,풍력,2004,
6605,아제르바이잔,태양열,2004,
6606,바레인,전체,2004,16150.0
6607,바레인,가연성 연료,2004,16150.0
6608,바레인,풍력,2004,
6609,바레인,태양열,2004,
6610,방글라데시,전체,2004,24684.0
6611,방글라데시,가연성 연료,2004,23458.0
