,국가별,항목,연도,value
12910,라트비아,태양열,2012,
12911,라트비아,기타,2012,
12912,리투아니아,전체,2012,5043.0
12913,리투아니아,가연성 연료,2012,3337.0
12914,리투아니아,수력,2012,937.0
12915,리투아니아,원자력,2012,
12916,리투아니아,풍력,2012,540.0
12917,리투아니아,태양열,2012,2.0
12918,리투아니아,기타,2012,227.0
12919,룩셈부르크,전체,2012,3818.0
12920,룩셈부르크,가연성 연료,2012,2543.0
12921,룩셈부르크,수력,2012,1160.0
12922,룩셈부르크,풍력,2012,77.0
12923,룩셈부르크,태양열,2012,38.0
12924,북마케도니아,전체,2012,6261.655
12925,북마케도니아,가연성 연료,2012,5218.052
12926,북마케도니아,수력,2012,1040.767
12927,북마케도니아,풍력,2012,
12928,북마케도니아,태양열,2012,2.836
12929,몰타,전체,2012,2294.0
12930,몰타,가연성 연료,2012,2277.0
12931,몰타,풍력,2012,
12932,몰타,태양열,2012,17.0
12933,몰도바,전체,2012,932.0
12934,몰도바,가연성 연료,2012,898.0
12935,몰도바,수력,2012,34.0
12936,몰도바,풍력,2012,0.0
12937,몰도바,태양열,2012,
12938,네덜란드,전체,2012,103234.0
12939,네덜란드,가연성 연료,2012,93896.0
12940,네덜란드,수력,2012,104.0
12941,네덜란드,원자력,2012,3915.0
12942,네덜란드,풍력,2012,4981.0
12943,네덜란드,태양열,2012,191.0
12944,네덜란드,기타,2012,147.0
12945,노르웨이,전체,2012,147663.0
12946,노르웨이,가연성 연료,2012,3275.0
12947,노르웨이,수력,2012,142810.0
12948,노르웨이,풍력,2012,1548.0
12949,노르웨이,태양열,2012,
12950,노르웨이,기타,2012,30.0
12951,폴란드,전체,2012,162139.0
12952,폴란드,가연성 연료,2012,154845.0
12953,폴란드,수력,2012,2465.0
12954,폴란드,풍력,2012,4747.0
12955,폴란드,태양열,2012,1.0
12956,폴란드,기타,2012,81.0
12957,포르투갈,전체,2012,46614.0
12958,포르투갈,가연성 연료,2012,29151.0
12959,포르투갈,수력,2012,6660.0
12960,포르투갈,풍력,2012,10259.0
12961,포르투갈,태양열,2012,393.0
12962,포르투갈,기타,2012,151.0
12963,루마니아,전체,2012,59045.0
12964,루마니아,가연성 연료,2012,32594.0
12965,루마니아,수력,2012,12337.0
12966,루마니아,원자력,2012,11466.0
12967,루마니아,풍력,2012,2640.0
12968,루마니아,태양열,2012,8.0
12969,러시아,전체,2012,1070734.0
12970,러시아,가연성 연료,2012,725399.0
12971,러시아,수력,2012,167319.0
12972,러시아,원자력,2012,177534.0
12973,러시아,풍력,2012,5.0
12974,러시아,태양열,2012,
12975,러시아,기타,2012,477.0
12976,슬로바키아,전체,2012,28664.0
12977,슬로바키아,가연성 연료,2012,8231.0
12978,슬로바키아,수력,2012,4439.0
12979,슬로바키아,원자력,2012,15495.0
12980,슬로바키아,풍력,2012,6.0
12981,슬로바키아,태양열,2012,424.0
12982,슬로바키아,기타,2012,69.0
12983,슬로베니아,전체,2012,15737.0
12984,슬로베니아,가연성 연료,2012,5958.0
12985,슬로베니아,수력,2012,4087.0
12986,슬로베니아,원자력,2012,5528.0
12987,슬로베니아,풍력,2012,1.0
12988,슬로베니아,태양열,2012,163.0
12989,스페인,전체,2012,297559.0
12990,스페인,가연성 연료,2012,150312.0
12991,스페인,수력,2012,24162.0
12992,스페인,원자력,2012,61470.0
12993,스페인,풍력,2012,49472.0
12994,스페인,태양열,2012,11968.0
12995,스페인,기타,2012,175.0
12996,스웨덴,전체,2012,166561.0
12997,스웨덴,가연성 연료,2012,16283.0
12998,스웨덴,수력,2012,79058.0
12999,스웨덴,원자력,2012,64037.0
13000,스웨덴,풍력,2012,7164.0
13001,스웨덴,태양열,2012,19.0
13002,스위스,전체,2012,69837.0
13003,스위스,가연성 연료,2012,3703.0
13004,스위스,수력,2012,40305.0
13005,스위스,원자력,2012,25441.0
13006,스위스,풍력,2012,88.0
13007,스위스,태양열,2012,300.0
13008,우크라이나,전체,2012,198878.0
13009,우크라이나,가연성 연료,2012,97126.0
13010,우크라이나,수력,2012,10994.0
13011,우크라이나,원자력,2012,90137.0
13012,우크라이나,풍력,2012,288.0
13013,우크라이나,태양열,2012,333.0
13014,우크라이나,기타,2012,
13015,영국,전체,2012,364057.0
13016,영국,가연성 연료,2012,264171.0
13017,영국,수력,2012,8276.0
13018,영국,원자력,2012,70405.0
13019,영국,풍력,2012,19847.0
13020,영국,태양열,2012,1354.0
13021,영국,기타,2012,4.0
13022,몬테네그로,전체,2012,2844.0
13023,몬테네그로,가연성 연료,2012,1367.0
13024,몬테네그로,수력,2012,1477.0
13025,몬테네그로,풍력,2012,
13026,몬테네그로,태양열,2012,
13027,세르비아,전체,2012,36799.0
13028,세르비아,가연성 연료,2012,26885.0
13029,세르비아,수력,2012,9914.0
13030,세르비아,풍력,2012,
13031,세르비아,태양열,2012,
13032,알제리,전체,2012,57397.0
13033,알제리,가연성 연료,2012,56775.0
13034,알제리,수력,2012,622.0
13035,알제리,풍력,2012,
13036,알제리,태양열,2012,
13037,앙골라,전체,2012,6218.0
13038,앙골라,가연성 연료,2012,2432.0
13039,앙골라,수력,2012,3772.0
13040,앙골라,태양열,2012,14.0
13041,베냉,전체,2012,48.0
13042,베냉,가연성 연료,2012,48.0
13043,베냉,수력,2012,
13044,베냉,태양열,2012,
13045,보츠와나,전체,2012,351.3
13046,보츠와나,가연성 연료,2012,350.0
13047,보츠와나,태양열,2012,1.3
13048,카메룬,전체,2012,5488.0
13049,카메룬,가연성 연료,2012,1228.0
13050,카메룬,수력,2012,4256.0
13051,카메룬,태양열,2012,4.0
13052,콩고,전체,2012,1700.0
13053,콩고,가연성 연료,2012,713.0
13054,콩고,수력,2012,987.0
13055,콩고,태양열,2012,
13056,콩고민주공화국,전체,2012,7745.0
13057,콩고민주공화국,가연성 연료,2012,159.0
13058,콩고민주공화국,수력,2012,7586.0
13059,콩고민주공화국,태양열,2012,
13060,코트디부아르,전체,2012,7016.0
13061,코트디부아르,가연성 연료,2012,5227.0
13062,코트디부아르,수력,2012,1789.0
13063,코트디부아르,태양열,2012,
13064,이집트,전체,2012,164628.0
13065,이집트,가연성 연료,2012,150010.0
13066,이집트,수력,2012,13121.0
13067,이집트,풍력,2012,1260.0
13068,이집트,태양열,2012,237.0
13069,에리트레아,전체,2012,323.0
13070,에리트레아,가연성 연료,2012,318.0
13071,에리트레아,풍력,2012,2.0
13072,에리트레아,태양열,2012,3.0
13073,에티오피아,전체,2012,7604.0
13074,에티오피아,가연성 연료,2012,22.0
13075,에티오피아,수력,2012,7388.0
13076,에티오피아,풍력,2012,192.0
13077,에티오피아,태양열,2012,2.0
13078,에티오피아,기타,2012,
13079,가봉,전체,2012,2164.0
13080,가봉,가연성 연료,2012,1253.0
13081,가봉,수력,2012,908.0
13082,가봉,태양열,2012,3.0
13083,가나,전체,2012,12204.0
13084,가나,가연성 연료,2012,4133.0
13085,가나,수력,2012,8071.0
13086,가나,태양열,2012,
13087,케냐,전체,2012,7851.6
13088,케냐,가연성 연료,2012,2305.4
13089,케냐,수력,2012,4015.9
13090,케냐,풍력,2012,14.4
13091,케냐,태양열,2012,
13092,케냐,기타,2012,1515.9
13093,리비아,전체,2012,34275.0
13094,리비아,가연성 연료,2012,34267.0
13095,리비아,태양열,2012,8.0
13096,모리셔스,전체,2012,2797.5
13097,모리셔스,가연성 연료,2012,2718.9
13098,모리셔스,수력,2012,74.1
13099,모리셔스,풍력,2012,3.6
13100,모리셔스,태양열,2012,0.9
13101,모로코,전체,2012,27797.0
13102,모로코,가연성 연료,2012,23951.0
13103,모로코,수력,2012,1816.0
13104,모로코,풍력,2012,728.0
13105,모로코,태양열,2012,
13106,모로코,기타,2012,1302.0
13107,모잠비크,전체,2012,15166.0
13108,모잠비크,가연성 연료,2012,21.0
13109,모잠비크,수력,2012,15145.0
13110,모잠비크,태양열,2012,
13111,나미비아,전체,2012,1668.171
13112,나미비아,가연성 연료,2012,40.0
13113,나미비아,수력,2012,1607.0
13114,나미비아,풍력,2012,0.577
13115,나미비아,태양열,2012,20.594
13116,니제르,전체,2012,398.238
13117,니제르,가연성 연료,2012,391.738
13118,니제르,태양열,2012,6.5
13119,나이지리아,전체,2012,28730.0
13120,나이지리아,가연성 연료,2012,23047.0
13121,나이지리아,수력,2012,5659.0
13122,나이지리아,풍력,2012,2.0
13123,나이지리아,태양열,2012,22.0
13124,세네갈,전체,2012,2917.0
13125,세네갈,가연성 연료,2012,2917.0
13126,세네갈,풍력,2012,
13127,세네갈,태양열,2012,
13128,세네갈,기타,2012,
13129,남아프리카공화국,전체,2012,257919.0
13130,남아프리카공화국,가연성 연료,2012,241717.0
13131,남아프리카공화국,수력,2012,4211.0
13132,남아프리카공화국,원자력,2012,11954.0
13133,남아프리카공화국,풍력,2012,37.0
13134,남아프리카공화국,태양열,2012,
13135,남수단,전체,2012,445.0
13136,남수단,가연성 연료,2012,443.0
13137,남수단,태양열,2012,2.0
13138,수단,전체,2012,9565.5
13139,수단,가연성 연료,2012,2940.5
13140,수단,수력,2012,6619.0
13141,수단,태양열,2012,6.0
13142,탄자니아,전체,2012,5675.0
13143,탄자니아,가연성 연료,2012,3899.0
13144,탄자니아,수력,2012,1767.0
13145,탄자니아,태양열,2012,9.0
13146,토고,전체,2012,399.4
13147,토고,가연성 연료,2012,234.3
13148,토고,수력,2012,165.1
13149,토고,태양열,2012,
13150,튀니지,전체,2012,18059.4
13151,튀니지,가연성 연료,2012,17537.0
13152,튀니지,수력,2012,110.0
13153,튀니지,풍력,2012,196.0
13154,튀니지,태양열,2012,3.4
13155,튀니지,기타,2012,213.0
13156,잠비아,전체,2012,12369.0
13157,잠비아,가연성 연료,2012,19.0
13158,잠비아,수력,2012,12350.0
13159,잠비아,태양열,2012,
13160,짐바브웨,전체,2012,9148.6
13161,짐바브웨,가연성 연료,2012,3761.3
13162,짐바브웨,수력,2012,5387.3
13163,짐바브웨,태양열,2012,
13164,오스트레일리아,전체,2012,250931.0
13165,오스트레일리아,가연성 연료,2012,227552.0
13166,오스트레일리아,수력,2012,14083.0
13167,오스트레일리아,풍력,2012,6970.0
13168,오스트레일리아,태양열,2012,2325.0
13169,오스트레일리아,기타,2012,1.0
13170,뉴질랜드,전체,2012,44627.0
13171,뉴질랜드,가연성 연료,2012,13163.0
13172,뉴질랜드,수력,2012,22894.0
13173,뉴질랜드,풍력,2012,2079.0
13174,뉴질랜드,태양열,2012,5.0
13175,뉴질랜드,기타,2012,6486.0
13176,대한민국,전체,2013,541996.0
13177,대한민국,가연성 연료,2013,390858.0
13178,대한민국,수력,2013,8394.0
13179,대한민국,원자력,2013,138784.0
13180,대한민국,풍력,2013,1149.0
13181,대한민국,태양열,2013,1605.0
13182,대한민국,기타,2013,1206.0
13183,아르메니아,전체,2013,7710.0
13184,아르메니아,가연성 연료,2013,3173.0
13185,아르메니아,수력,2013,2173.0
13186,아르메니아,원자력,2013,2360.0
13187,아르메니아,풍력,2013,4.0
13188,아르메니아,태양열,2013,
13189,아제르바이잔,전체,2013,23354.0
13190,아제르바이잔,가연성 연료,2013,21863.0
13191,아제르바이잔,수력,2013,1489.0
13192,아제르바이잔,풍력,2013,1.0
13193,아제르바이잔,태양열,2013,1.0
13194,바레인,전체,2013,25867.0
13195,바레인,가연성 연료,2013,25867.0
13196,바레인,풍력,2013,
13197,바레인,태양열,2013,
13198,방글라데시,전체,2013,53358.0
13199,방글라데시,가연성 연료,2013,52270.0
13200,방글라데시,수력,2013,948.0
13201,방글라데시,풍력,2013,4.0
13202,방글라데시,태양열,2013,136.0
13203,브루나이,전체,2013,4402.0
13204,브루나이,가연성 연료,2013,4400.0
13205,브루나이,태양열,2013,2.0
13206,캄보디아,전체,2013,1806.0
13207,캄보디아,가연성 연료,2013,787.0
13208,캄보디아,수력,2013,1016.0
13209,캄보디아,태양열,2013,3.0
13210,중국,전체,2013,5431637.4
13211,중국,가연성 연료,2013,4247009.4
13212,중국,수력,2013,920291.0
13213,중국,원자력,2013,111613.0
13214,중국,풍력,2013,141197.0
13215,중국,태양열,2013,5564.0
13216,중국,기타,2013,5963.0
13217,키프로스,전체,2013,4290.0
13218,키프로스,가연성 연료,2013,4012.0
13219,키프로스,풍력,2013,231.0
13220,키프로스,태양열,2013,47.0
13221,조지아,전체,2013,10059.0
13222,조지아,가연성 연료,2013,1788.0
13223,조지아,수력,2013,8271.0
13224,조지아,풍력,2013,
13225,홍콩,전체,2013,39063.0
13226,홍콩,가연성 연료,2013,39063.0
13227,인도,전체,2013,1193480.0
13228,인도,가연성 연료,2013,980599.0
13229,인도,수력,2013,141637.0
13230,인도,원자력,2013,34228.0
13231,인도,풍력,2013,33583.0
13232,인도,태양열,2013,3433.0
13233,인도,기타,2013,
13234,인도네시아,전체,2013,222017.4
13235,인도네시아,가연성 연료,2013,192590.5
13236,인도네시아,수력,2013,15710.0
13237,인도네시아,풍력,2013,1.4
13238,인도네시아,태양열,2013,5.5
13239,인도네시아,기타,2013,13710.0
13240,이란,전체,2013,262433.87
13241,이란,가연성 연료,2013,242929.8
13242,이란,수력,2013,14582.0
13243,이란,원자력,2013,4546.0
13244,이란,풍력,2013,376.0
13245,이란,태양열,2013,0.07
13246,이라크,전체,2013,58468.0
13247,이라크,가연성 연료,2013,53665.0
13248,이라크,수력,2013,4757.0
13249,이라크,태양열,2013,46.0
13250,이스라엘,전체,2013,61322.0
13251,이스라엘,가연성 연료,2013,60794.0
13252,이스라엘,수력,2013,28.0
13253,이스라엘,풍력,2013,6.0
13254,이스라엘,태양열,2013,494.0
13255,이스라엘,기타,2013,
13256,일본,전체,2013,1104137.0
13257,일본,가연성 연료,2013,967373.0
13258,일본,수력,2013,84886.0
13259,일본,원자력,2013,9303.0
13260,일본,풍력,2013,5187.0
13261,일본,태양열,2013,12880.0
13262,일본,기타,2013,24508.0
13263,요르단,전체,2013,17263.0
13264,요르단,가연성 연료,2013,17205.0
13265,요르단,수력,2013,55.0
13266,요르단,풍력,2013,3.0
13267,요르단,태양열,2013,
13268,카자흐스탄,전체,2013,103108.0
13269,카자흐스탄,가연성 연료,2013,95349.0
13270,카자흐스탄,수력,2013,7731.0
13271,카자흐스탄,풍력,2013,5.0
13272,카자흐스탄,태양열,2013,23.0
13273,북한,전체,2013,22108.0
13274,북한,가연성 연료,2013,8200.0
13275,북한,수력,2013,13900.0
13276,북한,태양열,2013,8.0
13277,쿠웨이트,전체,2013,60982.0
13278,쿠웨이트,가연성 연료,2013,60982.0
13279,쿠웨이트,풍력,2013,
13280,쿠웨이트,태양열,2013,
13281,키르기스스탄,전체,2013,14011.0
13282,키르기스스탄,가연성 연료,2013,914.0
13283,키르기스스탄,수력,2013,13097.0
13284,레바논,전체,2013,17490.0
13285,레바논,가연성 연료,2013,16218.0
13286,레바논,수력,2013,1269.0
13287,레바논,태양열,2013,3.0
13288,말레이시아,전체,2013,138331.0
13289,말레이시아,가연성 연료,2013,127604.0
13290,말레이시아,수력,2013,10586.0
13291,말레이시아,태양열,2013,141.0
13292,몽골,전체,2013,5143.0
13293,몽골,가연성 연료,2013,5020.0
13294,몽골,수력,2013,61.0
13295,몽골,풍력,2013,54.0
13296,몽골,태양열,2013,8.0
13297,미얀마,전체,2013,14735.0
13298,미얀마,가연성 연료,2013,3425.0
13299,미얀마,수력,2013,11310.0
13300,미얀마,태양열,2013,
13301,마요트,전체,2013,
13302,마요트,가연성 연료,2013,
13303,마요트,태양열,2013,
13304,네팔,전체,2013,3130.0
13305,네팔,가연성 연료,2013,10.0
13306,네팔,수력,2013,3120.0
13307,네팔,풍력,2013,
13308,네팔,태양열,2013,
13309,오만,전체,2013,26241.0
13310,오만,가연성 연료,2013,26239.674
13311,오만,태양열,2013,1.326
13312,파키스탄,전체,2013,100047.9444
13313,파키스탄,가연성 연료,2013,65066.94444
13314,파키스탄,수력,2013,30397.0
13315,파키스탄,원자력,2013,4553.0
13316,파키스탄,풍력,2013,6.0
13317,파키스탄,태양열,2013,
13318,파키스탄,기타,2013,25.0
13319,팔레스타인,전체,2013,536.1
13320,팔레스타인,가연성 연료,2013,534.1
13321,팔레스타인,태양열,2013,2.0
13322,필리핀,전체,2013,75518.6
13323,필리핀,가연성 연료,2013,55810.6
13324,필리핀,수력,2013,10036.3
13325,필리핀,풍력,2013,65.7
13326,필리핀,태양열,2013,1.4
13327,필리핀,기타,2013,9604.6
13328,카타르,전체,2013,34668.0
13329,카타르,가연성 연료,2013,34668.0
13330,사우디아라비아,전체,2013,284051.475
13331,사우디아라비아,가연성 연료,2013,284009.0
13332,사우디아라비아,풍력,2013,
13333,사우디아라비아,태양열,2013,42.475
13334,싱가포르,전체,2013,47980.3
13335,싱가포르,가연성 연료,2013,47963.3
13336,싱가포르,태양열,2013,17.0
13337,스리랑카,전체,2013,12059.815
13338,스리랑카,가연성 연료,2013,4869.569
13339,스리랑카,수력,2013,6929.489
13340,스리랑카,풍력,2013,235.576
13341,스리랑카,태양열,2013,25.181
13342,시리아,전체,2013,25139.0
13343,시리아,가연성 연료,2013,22139.0
13344,시리아,수력,2013,3000.0
13345,타지키스탄,전체,2013,17115.0
13346,타지키스탄,가연성 연료,2013,44.0
13347,타지키스탄,수력,2013,17071.0
13348,태국,전체,2013,170113.0
13349,태국,가연성 연료,2013,163117.0
13350,태국,수력,2013,5610.0
13351,태국,풍력,2013,305.0
13352,태국,태양열,2013,1080.0
13353,태국,기타,2013,1.0
13354,튀르키예,전체,2013,240154.0
13355,튀르키예,가연성 연료,2013,171535.0
13356,튀르키예,수력,2013,59420.0
13357,튀르키예,풍력,2013,7557.0
13358,튀르키예,태양열,2013,
13359,튀르키예,기타,2013,1642.0
13360,투르크메니스탄,전체,2013,18870.0
13361,투르크메니스탄,가연성 연료,2013,18867.0
13362,투르크메니스탄,수력,2013,3.0
13363,아랍에미리트,전체,2013,109995.4
13364,아랍에미리트,가연성 연료,2013,109920.0
13365,아랍에미리트,태양열,2013,75.4
13366,우즈베키스탄,전체,2013,54618.63
13367,우즈베키스탄,가연성 연료,2013,48914.4
13368,우즈베키스탄,수력,2013,5704.23
13369,우즈베키스탄,풍력,2013,
13370,우즈베키스탄,태양열,2013,
13371,베트남,전체,2013,126798.0
13372,베트남,가연성 연료,2013,68536.0
13373,베트남,수력,2013,58170.0
13374,베트남,풍력,2013,92.0
13375,베트남,태양열,2013,
13376,예멘,전체,2013,8505.0
13377,예멘,가연성 연료,2013,8501.0
13378,예멘,태양열,2013,4.0
13379,캐나다,전체,2013,657645.0
13380,캐나다,가연성 연료,2013,140273.0
13381,캐나다,수력,2013,391861.0
13382,캐나다,원자력,2013,103439.0
13383,캐나다,풍력,2013,18092.0
13384,캐나다,태양열,2013,1499.0
13385,캐나다,기타,2013,2481.0
13386,멕시코,전체,2013,297326.0
13387,멕시코,가연성 연료,2013,247163.0
13388,멕시코,수력,2013,28002.0
13389,멕시코,원자력,2013,11800.0
13390,멕시코,풍력,2013,4185.0
13391,멕시코,태양열,2013,106.0
13392,멕시코,기타,2013,6070.0
13393,미국,전체,2013,4306371.0
13394,미국,가연성 연료,2013,2985891.0
13395,미국,수력,2013,290113.0
13396,미국,원자력,2013,822004.0
13397,미국,풍력,2013,169713.0
13398,미국,태양열,2013,15872.0
13399,미국,기타,2013,22778.0
13400,아르헨티나,전체,2013,140868.0
13401,아르헨티나,가연성 연료,2013,100763.0
13402,아르헨티나,수력,2013,33422.0
13403,아르헨티나,원자력,2013,6207.0
13404,아르헨티나,풍력,2013,461.0
13405,아르헨티나,태양열,2013,15.0
13406,볼리비아,전체,2013,7839.0
13407,볼리비아,가연성 연료,2013,5300.0
13408,볼리비아,수력,2013,2535.0
13409,볼리비아,풍력,2013,1.0
13410,볼리비아,태양열,2013,3.0
13411,브라질,전체,2013,570838.0
13412,브라질,가연성 연료,2013,157810.0
13413,브라질,수력,2013,390992.0
13414,브라질,원자력,2013,15450.0
13415,브라질,풍력,2013,6579.0
13416,브라질,태양열,2013,7.0
13417,브라질,기타,2013,
13418,칠레,전체,2013,73065.0
13419,칠레,가연성 연료,2013,52602.0
13420,칠레,수력,2013,19737.0
13421,칠레,풍력,2013,554.0
13422,칠레,태양열,2013,8.0
13423,칠레,기타,2013,164.0
13424,콜롬비아,전체,2013,74001.0
13425,콜롬비아,가연성 연료,2013,23675.0
13426,콜롬비아,수력,2013,50260.0
13427,콜롬비아,풍력,2013,58.0
13428,콜롬비아,태양열,2013,8.0
13429,코스타리카,전체,2013,10234.09361
13430,코스타리카,가연성 연료,2013,1379.30195
13431,코스타리카,수력,2013,6851.04417
13432,코스타리카,풍력,2013,484.56889
13433,코스타리카,태양열,2013,2.44333
13434,코스타리카,기타,2013,1516.73527
13435,쿠바,전체,2013,19156.4
13436,쿠바,가연성 연료,2013,19003.5
13437,쿠바,수력,2013,127.3
13438,쿠바,풍력,2013,22.6
13439,쿠바,태양열,2013,3.0
13440,도미니카공화국,전체,2013,17648.19
13441,도미니카공화국,가연성 연료,2013,15521.19
13442,도미니카공화국,수력,2013,1874.6
13443,도미니카공화국,풍력,2013,243.0
13444,도미니카공화국,태양열,2013,9.4
13445,에콰도르,전체,2013,23260.34
13446,에콰도르,가연성 연료,2013,12161.18
13447,에콰도르,수력,2013,11038.8
13448,에콰도르,풍력,2013,56.7
13449,에콰도르,태양열,2013,3.66
13450,에콰도르,기타,2013,
13451,엘살바도르,전체,2013,6272.0
13452,엘살바도르,가연성 연료,2013,2922.0
13453,엘살바도르,수력,2013,1790.0
13454,엘살바도르,풍력,2013,
13455,엘살바도르,태양열,2013,
13456,엘살바도르,기타,2013,1560.0
13457,과테말라,전체,2013,10125.28
13458,과테말라,가연성 연료,2013,5254.0
13459,과테말라,수력,2013,4658.93
13460,과테말라,풍력,2013,
13461,과테말라,태양열,2013,
13462,과테말라,기타,2013,212.35
13463,아이티,전체,2013,1056.0
13464,아이티,가연성 연료,2013,914.0
13465,아이티,수력,2013,141.0
13466,아이티,태양열,2013,1.0
13467,온두라스,전체,2013,8274.0
13468,온두라스,가연성 연료,2013,5225.0
13469,온두라스,수력,2013,2739.0
13470,온두라스,풍력,2013,310.0
13471,온두라스,태양열,2013,
13472,온두라스,기타,2013,
13473,자메이카,전체,2013,4163.0
13474,자메이카,가연성 연료,2013,3924.0
13475,자메이카,수력,2013,124.0
13476,자메이카,풍력,2013,115.0
13477,자메이카,태양열,2013,
13478,네덜란드령 안틸레스,전체,2013,
13479,네덜란드령 안틸레스,가연성 연료,2013,
13480,니카라과,전체,2013,4165.0
13481,니카라과,가연성 연료,2013,2467.0
13482,니카라과,수력,2013,456.0
13483,니카라과,풍력,2013,562.0
13484,니카라과,태양열,2013,1.0
13485,니카라과,기타,2013,679.0
13486,파나마,전체,2013,8962.2
13487,파나마,가연성 연료,2013,3807.9
13488,파나마,수력,2013,5154.3
13489,파나마,풍력,2013,
13490,파나마,태양열,2013,
13491,파라과이,전체,2013,60381.03
13492,파라과이,가연성 연료,2013,3.18
13493,파라과이,수력,2013,60377.85
13494,페루,전체,2013,43330.1
13495,페루,가연성 연료,2013,20812.4
13496,페루,수력,2013,22319.6
13497,페루,풍력,2013,1.2
13498,페루,태양열,2013,196.9
13499,수리남,전체,2013,2035.94
13500,수리남,가연성 연료,2013,932.24
13501,수리남,수력,2013,1102.7
13502,수리남,태양열,2013,1.0
13503,트리니다드토바고,전체,2013,9505.0
13504,트리니다드토바고,가연성 연료,2013,9501.0
13505,트리니다드토바고,풍력,2013,
13506,트리니다드토바고,태양열,2013,4.0
13507,우루과이,전체,2013,11657.5
13508,우루과이,가연성 연료,2013,3308.7
13509,우루과이,수력,2013,8205.9
13510,우루과이,풍력,2013,142.9
13511,우루과이,태양열,2013,
13512,베네수엘라,전체,2013,134223.75
13513,베네수엘라,가연성 연료,2013,52626.66
13514,베네수엘라,수력,2013,81499.46
13515,베네수엘라,풍력,2013,88.27
13516,베네수엘라,태양열,2013,8.66
13517,베네수엘라,기타,2013,0.7
13518,퀴라소,전체,2013,890.6
13519,퀴라소,가연성 연료,2013,769.0
13520,퀴라소,풍력,2013,116.6
13521,퀴라소,태양열,2013,5.0
13522,알바니아,전체,2013,6956.0
13523,알바니아,가연성 연료,2013,
13524,알바니아,수력,2013,6956.0
13525,알바니아,태양열,2013,
13526,오스트리아,전체,2013,68351.0
13527,오스트리아,가연성 연료,2013,18781.0
13528,오스트리아,수력,2013,45778.0
13529,오스트리아,풍력,2013,3152.0
13530,오스트리아,태양열,2013,626.0
13531,오스트리아,기타,2013,14.0
13532,벨라루스,전체,2013,31507.0
13533,벨라루스,가연성 연료,2013,31361.0
13534,벨라루스,수력,2013,138.0
13535,벨라루스,원자력,2013,
13536,벨라루스,풍력,2013,8.0
13537,벨라루스,태양열,2013,
13538,벨기에,전체,2013,83504.0
13539,벨기에,가연성 연료,2013,32420.0
13540,벨기에,수력,2013,1704.0
13541,벨기에,원자력,2013,42644.0
13542,벨기에,풍력,2013,3665.0
13543,벨기에,태양열,2013,2644.0
13544,벨기에,기타,2013,427.0
13545,보스니아-헤르체고비나,전체,2013,17451.0
13546,보스니아-헤르체고비나,가연성 연료,2013,10215.0
13547,보스니아-헤르체고비나,수력,2013,7236.0
13548,보스니아-헤르체고비나,풍력,2013,
13549,보스니아-헤르체고비나,태양열,2013,
13550,불가리아,전체,2013,43815.0
13551,불가리아,가연성 연료,2013,22067.0
13552,불가리아,수력,2013,4795.0
13553,불가리아,원자력,2013,14171.0
13554,불가리아,풍력,2013,1374.0
13555,불가리아,태양열,2013,1392.0
13556,불가리아,기타,2013,16.0
13557,크로아티아,전체,2013,14052.0
13558,크로아티아,가연성 연료,2013,4797.0
13559,크로아티아,수력,2013,8727.0
13560,크로아티아,풍력,2013,517.0
13561,크로아티아,태양열,2013,11.0
13562,크로아티아,기타,2013,
13563,체코,전체,2013,86913.0
13564,체코,가연성 연료,2013,49940.0
13565,체코,수력,2013,3639.0
13566,체코,원자력,2013,30745.0
13567,체코,풍력,2013,481.0
13568,체코,태양열,2013,2033.0
13569,체코,기타,2013,75.0
13570,덴마크,전체,2013,34743.0
13571,덴마크,가연성 연료,2013,23089.0
13572,덴마크,수력,2013,13.0
13573,덴마크,풍력,2013,11123.0
13574,덴마크,태양열,2013,518.0
13575,덴마크,기타,2013,
13576,에스토니아,전체,2013,13275.0
13577,에스토니아,가연성 연료,2013,12720.0
13578,에스토니아,수력,2013,26.0
13579,에스토니아,풍력,2013,529.0
13580,에스토니아,태양열,2013,
13581,핀란드,전체,2013,71257.0
13582,핀란드,가연성 연료,2013,33744.0
13583,핀란드,수력,2013,12838.0
13584,핀란드,원자력,2013,23606.0
13585,핀란드,풍력,2013,774.0
13586,핀란드,태양열,2013,6.0
13587,핀란드,기타,2013,289.0
13588,프랑스,전체,2013,582316.0
13589,프랑스,가연성 연료,2013,59047.0
13590,프랑스,수력,2013,77073.0
13591,프랑스,원자력,2013,423685.0
13592,프랑스,풍력,2013,16127.0
13593,프랑스,태양열,2013,5194.0
13594,프랑스,기타,2013,1190.0
13595,독일,전체,2013,638701.0
13596,독일,가연성 연료,2013,427037.0
13597,독일,수력,2013,28782.0
13598,독일,원자력,2013,97290.0
13599,독일,풍력,2013,52737.0
13600,독일,태양열,2013,31010.0
13601,독일,기타,2013,1845.0
13602,지브롤터,전체,2013,189.0
13603,지브롤터,가연성 연료,2013,189.0
13604,지브롤터,기타,2013,
13605,그리스,전체,2013,57152.0
13606,그리스,가연성 연료,2013,42981.0
13607,그리스,수력,2013,6384.0
13608,그리스,풍력,2013,4139.0
13609,그리스,태양열,2013,3648.0
13610,헝가리,전체,2013,30294.0
13611,헝가리,가연성 연료,2013,13936.0
13612,헝가리,수력,2013,213.0
13613,헝가리,원자력,2013,15370.0
13614,헝가리,풍력,2013,718.0
